observation_date,REVOLSL_20101215
1982-02-01,61.5
1982-03-01,61.6
1982-04-01,62.3
1982-05-01,62.8
1982-06-01,63.5
1982-07-01,64.3
1982-08-01,64.8
1982-09-01,65.1
1982-10-01,65.4
1982-11-01,65.6
1982-12-01,66.3
1983-01-01,66.7
1983-02-01,66.8
1983-03-01,67.5
1983-04-01,68.4
1983-05-01,68.9
1983-06-01,70.3
1983-07-01,71.5
1983-08-01,72.6
1983-09-01,73.6
1983-10-01,75.1
1983-11-01,76.8
1983-12-01,79.0
1984-01-01,79.1
1984-02-01,80.7
1984-03-01,83.1
1984-04-01,84.3
1984-05-01,87.1
1984-06-01,89.4
1984-07-01,90.4
1984-08-01,92.4
1984-09-01,94.5
1984-10-01,96.2
1984-11-01,98.1
1984-12-01,100.4
1985-01-01,102.8
1985-02-01,105.3
1985-03-01,108.0
1985-04-01,110.1
1985-05-01,111.2
1985-06-01,112.4
1985-07-01,114.1
1985-08-01,116.0
1985-09-01,118.3
1985-10-01,120.2
1985-11-01,122.5
1985-12-01,124.5
1986-01-01,127.1
1986-02-01,128.8
1986-03-01,130.2
1986-04-01,132.0
1986-05-01,133.6
1986-06-01,134.4
1986-07-01,135.7
1986-08-01,136.9
1986-09-01,137.2
1986-10-01,138.9
1986-11-01,140.0
1986-12-01,141.1
1987-01-01,141.1
1987-02-01,142.4
1987-03-01,143.1
1987-04-01,145.5
1987-05-01,147.3
1987-06-01,149.8
1987-07-01,152.4
1987-08-01,153.9
1987-09-01,156.5
1987-10-01,158.1
1987-11-01,158.0
1987-12-01,160.9
1988-01-01,164.7
1988-02-01,166.0
1988-03-01,167.5
1988-04-01,169.1
1988-05-01,170.7
1988-06-01,173.0
1988-07-01,174.0
1988-08-01,175.9
1988-09-01,177.5
1988-10-01,179.8
1988-11-01,183.0
1988-12-01,184.6
1989-01-01,185.7
1989-02-01,187.6
1989-03-01,190.9
1989-04-01,193.1
1989-05-01,195.2
1989-06-01,197.7
1989-07-01,199.5
1989-08-01,201.9
1989-09-01,203.2
1989-10-01,204.9
1989-11-01,207.6
1989-12-01,211.2
1990-01-01,213.6
1990-02-01,216.5
1990-03-01,217.6
1990-04-01,219.8
1990-05-01,223.3
1990-06-01,225.7
1990-07-01,229.6
1990-08-01,232.4
1990-09-01,234.7
1990-10-01,236.2
1990-11-01,239.3
1990-12-01,238.6
1991-01-01,238.7
1991-02-01,242.3
1991-03-01,246.8
1991-04-01,248.7
1991-05-01,250.9
1991-06-01,252.2
1991-07-01,253.7
1991-08-01,255.9
1991-09-01,258.8
1991-10-01,261.3
1991-11-01,262.8
1991-12-01,263.8
1992-01-01,265.4
1992-02-01,266.5
1992-03-01,266.8
1992-04-01,267.8
1992-05-01,268.8
1992-06-01,270.7
1992-07-01,270.8
1992-08-01,272.1
1992-09-01,273.2
1992-10-01,275.2
1992-11-01,275.5
1992-12-01,278.4
1993-01-01,281.0
1993-02-01,283.5
1993-03-01,284.9
1993-04-01,287.0
1993-05-01,288.5
1993-06-01,290.0
1993-07-01,294.2
1993-08-01,296.3
1993-09-01,299.4
1993-10-01,301.7
1993-11-01,306.6
1993-12-01,309.9
1994-01-01,312.5
1994-02-01,315.4
1994-03-01,319.8
1994-04-01,325.0
1994-05-01,329.1
1994-06-01,334.9
1994-07-01,339.9
1994-08-01,347.7
1994-09-01,350.1
1994-10-01,352.8
1994-11-01,362.6
1994-12-01,365.6
1995-01-01,372.0
1995-02-01,378.1
1995-03-01,385.6
1995-04-01,389.7
1995-05-01,398.2
1995-06-01,406.1
1995-07-01,409.1
1995-08-01,417.6
1995-09-01,429.0
1995-10-01,433.5
1995-11-01,436.7
1995-12-01,443.9
1996-01-01,450.0
1996-02-01,455.6
1996-03-01,461.6
1996-04-01,465.8
1996-05-01,470.7
1996-06-01,474.3
1996-07-01,479.3
1996-08-01,483.3
1996-09-01,486.3
1996-10-01,490.4
1996-11-01,497.5
1996-12-01,507.5
1997-01-01,510.5
1997-02-01,511.7
1997-03-01,512.0
1997-04-01,511.9
1997-05-01,514.5
1997-06-01,515.6
1997-07-01,520.9
1997-08-01,524.4
1997-09-01,528.7
1997-10-01,532.0
1997-11-01,534.8
1997-12-01,540.0
1998-01-01,537.9
1998-02-01,538.9
1998-03-01,541.4
1998-04-01,560.9
1998-05-01,559.8
1998-06-01,561.6
1998-07-01,560.6
1998-08-01,564.4
1998-09-01,568.6
1998-10-01,572.3
1998-11-01,571.2
1998-12-01,581.4
1999-01-01,585.2
1999-02-01,585.5
1999-03-01,585.2
1999-04-01,585.7
1999-05-01,588.4
1999-06-01,594.6
1999-07-01,601.0
1999-08-01,603.5
1999-09-01,606.9
1999-10-01,608.1
1999-11-01,610.1
1999-12-01,610.7
2000-01-01,614.8
2000-02-01,617.3
2000-03-01,622.5
2000-04-01,625.7
2000-05-01,631.9
2000-06-01,639.2
2000-07-01,646.9
2000-08-01,656.0
2000-09-01,662.0
2000-10-01,667.9
2000-11-01,674.0
2000-12-01,682.6
2001-01-01,686.8
2001-02-01,697.1
2001-03-01,700.9
2001-04-01,705.9
2001-05-01,708.0
2001-06-01,711.7
2001-07-01,708.5
2001-08-01,707.7
2001-09-01,709.0
2001-10-01,706.4
2001-11-01,713.8
2001-12-01,714.6
2002-01-01,714.8
2002-02-01,714.3
2002-03-01,718.6
2002-04-01,724.0
2002-05-01,727.3
2002-06-01,732.7
2002-07-01,736.7
2002-08-01,741.3
2002-09-01,744.5
2002-10-01,748.6
2002-11-01,750.7
2002-12-01,750.8
2003-01-01,754.8
2003-02-01,758.3
2003-03-01,758.8
2003-04-01,759.9
2003-05-01,763.1
2003-06-01,763.8
2003-07-01,764.7
2003-08-01,767.0
2003-09-01,766.6
2003-10-01,765.8
2003-11-01,765.3
2003-12-01,768.2
2004-01-01,770.7
2004-02-01,772.3
2004-03-01,777.5
2004-04-01,775.2
2004-05-01,777.8
2004-06-01,779.7
2004-07-01,786.2
2004-08-01,787.4
2004-09-01,793.9
2004-10-01,796.9
2004-11-01,797.3
2004-12-01,799.5
2005-01-01,804.6
2005-02-01,804.2
2005-03-01,804.4
2005-04-01,810.3
2005-05-01,809.0
2005-06-01,814.3
2005-07-01,815.0
2005-08-01,818.0
2005-09-01,819.8
2005-10-01,821.2
2005-11-01,825.9
2005-12-01,829.6
2006-01-01,832.1
2006-02-01,835.1
2006-03-01,836.9
2006-04-01,840.7
2006-05-01,847.7
2006-06-01,847.8
2006-07-01,850.0
2006-08-01,854.0
2006-09-01,856.9
2006-10-01,860.5
2006-11-01,866.7
2006-12-01,871.0
2007-01-01,873.1
2007-02-01,878.0
2007-03-01,885.6
2007-04-01,889.7
2007-05-01,898.2
2007-06-01,904.0
2007-07-01,909.7
2007-08-01,916.2
2007-09-01,921.4
2007-10-01,929.9
2007-11-01,936.6
2007-12-01,941.8
2008-01-01,948.8
2008-02-01,954.8
2008-03-01,960.3
2008-04-01,964.6
2008-05-01,965.4
2008-06-01,969.7
2008-07-01,972.6
2008-08-01,973.6
2008-09-01,973.5
2008-10-01,968.4
2008-11-01,963.4
2008-12-01,957.5
2009-01-01,956.1
2009-02-01,944.9
2009-03-01,936.3
2009-04-01,929.2
2009-05-01,921.8
2009-06-01,915.0
2009-07-01,910.0
2009-08-01,901.9
2009-09-01,893.5
2009-10-01,885.7
2009-11-01,874.6
2009-12-01,865.8
2010-01-01,856.8
2010-02-01,846.7
2010-03-01,840.7
2010-04-01,830.3
2010-05-01,828.4
2010-06-01,825.4
2010-07-01,820.2
2010-08-01,814.9
2010-09-01,806.1
2010-10-01,800.5
