observation_date,BOGZ1FL153064486Q_20211015
1974-01-01,17.6576935763
1974-04-01,15.6041766993
1974-07-01,11.6773597066
1974-10-01,11.4232791300
1975-01-01,13.5917913364
1975-04-01,14.9944941647
1975-07-01,13.0828304422
1975-10-01,13.6835114915
1976-01-01,15.3431601159
1976-04-01,15.3622181164
1976-07-01,15.2779895483
1976-10-01,15.4071165821
1977-01-01,14.0151245347
1977-04-01,14.0463814399
1977-07-01,13.1579052931
1977-10-01,12.2961063550
1978-01-01,11.3696078853
1978-04-01,11.7658172880
1978-07-01,12.1816896121
1978-10-01,11.3973052790
1979-01-01,11.7600313238
1979-04-01,11.6549613464
1979-07-01,11.9809498814
1979-10-01,12.0931526805
1980-01-01,10.9455963692
1980-04-01,12.0307362792
1980-07-01,12.9955583023
1980-10-01,13.8524416058
1981-01-01,13.6399389162
1981-04-01,13.1413227591
1981-07-01,11.0750082031
1981-10-01,11.5729322769
1982-01-01,9.9657652913
1982-04-01,9.4775895602
1982-07-01,9.9393105600
1982-10-01,11.5386699908
1983-01-01,12.3333193819
1983-04-01,13.4108387676
1983-07-01,12.8352836388
1983-10-01,12.0973569761
1984-01-01,11.3645936216
1984-04-01,10.4880412233
1984-07-01,10.7961216193
1984-10-01,10.6439528413
1985-01-01,11.1499610524
1985-04-01,11.4742450393
1985-07-01,10.6507707261
1985-10-01,12.1501292169
1986-01-01,13.2480213774
1986-04-01,13.4541183260
1986-07-01,12.1010288086
1986-10-01,13.0868388267
1987-01-01,14.9567701692
1987-04-01,14.7852335053
1987-07-01,15.1493615386
1987-10-01,12.3575394415
1988-01-01,13.0029300167
1988-04-01,13.4247502296
1988-07-01,13.2831687841
1988-10-01,13.7049540337
1989-01-01,14.0430088234
1989-04-01,14.5472662772
1989-07-01,15.3188130641
1989-10-01,15.5041739522
1990-01-01,14.5142521698
1990-04-01,14.8471014562
1990-07-01,12.4677151271
1990-10-01,13.6149517192
1991-01-01,15.2465958625
1991-04-01,15.0769486688
1991-07-01,15.8368631792
1991-10-01,17.6882586800
1992-01-01,17.3646969077
1992-04-01,17.2010372291
1992-07-01,17.5645970919
1992-10-01,19.2111703488
1993-01-01,19.5911913136
1993-04-01,19.7307991072
1993-07-01,20.3165811223
1993-10-01,20.8354270235
1994-01-01,20.0590006233
1994-04-01,19.7672978770
1994-07-01,20.1486536469
1994-10-01,19.9385730201
1995-01-01,20.9385539467
1995-04-01,21.9701000860
1995-07-01,23.1908534638
1995-10-01,24.1629594021
1996-01-01,24.8913405856
1996-04-01,25.4925054246
1996-07-01,25.5685999854
1996-10-01,26.3245787792
1997-01-01,26.3415532285
1997-04-01,29.0041934874
1997-07-01,30.3589587548
1997-10-01,30.2186703826
1998-01-01,32.5852949169
1998-04-01,32.5653769386
1998-07-01,29.4093228958
1998-10-01,33.0152627709
1999-01-01,33.0160282844
1999-04-01,34.7552559241
1999-07-01,33.3538500583
1999-10-01,37.1309061527
2000-01-01,38.2443286485
2000-04-01,36.9555266415
2000-07-01,36.4297316856
2000-10-01,33.0813009673
2001-01-01,30.0219899514
2001-04-01,31.4567738089
2001-07-01,27.2858296464
2001-10-01,29.5821736251
2002-01-01,29.5941592714
2002-04-01,27.0828222110
2002-07-01,22.7913509243
2002-10-01,23.7806083370
2003-01-01,22.5722230268
2003-04-01,25.2873813063
2003-07-01,26.2984783178
2003-10-01,28.3901561454
2004-01-01,28.3341720805
2004-04-01,28.0693055697
2004-07-01,27.4375243489
2004-10-01,28.7038152890
2005-01-01,28.4790140948
2005-04-01,28.7259992147
2005-07-01,29.5692923792
2005-10-01,29.5881984492
2006-01-01,30.9963323236
2006-04-01,30.2025053604
2006-07-01,30.5106634800
2006-10-01,31.8774944937
2007-01-01,32.2608350857
2007-04-01,32.8192325187
2007-07-01,32.4250325978
2007-10-01,30.8214971056
2008-01-01,28.6670624440
2008-04-01,27.9052237418
2008-07-01,24.9474974192
2008-10-01,20.4422292493
2009-01-01,18.5799314154
2009-04-01,21.8918766832
2009-07-01,24.6411493786
2009-10-01,25.2008055342
2010-01-01,26.0201795526
2010-04-01,23.6696880327
2010-07-01,25.5865914981
2010-10-01,27.2169038938
2011-01-01,28.3851883032
2011-04-01,27.9386995192
2011-07-01,24.0064392487
2011-10-01,25.1836840759
2012-01-01,27.3650529538
2012-04-01,26.3615951093
2012-07-01,27.1551810462
2012-10-01,26.9596224339
2013-01-01,29.0008728035
2013-04-01,29.3295831661
2013-07-01,30.2391053682
2013-10-01,31.4699072620
2014-01-01,32.0772053069
2014-04-01,32.9608392734
2014-07-01,32.2798084951
2014-10-01,32.7090533697
2015-01-01,32.9391107785
2015-04-01,32.9352677733
2015-07-01,30.8203537529
2015-10-01,31.6869758377
2016-01-01,31.6613769304
2016-04-01,31.9765972261
2016-07-01,32.3694842722
2016-10-01,32.7582105418
2017-01-01,33.7451919956
2017-04-01,34.1990517900
2017-07-01,34.7502708769
2017-10-01,35.6417439241
2018-01-01,35.2144365668
2018-04-01,35.3432489314
2018-07-01,36.1706075414
2018-10-01,32.4034652466
2019-01-01,35.3045921747
2019-04-01,35.6020263649
2019-07-01,35.2015217634
2019-10-01,36.5495463104
2020-01-01,30.6688187018
2020-04-01,34.4798074299
2020-07-01,36.1730188414
2020-10-01,38.6369299078
2021-01-01,40.0092189682
2021-04-01,41.5259164360
