observation_date,BOGZ1FL153064486Q_20201215
1974-01-01,17.6576935763
1974-04-01,15.6041766993
1974-07-01,11.6773597066
1974-10-01,11.4232791300
1975-01-01,13.5917913364
1975-04-01,14.9944941647
1975-07-01,13.0828304422
1975-10-01,13.6835114915
1976-01-01,15.3431601159
1976-04-01,15.3622181164
1976-07-01,15.2779895483
1976-10-01,15.4071165821
1977-01-01,14.0151245347
1977-04-01,14.0463814399
1977-07-01,13.1579052931
1977-10-01,12.2961063550
1978-01-01,11.3696078853
1978-04-01,11.7658172880
1978-07-01,12.1816896121
1978-10-01,11.3973052790
1979-01-01,11.7600313238
1979-04-01,11.6549613464
1979-07-01,11.9809498814
1979-10-01,12.0931526805
1980-01-01,10.9455963692
1980-04-01,12.0307362792
1980-07-01,12.9955583023
1980-10-01,13.8524416058
1981-01-01,13.6399389162
1981-04-01,13.1413227591
1981-07-01,11.0750082031
1981-10-01,11.5729322769
1982-01-01,9.9665778069
1982-04-01,9.4783032728
1982-07-01,9.9399517285
1982-10-01,11.5386699908
1983-01-01,12.3330955383
1983-04-01,13.4105513108
1983-07-01,12.8349516922
1983-10-01,12.0973569761
1984-01-01,11.3645355333
1984-04-01,10.4880048096
1984-07-01,10.7961094130
1984-10-01,10.6439528413
1985-01-01,11.1499196052
1985-04-01,11.4742681234
1985-07-01,10.6508223064
1985-10-01,12.1501292169
1986-01-01,13.2481185155
1986-04-01,13.4541671385
1986-07-01,12.1010495868
1986-10-01,13.0868755262
1987-01-01,14.9566940331
1987-04-01,14.7847819435
1987-07-01,15.1484451589
1987-10-01,12.3718162944
1988-01-01,13.0179271357
1988-04-01,13.4399305501
1988-07-01,13.2980862047
1988-10-01,13.7221009555
1989-01-01,14.0604352670
1989-04-01,14.5661989250
1989-07-01,15.3385849543
1989-10-01,15.5244014371
1990-01-01,14.5441024092
1990-04-01,14.8897265093
1990-07-01,12.5071240662
1990-10-01,13.6667081033
1991-01-01,15.2923737304
1991-04-01,15.1288606664
1991-07-01,15.8972372832
1991-10-01,17.7456115142
1992-01-01,17.3877048340
1992-04-01,17.2382154282
1992-07-01,17.5989138023
1992-10-01,19.2506137631
1993-01-01,19.6347968737
1993-04-01,19.7767192053
1993-07-01,20.3653206550
1993-10-01,20.8904021712
1994-01-01,20.1148742529
1994-04-01,19.8202817112
1994-07-01,20.2108688003
1994-10-01,20.0013504331
1995-01-01,20.9999928419
1995-04-01,22.0373267860
1995-07-01,23.2558244418
1995-10-01,24.2371304633
1996-01-01,24.9573659024
1996-04-01,25.5552325863
1996-07-01,25.6404843831
1996-10-01,26.3981623312
1997-01-01,26.4151482217
1997-04-01,29.1006957339
1997-07-01,30.4577556756
1997-10-01,30.3006953436
1998-01-01,32.6729051569
1998-04-01,32.6427413731
1998-07-01,29.4822455246
1998-10-01,33.0785463755
1999-01-01,33.0754777297
1999-04-01,34.8247327234
1999-07-01,33.4080214851
1999-10-01,37.1775336836
2000-01-01,38.2892362470
2000-04-01,36.9821444601
2000-07-01,36.4426212328
2000-10-01,33.0770991284
2001-01-01,30.0136133318
2001-04-01,31.4665668182
2001-07-01,27.2968991441
2001-10-01,29.5871696343
2002-01-01,29.5931520944
2002-04-01,27.0591657306
2002-07-01,22.7514744860
2002-10-01,23.5636740344
2003-01-01,22.3538254133
2003-04-01,25.0765695666
2003-07-01,26.0714904186
2003-10-01,28.1275592403
2004-01-01,28.0248207140
2004-04-01,27.7514633545
2004-07-01,27.0939560040
2004-10-01,28.3325481037
2005-01-01,28.0659954612
2005-04-01,28.2828236547
2005-07-01,29.1036770471
2005-10-01,29.1083288769
2006-01-01,30.5057520465
2006-04-01,29.7647546597
2006-07-01,30.1012237808
2006-10-01,31.4558280805
2007-01-01,31.8551937694
2007-04-01,32.4690254595
2007-07-01,32.1106102363
2007-10-01,30.5453638582
2008-01-01,28.4219190118
2008-04-01,27.6787549399
2008-07-01,24.7621179630
2008-10-01,20.2781953427
2009-01-01,18.2401189891
2009-04-01,21.4611489221
2009-07-01,24.1401500090
2009-10-01,24.6987591897
2010-01-01,25.4908885372
2010-04-01,23.1851942120
2010-07-01,25.0689354421
2010-10-01,27.0231766833
2011-01-01,28.1453767434
2011-04-01,27.6752150501
2011-07-01,23.7303764200
2011-10-01,24.8845874533
2012-01-01,27.0217382833
2012-04-01,26.0019757226
2012-07-01,26.7513846937
2012-10-01,26.5586963958
2013-01-01,28.5613802218
2013-04-01,28.9212170861
2013-07-01,29.8158876087
2013-10-01,31.0533762353
2014-01-01,31.6509259191
2014-04-01,32.5289858184
2014-07-01,31.8553672159
2014-10-01,32.2551863902
2015-01-01,32.4978275262
2015-04-01,32.5521684408
2015-07-01,30.4590726376
2015-10-01,31.3282867776
2016-01-01,31.3305676518
2016-04-01,31.6459676812
2016-07-01,32.0622163562
2016-10-01,32.4928501481
2017-01-01,33.4756552178
2017-04-01,33.9452721614
2017-07-01,34.5053101582
2017-10-01,35.4420730162
2018-01-01,35.0419532795
2018-04-01,35.1787864984
2018-07-01,35.9995076451
2018-10-01,32.2605047714
2019-01-01,35.1158411878
2019-04-01,35.2092281073
2019-07-01,34.9365518677
2019-10-01,36.3231518233
2020-01-01,30.4333017460
2020-04-01,34.4312435159
2020-07-01,36.0440301260
