observation_date,NONREVSL_20240515
1956-01-01,42.12013
1956-02-01,42.56107
1956-03-01,43.20525
1956-04-01,43.38397
1956-05-01,43.79961
1956-06-01,44.05363
1956-07-01,44.17342
1956-08-01,44.49886
1956-09-01,44.77898
1956-10-01,44.93415
1956-11-01,45.40079
1956-12-01,45.44824
1957-01-01,45.70050
1957-02-01,46.04224
1957-03-01,46.24530
1957-04-01,46.51742
1957-05-01,46.83804
1957-06-01,47.00029
1957-07-01,47.36847
1957-08-01,47.64621
1957-09-01,47.74148
1957-10-01,47.87900
1957-11-01,47.95967
1957-12-01,48.07827
1958-01-01,48.29247
1958-02-01,48.09752
1958-03-01,47.77344
1958-04-01,47.66250
1958-05-01,47.61828
1958-06-01,47.50736
1958-07-01,47.55228
1958-08-01,47.59298
1958-09-01,47.71292
1958-10-01,47.82317
1958-11-01,47.98748
1958-12-01,48.39435
1959-01-01,48.96116
1959-02-01,49.51371
1959-03-01,50.00773
1959-04-01,50.46343
1959-05-01,51.00724
1959-06-01,51.67544
1959-07-01,52.35685
1959-08-01,53.03853
1959-09-01,53.68375
1959-10-01,54.36595
1959-11-01,54.79481
1959-12-01,56.01068
1960-01-01,56.01558
1960-02-01,56.36463
1960-03-01,56.86288
1960-04-01,57.71140
1960-05-01,57.95103
1960-06-01,58.38706
1960-07-01,58.74671
1960-08-01,58.94715
1960-09-01,59.36465
1960-10-01,59.62899
1960-11-01,59.87401
1960-12-01,60.02531
1961-01-01,60.67185
1961-02-01,60.31013
1961-03-01,60.45546
1961-04-01,60.07587
1961-05-01,60.17969
1961-06-01,60.33475
1961-07-01,60.39598
1961-08-01,60.61948
1961-09-01,60.88309
1961-10-01,61.15822
1961-11-01,61.74829
1961-12-01,62.24853
1962-01-01,62.28280
1962-02-01,62.64035
1962-03-01,63.12857
1962-04-01,63.86691
1962-05-01,64.60104
1962-06-01,65.13742
1962-07-01,65.51218
1962-08-01,66.05512
1962-09-01,66.43833
1962-10-01,67.02888
1962-11-01,67.64210
1962-12-01,68.12672
1963-01-01,68.65646
1963-02-01,69.37675
1963-03-01,70.07341
1963-04-01,70.80161
1963-05-01,71.33514
1963-06-01,71.87559
1963-07-01,72.71645
1963-08-01,73.57616
1963-09-01,74.16977
1963-10-01,75.11295
1963-11-01,75.60692
1963-12-01,76.58145
1964-01-01,77.46136
1964-02-01,78.33623
1964-03-01,79.24041
1964-04-01,79.90816
1964-05-01,80.83452
1964-06-01,81.42818
1964-07-01,82.29450
1964-08-01,82.97305
1964-09-01,83.92197
1964-10-01,84.53018
1964-11-01,84.94403
1964-12-01,85.95957
1965-01-01,87.18259
1965-02-01,88.15204
1965-03-01,88.91607
1965-04-01,90.04741
1965-05-01,90.88588
1965-06-01,91.83009
1965-07-01,92.69463
1965-08-01,93.28710
1965-09-01,94.12648
1965-10-01,94.80453
1965-11-01,95.40527
1965-12-01,95.95472
1966-01-01,97.03072
1966-02-01,97.75836
1966-03-01,98.44639
1966-04-01,98.80509
1966-05-01,99.30544
1966-06-01,99.78867
1966-07-01,100.06144
1966-08-01,100.58670
1966-09-01,100.67245
1966-10-01,100.95307
1966-11-01,101.43735
1966-12-01,101.78822
1967-01-01,102.19855
1967-02-01,102.36259
1967-03-01,102.73216
1967-04-01,102.88594
1967-05-01,103.15140
1967-06-01,103.74104
1967-07-01,104.09425
1967-08-01,104.67752
1967-09-01,105.17229
1967-10-01,105.44072
1967-11-01,106.29661
1967-12-01,106.84264
1968-01-01,105.45563
1968-02-01,106.56964
1968-03-01,107.27630
1968-04-01,108.11991
1968-05-01,108.83859
1968-06-01,109.45337
1968-07-01,110.43804
1968-08-01,111.07584
1968-09-01,111.91451
1968-10-01,113.27313
1968-11-01,114.19884
1968-12-01,115.35755
1969-01-01,116.08847
1969-02-01,117.23270
1969-03-01,118.12378
1969-04-01,119.08512
1969-05-01,119.97112
1969-06-01,120.65271
1969-07-01,121.14031
1969-08-01,121.61148
1969-09-01,122.16018
1969-10-01,122.69279
1969-11-01,123.10528
1969-12-01,123.55135
1970-01-01,124.10978
1970-02-01,124.38857
1970-03-01,124.37186
1970-04-01,124.34119
1970-05-01,124.39614
1970-06-01,124.90534
1970-07-01,125.43401
1970-08-01,125.64221
1970-09-01,126.16417
1970-10-01,126.27715
1970-11-01,125.89246
1970-12-01,126.59009
1971-01-01,126.99507
1971-02-01,127.70005
1971-03-01,128.43874
1971-04-01,129.53262
1971-05-01,130.19892
1971-06-01,131.02909
1971-07-01,132.00717
1971-08-01,133.20731
1971-09-01,134.53582
1971-10-01,135.61318
1971-11-01,137.32897
1971-12-01,138.68484
1972-01-01,139.56847
1972-02-01,140.83072
1972-03-01,142.53576
1972-04-01,143.89400
1972-05-01,145.62123
1972-06-01,147.36730
1972-07-01,148.32193
1972-08-01,149.80620
1972-09-01,151.24555
1972-10-01,152.83496
1972-11-01,154.69979
1972-12-01,156.80986
1973-01-01,159.91381
1973-02-01,162.09612
1973-03-01,164.25328
1973-04-01,165.93783
1973-05-01,168.08427
1973-06-01,170.08220
1973-07-01,171.78746
1973-08-01,173.52575
1973-09-01,174.41196
1973-10-01,176.28839
1973-11-01,177.94652
1973-12-01,178.74409
1974-01-01,179.98568
1974-02-01,181.18892
1974-03-01,181.98099
1974-04-01,183.02112
1974-05-01,183.91737
1974-06-01,184.59824
1974-07-01,185.64186
1974-08-01,186.29011
1974-09-01,186.36620
1974-10-01,186.00412
1974-11-01,185.67908
1974-12-01,185.67658
1975-01-01,185.78875
1975-02-01,186.28619
1975-03-01,185.93207
1975-04-01,185.40023
1975-05-01,185.28330
1975-06-01,182.45241
1975-07-01,183.69369
1975-08-01,184.04404
1975-09-01,184.93840
1975-10-01,185.62324
1975-11-01,186.78965
1975-12-01,189.50673
1976-01-01,191.08821
1976-02-01,192.35893
1976-03-01,194.02447
1976-04-01,195.90402
1976-05-01,196.60592
1976-06-01,198.15430
1976-07-01,199.68730
1976-08-01,200.60932
1976-09-01,202.35586
1976-10-01,204.11991
1976-11-01,206.09935
1976-12-01,209.23254
1977-01-01,195.04952
1977-02-01,197.99431
1977-03-01,201.35033
1977-04-01,203.77639
1977-05-01,206.33278
1977-06-01,208.97857
1977-07-01,211.51421
1977-08-01,213.86873
1977-09-01,215.88798
1977-10-01,218.94191
1977-11-01,221.79374
1977-12-01,223.14788
1978-01-01,225.84072
1978-02-01,228.84381
1978-03-01,232.78364
1978-04-01,235.79394
1978-05-01,239.90541
1978-06-01,244.55378
1978-07-01,247.27046
1978-08-01,250.33125
1978-09-01,252.66905
1978-10-01,254.36742
1978-11-01,257.68952
1978-12-01,260.40943
1979-01-01,264.31510
1979-02-01,267.71665
1979-03-01,270.83104
1979-04-01,273.55491
1979-05-01,276.65703
1979-06-01,278.76747
1979-07-01,281.85938
1979-08-01,284.51399
1979-09-01,287.37354
1979-10-01,290.07061
1979-11-01,292.47439
1979-12-01,294.99267
1980-01-01,296.72593
1980-02-01,298.92710
1980-03-01,298.90304
1980-04-01,297.32717
1980-05-01,294.66172
1980-06-01,292.91284
1980-07-01,293.01976
1980-08-01,293.13190
1980-09-01,293.77186
1980-10-01,295.24042
1980-11-01,295.55863
1980-12-01,296.95000
1981-01-01,297.53814
1981-02-01,298.93364
1981-03-01,300.84492
1981-04-01,302.00754
1981-05-01,303.46564
1981-06-01,304.00145
1981-07-01,305.63303
1981-08-01,305.85527
1981-09-01,309.40099
1981-10-01,309.82936
1981-11-01,311.00255
1981-12-01,310.37344
1982-01-01,313.97126
1982-02-01,314.90825
1982-03-01,315.26016
1982-04-01,316.37945
1982-05-01,317.58960
1982-06-01,318.50020
1982-07-01,318.10643
1982-08-01,318.05826
1982-09-01,319.21409
1982-10-01,319.52105
1982-11-01,321.12634
1982-12-01,323.50044
1983-01-01,325.10149
1983-02-01,325.60476
1983-03-01,328.04151
1983-04-01,330.02337
1983-05-01,331.06819
1983-06-01,334.55180
1983-07-01,337.93487
1983-08-01,341.42764
1983-09-01,344.25706
1983-10-01,348.65084
1983-11-01,353.19044
1983-12-01,358.04161
1984-01-01,362.87719
1984-02-01,371.20254
1984-03-01,373.49307
1984-04-01,377.81415
1984-05-01,385.35423
1984-06-01,391.57558
1984-07-01,396.76313
1984-08-01,401.68595
1984-09-01,404.02449
1984-10-01,408.42554
1984-11-01,412.01818
1984-12-01,416.89335
1985-01-01,421.13753
1985-02-01,427.10796
1985-03-01,433.80683
1985-04-01,439.28032
1985-05-01,444.68577
1985-06-01,448.81112
1985-07-01,453.51869
1985-08-01,457.30561
1985-09-01,463.81223
1985-10-01,468.07140
1985-11-01,471.93133
1985-12-01,475.24543
1986-01-01,478.61471
1986-02-01,481.88073
1986-03-01,483.19863
1986-04-01,487.61738
1986-05-01,492.22085
1986-06-01,495.64639
1986-07-01,499.48988
1986-08-01,502.04582
1986-09-01,508.77579
1986-10-01,514.88075
1986-11-01,513.80418
1986-12-01,513.68208
1987-01-01,512.15961
1987-02-01,510.10835
1987-03-01,508.09594
1987-04-01,510.90957
1987-05-01,511.16353
1987-06-01,513.06370
1987-07-01,515.26237
1987-08-01,518.35394
1987-09-01,519.75026
1987-10-01,523.11013
1987-11-01,526.69109
1987-12-01,525.46486
1988-01-01,527.58906
1988-02-01,530.42996
1988-03-01,533.17530
1988-04-01,536.77732
1988-05-01,539.29628
1988-06-01,540.22601
1988-07-01,542.09375
1988-08-01,545.66666
1988-09-01,545.46757
1988-10-01,546.27318
1988-11-01,546.64897
1988-12-01,547.32464
1989-01-01,563.30001
1989-02-01,565.27820
1989-03-01,569.09425
1989-04-01,571.57085
1989-05-01,574.11972
1989-06-01,575.54316
1989-07-01,576.73126
1989-08-01,577.01390
1989-09-01,578.64511
1989-10-01,580.61979
1989-11-01,582.67195
1989-12-01,583.38234
1990-01-01,584.06742
1990-02-01,582.26862
1990-03-01,581.15872
1990-04-01,578.97738
1990-05-01,576.47484
1990-06-01,577.22792
1990-07-01,577.30124
1990-08-01,576.34366
1990-09-01,575.71119
1990-10-01,576.48447
1990-11-01,574.36855
1990-12-01,569.58795
1991-01-01,567.88566
1991-02-01,564.74231
1991-03-01,561.51107
1991-04-01,559.07506
1991-05-01,556.90114
1991-06-01,553.74822
1991-07-01,550.30730
1991-08-01,546.12918
1991-09-01,542.07711
1991-10-01,537.26874
1991-11-01,535.49770
1991-12-01,534.26042
1992-01-01,533.59622
1992-02-01,533.15825
1992-03-01,532.68641
1992-04-01,529.82890
1992-05-01,528.91610
1992-06-01,526.56868
1992-07-01,527.25056
1992-08-01,527.74330
1992-09-01,527.02195
1992-10-01,524.34835
1992-11-01,527.23823
1992-12-01,527.66902
1993-01-01,528.33062
1993-02-01,530.52768
1993-03-01,528.76589
1993-04-01,532.78081
1993-05-01,531.28842
1993-06-01,533.85055
1993-07-01,535.28672
1993-08-01,537.97136
1993-09-01,541.15500
1993-10-01,545.96254
1993-11-01,549.95941
1993-12-01,555.74256
1994-01-01,559.50015
1994-02-01,564.93914
1994-03-01,571.55579
1994-04-01,575.97379
1994-05-01,583.76607
1994-06-01,589.36322
1994-07-01,591.18926
1994-08-01,597.13247
1994-09-01,607.29169
1994-10-01,615.68968
1994-11-01,618.83339
1994-12-01,631.73219
1995-01-01,638.39187
1995-02-01,640.45574
1995-03-01,648.07217
1995-04-01,653.95159
1995-05-01,659.30686
1995-06-01,663.29048
1995-07-01,668.59571
1995-08-01,672.03631
1995-09-01,677.58053
1995-10-01,680.07810
1995-11-01,695.42001
1995-12-01,696.82427
1996-01-01,703.27562
1996-02-01,707.49640
1996-03-01,710.09231
1996-04-01,715.12151
1996-05-01,720.45390
1996-06-01,726.68765
1996-07-01,732.63035
1996-08-01,737.20989
1996-09-01,738.98695
1996-10-01,740.89448
1996-11-01,744.91043
1996-12-01,745.92052
1997-01-01,747.89502
1997-02-01,750.13726
1997-03-01,752.19025
1997-04-01,762.22281
1997-05-01,764.19731
1997-06-01,767.29234
1997-07-01,767.88568
1997-08-01,769.77446
1997-09-01,772.91257
1997-10-01,777.34511
1997-11-01,777.64938
1997-12-01,784.75177
1998-01-01,782.10157
1998-02-01,785.44843
1998-03-01,791.45593
1998-04-01,799.54946
1998-05-01,803.24674
1998-06-01,812.39187
1998-07-01,820.16691
1998-08-01,822.24604
1998-09-01,828.67404
1998-10-01,833.10733
1998-11-01,837.23490
1998-12-01,839.58166
1999-01-01,846.05993
1999-02-01,855.86056
1999-03-01,865.72160
1999-04-01,871.93615
1999-05-01,879.76892
1999-06-01,884.70458
1999-07-01,891.38222
1999-08-01,899.69768
1999-09-01,904.17270
1999-10-01,909.14029
1999-11-01,915.23259
1999-12-01,920.40949
2000-01-01,923.67363
2000-02-01,931.85273
2000-03-01,938.93972
2000-04-01,944.79180
2000-05-01,951.65078
2000-06-01,970.38949
2000-07-01,982.82443
2000-08-01,995.59351
2000-09-01,1007.00400
2000-10-01,1016.65117
2000-11-01,1026.94980
2000-12-01,1034.32335
2001-01-01,1043.09018
2001-02-01,1050.71951
2001-03-01,1057.98107
2001-04-01,1065.65131
2001-05-01,1071.58695
2001-06-01,1080.36555
2001-07-01,1089.46056
2001-08-01,1099.66770
2001-09-01,1106.98975
2001-10-01,1124.43174
2001-11-01,1145.18405
2001-12-01,1153.01214
2002-01-01,1152.63720
2002-02-01,1167.08327
2002-03-01,1174.73429
2002-04-01,1178.73028
2002-05-01,1186.24989
2002-06-01,1194.36760
2002-07-01,1202.94694
2002-08-01,1207.01064
2002-09-01,1207.32503
2002-10-01,1209.21173
2002-11-01,1215.27290
2002-12-01,1221.16476
2003-01-01,1227.77191
2003-02-01,1234.80435
2003-03-01,1241.55294
2003-04-01,1253.34735
2003-05-01,1263.79777
2003-06-01,1269.45353
2003-07-01,1275.67574
2003-08-01,1282.79994
2003-09-01,1291.04887
2003-10-01,1299.95991
2003-11-01,1301.39217
2003-12-01,1309.10238
2004-01-01,1317.57054
2004-02-01,1322.97809
2004-03-01,1331.62784
2004-04-01,1337.16136
2004-05-01,1342.75050
2004-06-01,1348.25819
2004-07-01,1351.00583
2004-08-01,1356.42346
2004-09-01,1366.51248
2004-10-01,1380.02285
2004-11-01,1386.56138
2004-12-01,1392.69399
2005-01-01,1392.14186
2005-02-01,1407.45142
2005-03-01,1415.55922
2005-04-01,1421.97698
2005-05-01,1423.45997
2005-06-01,1433.65178
2005-07-01,1442.32248
2005-08-01,1449.20247
2005-09-01,1451.98153
2005-10-01,1455.76047
2005-11-01,1457.78319
2005-12-01,1461.40978
2006-01-01,1487.89396
2006-02-01,1489.68758
2006-03-01,1497.56431
2006-04-01,1504.15367
2006-05-01,1507.69012
2006-06-01,1498.32988
2006-07-01,1504.42261
2006-08-01,1511.80775
2006-09-01,1518.99889
2006-10-01,1517.78534
2006-11-01,1523.40289
2006-12-01,1532.83892
2007-01-01,1530.31612
2007-02-01,1536.69412
2007-03-01,1545.96960
2007-04-01,1552.34326
2007-05-01,1559.39002
2007-06-01,1565.19595
2007-07-01,1575.34536
2007-08-01,1584.54145
2007-09-01,1591.49559
2007-10-01,1599.47318
2007-11-01,1603.08402
2007-12-01,1607.85124
2008-01-01,1611.39319
2008-02-01,1619.55197
2008-03-01,1628.83164
2008-04-01,1635.71127
2008-05-01,1640.55619
2008-06-01,1643.08746
2008-07-01,1646.95735
2008-08-01,1644.80726
2008-09-01,1644.82819
2008-10-01,1644.26817
2008-11-01,1640.99933
2008-12-01,1639.79192
2009-01-01,1639.81361
2009-02-01,1639.65656
2009-03-01,1638.31523
2009-04-01,1635.30687
2009-05-01,1643.25044
2009-06-01,1628.32832
2009-07-01,1630.63763
2009-08-01,1630.08098
2009-09-01,1628.67113
2009-10-01,1623.03062
2009-11-01,1626.74838
2009-12-01,1638.94001
2010-01-01,1633.97687
2010-02-01,1627.69405
2010-03-01,1638.67235
2010-04-01,1636.16188
2010-05-01,1639.09250
2010-06-01,1641.37329
2010-07-01,1647.88152
2010-08-01,1653.63720
2010-09-01,1660.00355
2010-10-01,1674.72561
2010-11-01,1680.20856
2010-12-01,1807.70859
2011-01-01,1821.94183
2011-02-01,1830.03493
2011-03-01,1836.36342
2011-04-01,1845.74778
2011-05-01,1851.46028
2011-06-01,1856.83987
2011-07-01,1881.03550
2011-08-01,1872.90110
2011-09-01,1881.76739
2011-10-01,1889.71827
2011-11-01,1904.69111
2011-12-01,1916.06063
2012-01-01,1929.44647
2012-02-01,1935.07177
2012-03-01,1948.79100
2012-04-01,1964.26942
2012-05-01,1978.42217
2012-06-01,1991.03226
2012-07-01,2002.60437
2012-08-01,2015.69863
2012-09-01,2024.22219
2012-10-01,2038.35299
2012-11-01,2057.48829
2012-12-01,2072.92418
2013-01-01,2086.81041
2013-02-01,2103.10910
2013-03-01,2113.58341
2013-04-01,2124.91784
2013-05-01,2136.93005
2013-06-01,2150.24759
2013-07-01,2163.88501
2013-08-01,2177.90403
2013-09-01,2192.59795
2013-10-01,2206.45218
2013-11-01,2223.43970
2013-12-01,2236.32897
2014-01-01,2252.13962
2014-02-01,2267.22670
2014-03-01,2281.94364
2014-04-01,2298.17713
2014-05-01,2313.97053
2014-06-01,2331.48460
2014-07-01,2347.39828
2014-08-01,2362.59161
2014-09-01,2377.93230
2014-10-01,2385.69820
2014-11-01,2401.04614
2014-12-01,2422.15821
2015-01-01,2438.52074
2015-02-01,2453.65329
2015-03-01,2470.74910
2015-04-01,2485.12423
2015-05-01,2499.98867
2015-06-01,2518.78938
2015-07-01,2532.46923
2015-08-01,2544.32432
2015-09-01,2565.49535
2015-10-01,2580.08006
2015-11-01,2592.64420
2015-12-01,2502.14057
2016-01-01,2516.76894
2016-02-01,2531.66681
2016-03-01,2547.82427
2016-04-01,2562.79007
2016-05-01,2577.48746
2016-06-01,2588.65047
2016-07-01,2602.27594
2016-08-01,2619.38012
2016-09-01,2636.04062
2016-10-01,2650.75363
2016-11-01,2663.49819
2016-12-01,2676.34017
2017-01-01,2690.44999
2017-02-01,2701.64173
2017-03-01,2712.31851
2017-04-01,2723.69916
2017-05-01,2733.00956
2017-06-01,2743.87155
2017-07-01,2757.58910
2017-08-01,2765.37106
2017-09-01,2774.46058
2017-10-01,2790.02303
2017-11-01,2803.51352
2017-12-01,2813.94499
2018-01-01,2825.46901
2018-02-01,2839.33601
2018-03-01,2848.21614
2018-04-01,2859.78416
2018-05-01,2872.91224
2018-06-01,2877.16045
2018-07-01,2889.58951
2018-08-01,2902.57425
2018-09-01,2912.89039
2018-10-01,2925.42175
2018-11-01,2939.00525
2018-12-01,2953.19448
2019-01-01,2966.38114
2019-02-01,2977.08655
2019-03-01,2988.80409
2019-04-01,2999.30324
2019-05-01,3009.43375
2019-06-01,3022.35977
2019-07-01,3035.44678
2019-08-01,3049.15880
2019-09-01,3061.39526
2019-10-01,3075.68113
2019-11-01,3086.82376
2019-12-01,3100.20247
2020-01-01,3111.72534
2020-02-01,3120.26043
2020-03-01,3124.42773
2020-04-01,3118.06010
2020-05-01,3124.93063
2020-06-01,3144.47247
2020-07-01,3163.40317
2020-08-01,3168.24792
2020-09-01,3180.80238
2020-10-01,3189.02338
2020-11-01,3198.03502
2020-12-01,3210.25805
2021-01-01,3224.16065
2021-02-01,3238.41145
2021-03-01,3253.38582
2021-04-01,3271.43030
2021-05-01,3294.12050
2021-06-01,3420.31304
2021-07-01,3433.03423
2021-08-01,3446.80591
2021-09-01,3459.10311
2021-10-01,3467.14348
2021-11-01,3479.36793
2021-12-01,3495.00609
2022-01-01,3501.42046
2022-02-01,3521.08555
2022-03-01,3537.28771
2022-04-01,3553.76024
2022-05-01,3576.07323
2022-06-01,3596.84572
2022-07-01,3611.52267
2022-08-01,3625.63624
2022-09-01,3641.75834
2022-10-01,3660.10834
2022-11-01,3673.65562
2022-12-01,3681.43622
2023-01-01,3691.17108
2023-02-01,3697.36181
2023-03-01,3702.71105
2023-04-01,3704.36555
2023-05-01,3701.54870
2023-06-01,3719.27972
2023-07-01,3722.04997
2023-08-01,3692.27000
2023-09-01,3694.76012
2023-10-01,3698.11422
2023-11-01,3701.45587
2023-12-01,3700.45906
2024-01-01,3710.73501
2024-02-01,3715.02847
2024-03-01,3721.14980
