observation_date,UEMP15OV_19921015
1978-01-01,1643
1978-02-01,1584
1978-03-01,1531
1978-04-01,1502
1978-05-01,1420
1978-06-01,1352
1978-07-01,1373
1978-08-01,1242
1978-09-01,1308
1978-10-01,1319
1978-11-01,1242
1978-12-01,1269
1979-01-01,1250
1979-02-01,1297
1979-03-01,1365
1979-04-01,1272
1979-05-01,1239
1979-06-01,1171
1979-07-01,1123
1979-08-01,1203
1979-09-01,1172
1979-10-01,1219
1979-11-01,1239
1979-12-01,1277
1980-01-01,1353
1980-02-01,1358
1980-03-01,1457
1980-04-01,1694
1980-05-01,1740
1980-06-01,1760
1980-07-01,1995
1980-08-01,2162
1980-09-01,2309
1980-10-01,2306
1980-11-01,2329
1980-12-01,2406
1981-01-01,2389
1981-02-01,2344
1981-03-01,2276
1981-04-01,2231
1981-05-01,2221
1981-06-01,2250
1981-07-01,2166
1981-08-01,2241
1981-09-01,2261
1981-10-01,2303
1981-11-01,2345
1981-12-01,2374
1982-01-01,2409
1982-02-01,2758
1982-03-01,2965
1982-04-01,3086
1982-05-01,3276
1982-06-01,3451
1982-07-01,3555
1982-08-01,3696
1982-09-01,3889
1982-10-01,4185
1982-11-01,4485
1982-12-01,4662
1983-01-01,4668
1983-02-01,4641
1983-03-01,4612
1983-04-01,4370
1983-05-01,4538
1983-06-01,4470
1983-07-01,4329
1983-08-01,4070
1983-09-01,3854
1983-10-01,3648
1983-11-01,3535
1983-12-01,3379
1984-01-01,3254
1984-02-01,2991
1984-03-01,2881
1984-04-01,2858
1984-05-01,2884
1984-06-01,2612
1984-07-01,2638
1984-08-01,2604
1984-09-01,2538
1984-10-01,2526
1984-11-01,2438
1984-12-01,2401
1985-01-01,2284
1985-02-01,2389
1985-03-01,2394
1985-04-01,2393
1985-05-01,2292
1985-06-01,2310
1985-07-01,2329
1985-08-01,2258
1985-09-01,2242
1985-10-01,2295
1985-11-01,2207
1985-12-01,2208
1986-01-01,2089
1986-02-01,2308
1986-03-01,2261
1986-04-01,2162
1986-05-01,2232
1986-06-01,2320
1986-07-01,2269
1986-08-01,2276
1986-09-01,2318
1986-10-01,2188
1986-11-01,2202
1986-12-01,2161
1987-01-01,2168
1987-02-01,2117
1987-03-01,2070
1987-04-01,2091
1987-05-01,2104
1987-06-01,2087
1987-07-01,1921
1987-08-01,1878
1987-09-01,1866
1987-10-01,1794
1987-11-01,1797
1987-12-01,1767
1988-01-01,1709
1988-02-01,1735
1988-03-01,1741
1988-04-01,1555
1988-05-01,1644
1988-06-01,1574
1988-07-01,1604
1988-08-01,1637
1988-09-01,1564
1988-10-01,1554
1988-11-01,1459
1988-12-01,1481
1989-01-01,1492
1989-02-01,1309
1989-03-01,1351
1989-04-01,1395
1989-05-01,1346
1989-06-01,1292
1989-07-01,1440
1989-08-01,1305
1989-09-01,1359
1989-10-01,1390
1989-11-01,1413
1989-12-01,1371
1990-01-01,1423
1990-02-01,1381
1990-03-01,1350
1990-04-01,1387
1990-05-01,1394
1990-06-01,1397
1990-07-01,1492
1990-08-01,1564
1990-09-01,1631
1990-10-01,1609
1990-11-01,1770
1990-12-01,1774
1991-01-01,1869
1991-02-01,1985
1991-03-01,2144
1991-04-01,2180
1991-05-01,2213
1991-06-01,2488
1991-07-01,2355
1991-08-01,2417
1991-09-01,2422
1991-10-01,2570
1991-11-01,2623
1991-12-01,2843
1992-01-01,3059
1992-02-01,3204
1992-03-01,3185
1992-04-01,3018
1992-05-01,3361
1992-06-01,3675
1992-07-01,3616
1992-08-01,3563
1992-09-01,3472
