observation_date,BOGZ1FL153064486Q_20210515
1974-01-01,17.6576935763
1974-04-01,15.6041766993
1974-07-01,11.6773597066
1974-10-01,11.4232791300
1975-01-01,13.5917913364
1975-04-01,14.9944941647
1975-07-01,13.0828304422
1975-10-01,13.6835114915
1976-01-01,15.3431601159
1976-04-01,15.3622181164
1976-07-01,15.2779895483
1976-10-01,15.4071165821
1977-01-01,14.0151245347
1977-04-01,14.0463814399
1977-07-01,13.1579052931
1977-10-01,12.2961063550
1978-01-01,11.3696078853
1978-04-01,11.7658172880
1978-07-01,12.1816896121
1978-10-01,11.3973052790
1979-01-01,11.7600313238
1979-04-01,11.6549613464
1979-07-01,11.9809498814
1979-10-01,12.0931526805
1980-01-01,10.9455963692
1980-04-01,12.0307362792
1980-07-01,12.9955583023
1980-10-01,13.8524416058
1981-01-01,13.6399389162
1981-04-01,13.1413227591
1981-07-01,11.0750082031
1981-10-01,11.5729322769
1982-01-01,9.9665778069
1982-04-01,9.4783032728
1982-07-01,9.9399517285
1982-10-01,11.5386699908
1983-01-01,12.3330955383
1983-04-01,13.4105513108
1983-07-01,12.8349516922
1983-10-01,12.0973569761
1984-01-01,11.3645355333
1984-04-01,10.4880048096
1984-07-01,10.7961094130
1984-10-01,10.6439528413
1985-01-01,11.1499196052
1985-04-01,11.4742681234
1985-07-01,10.6508223064
1985-10-01,12.1501292169
1986-01-01,13.2480131851
1986-04-01,13.4541171638
1986-07-01,12.1010506257
1986-10-01,13.0868388267
1987-01-01,14.9567903929
1987-04-01,14.7852647683
1987-07-01,15.1494206263
1987-10-01,12.3723251864
1988-01-01,13.0182805063
1988-04-01,13.4404965957
1988-07-01,13.2987190877
1988-10-01,13.7229282923
1989-01-01,14.0615050990
1989-04-01,14.5664685020
1989-07-01,15.3390227177
1989-10-01,15.5246634438
1990-01-01,14.5447848712
1990-04-01,14.8902409805
1990-07-01,12.5076894021
1990-10-01,13.6668582853
1991-01-01,15.2925199036
1991-04-01,15.1292307775
1991-07-01,15.8969730789
1991-10-01,17.7449376449
1992-01-01,17.3876331400
1992-04-01,17.2378511059
1992-07-01,17.5980744559
1992-10-01,19.2501895649
1993-01-01,19.6339613603
1993-04-01,19.7757408102
1993-07-01,20.3639678095
1993-10-01,20.8895365104
1994-01-01,20.1148291562
1994-04-01,19.8207289978
1994-07-01,20.2114841102
1994-10-01,20.0021557388
1995-01-01,21.0004301745
1995-04-01,22.0378196310
1995-07-01,23.2565804939
1995-10-01,24.2379218203
1996-01-01,24.9585565200
1996-04-01,25.5554043456
1996-07-01,25.6403140043
1996-10-01,26.3974935763
1997-01-01,26.4152954832
1997-04-01,29.1004229947
1997-07-01,30.4576694272
1997-10-01,30.2991067012
1998-01-01,32.6705986734
1998-04-01,32.6418002309
1998-07-01,29.4819044455
1998-10-01,33.0800564635
1999-01-01,33.0762633957
1999-04-01,34.8222586379
1999-07-01,33.4077057598
1999-10-01,37.1807896592
2000-01-01,38.2897259866
2000-04-01,36.9781501915
2000-07-01,36.4379834543
2000-10-01,33.0746355183
2001-01-01,30.0108084947
2001-04-01,31.4450024899
2001-07-01,27.2758298791
2001-10-01,29.5731779116
2002-01-01,29.5844083944
2002-04-01,27.0508868487
2002-07-01,22.7429165837
2002-10-01,23.7287463560
2003-01-01,22.5165851141
2003-04-01,25.2494474486
2003-07-01,26.2539676008
2003-10-01,28.3145161023
2004-01-01,28.2200234893
2004-04-01,27.9462471643
2004-07-01,27.2890803355
2004-10-01,28.5357317761
2005-01-01,28.2774558677
2005-04-01,28.4929374257
2005-07-01,29.3263125940
2005-10-01,29.3316042976
2006-01-01,30.7438040725
2006-04-01,30.0045328662
2006-07-01,30.3433718114
2006-10-01,31.7171201109
2007-01-01,32.1243851470
2007-04-01,32.7448766999
2007-07-01,32.3796396153
2007-10-01,30.8133094644
2008-01-01,28.6874459078
2008-04-01,27.9402276218
2008-07-01,25.0175679300
2008-10-01,20.4993168066
2009-01-01,18.4372039157
2009-04-01,21.6817005805
2009-07-01,24.3724252112
2009-10-01,24.9270435809
2010-01-01,25.7252903170
2010-04-01,23.3905459852
2010-07-01,25.2830343082
2010-10-01,26.9196820749
2011-01-01,28.0703522069
2011-04-01,27.5976536165
2011-07-01,23.6648930917
2011-10-01,24.8159548788
2012-01-01,26.9618604213
2012-04-01,25.9419955644
2012-07-01,26.7017726236
2012-10-01,26.5035152492
2013-01-01,28.5199770720
2013-04-01,28.8771462887
2013-07-01,29.7673091397
2013-10-01,31.0061055069
2014-01-01,31.6103985791
2014-04-01,32.4828543630
2014-07-01,31.8096096293
2014-10-01,32.2133792147
2015-01-01,32.4446992650
2015-04-01,32.4840913115
2015-07-01,30.3790443948
2015-10-01,31.2357107613
2016-01-01,31.2024463651
2016-04-01,31.4910692749
2016-07-01,31.8807689925
2016-10-01,32.2844647682
2017-01-01,33.2530733314
2017-04-01,33.7000501132
2017-07-01,34.2483043724
2017-10-01,35.1550222966
2018-01-01,34.7644178667
2018-04-01,34.9010575490
2018-07-01,35.7317092102
2018-10-01,31.9933922301
2019-01-01,34.8423214566
2019-04-01,35.0292752383
2019-07-01,34.6311374642
2019-10-01,35.9627720595
2020-01-01,30.1062560862
2020-04-01,33.9440689908
2020-07-01,35.4631618821
2020-10-01,37.9619235424
