observation_date,INDPRO_19660115
1932-02-01,22.3
1932-03-01,21.9
1932-04-01,20.6
1932-05-01,19.9
1932-06-01,19.2
1932-07-01,18.7
1932-08-01,19.2
1932-09-01,20.5
1932-10-01,21.1
1932-11-01,21.1
1932-12-01,20.6
1933-01-01,20.4
1933-02-01,20.3
1933-03-01,19.2
1933-04-01,20.6
1933-05-01,24.0
1933-06-01,27.7
1933-07-01,30.2
1933-08-01,29.0
1933-09-01,27.4
1933-10-01,25.9
1933-11-01,24.4
1933-12-01,24.6
1934-01-01,25.4
1934-02-01,26.6
1934-03-01,27.9
1934-04-01,28.0
1934-05-01,28.4
1934-06-01,27.8
1934-07-01,26.0
1934-08-01,25.7
1934-09-01,24.6
1934-10-01,25.3
1934-11-01,25.5
1934-12-01,27.2
1935-01-01,29.4
1935-02-01,29.9
1935-03-01,29.8
1935-04-01,29.2
1935-05-01,29.2
1935-06-01,29.6
1935-07-01,29.7
1935-08-01,30.7
1935-09-01,31.6
1935-10-01,32.6
1935-11-01,33.2
1935-12-01,33.7
1936-01-01,33.2
1936-02-01,32.4
1936-03-01,32.7
1936-04-01,34.7
1936-05-01,35.4
1936-06-01,36.1
1936-07-01,36.8
1936-08-01,37.3
1936-09-01,37.9
1936-10-01,38.6
1936-11-01,39.7
1936-12-01,40.8
1937-01-01,40.6
1937-02-01,41.2
1937-03-01,42.2
1937-04-01,42.2
1937-05-01,42.3
1937-06-01,41.8
1937-07-01,42.1
1937-08-01,41.7
1937-09-01,40.4
1937-10-01,37.4
1937-11-01,33.8
1937-12-01,30.8
1938-01-01,30.1
1938-02-01,29.8
1938-03-01,29.8
1938-04-01,29.0
1938-05-01,28.6
1938-06-01,28.9
1938-07-01,30.5
1938-08-01,32.1
1938-09-01,33.0
1938-10-01,33.9
1938-11-01,35.3
1938-12-01,35.6
1939-01-01,35.8
1939-02-01,35.7
1939-03-01,35.7
1939-04-01,34.6
1939-05-01,35.0
1939-06-01,36.4
1939-07-01,37.3
1939-08-01,37.4
1939-09-01,40.6
1939-10-01,43.1
1939-11-01,44.0
1939-12-01,44.0
1940-01-01,43.2
1940-02-01,41.2
1940-03-01,40.2
1940-04-01,40.2
1940-05-01,41.5
1940-06-01,43.3
1940-07-01,43.5
1940-08-01,44.3
1940-09-01,45.6
1940-10-01,46.4
1940-11-01,47.8
1940-12-01,49.3
1941-01-01,50.1
1941-02-01,51.5
1941-03-01,53.1
1941-04-01,52.0
1941-05-01,55.7
1941-06-01,57.1
1941-07-01,57.8
1941-08-01,58.3
1941-09-01,58.8
1941-10-01,60.1
1941-11-01,60.7
1941-12-01,61.3
1942-01-01,63.0
1942-02-01,63.8
1942-03-01,64.7
1942-04-01,65.7
1942-05-01,66.5
1942-06-01,67.3
1942-07-01,68.6
1942-08-01,70.9
1942-09-01,72.5
1942-10-01,74.8
1942-11-01,76.5
1942-12-01,77.7
1943-01-01,78.7
1943-02-01,80.6
1943-03-01,81.6
1943-04-01,82.3
1943-05-01,82.8
1943-06-01,82.2
1943-07-01,83.2
1943-08-01,84.0
1943-09-01,84.8
1943-10-01,85.6
1943-11-01,85.8
1943-12-01,83.6
1944-01-01,84.2
1944-02-01,84.3
1944-03-01,83.4
1944-04-01,82.6
1944-05-01,81.6
1944-06-01,81.2
1944-07-01,79.7
1944-08-01,80.4
1944-09-01,79.7
1944-10-01,80.2
1944-11-01,80.3
1944-12-01,80.5
1945-01-01,81.3
1945-02-01,81.8
1945-03-01,81.5
1945-04-01,80.0
1945-05-01,78.0
1945-06-01,76.3
1945-07-01,72.8
1945-08-01,64.5
1945-09-01,57.9
1945-10-01,56.1
1945-11-01,58.3
1945-12-01,56.8
1946-01-01,55.6
1946-02-01,52.9
1946-03-01,58.3
1946-04-01,57.3
1946-05-01,55.4
1946-06-01,59.4
1946-07-01,60.2
1946-08-01,62.0
1946-09-01,62.9
1946-10-01,63.6
1946-11-01,64.0
1946-12-01,64.0
1947-01-01,64.7
1947-02-01,65.0
1947-03-01,65.5
1947-04-01,65.1
1947-05-01,65.3
1947-06-01,65.2
1947-07-01,65.0
1947-08-01,65.3
1947-09-01,65.9
1947-10-01,66.4
1947-11-01,67.5
1947-12-01,67.6
1948-01-01,68.0
1948-02-01,68.1
1948-03-01,67.4
1948-04-01,67.4
1948-05-01,68.8
1948-06-01,69.4
1948-07-01,69.5
1948-08-01,69.3
1948-09-01,68.7
1948-10-01,69.2
1948-11-01,68.4
1948-12-01,67.9
1949-01-01,66.9
1949-02-01,66.4
1949-03-01,65.2
1949-04-01,64.7
1949-05-01,64.0
1949-06-01,63.8
1949-07-01,63.7
1949-08-01,64.3
1949-09-01,64.9
1949-10-01,62.6
1949-11-01,64.1
1949-12-01,65.4
1950-01-01,66.5
1950-02-01,66.7
1950-03-01,69.0
1950-04-01,71.2
1950-05-01,72.9
1950-06-01,75.1
1950-07-01,77.5
1950-08-01,80.0
1950-09-01,79.4
1950-10-01,80.0
1950-11-01,79.8
1950-12-01,81.2
1951-01-01,81.6
1951-02-01,81.8
1951-03-01,82.3
1951-04-01,82.5
1951-05-01,82.2
1951-06-01,81.8
1951-07-01,80.6
1951-08-01,80.0
1951-09-01,80.3
1951-10-01,80.1
1951-11-01,80.9
1951-12-01,81.4
1952-01-01,82.2
1952-02-01,82.7
1952-03-01,82.9
1952-04-01,82.2
1952-05-01,81.4
1952-06-01,80.7
1952-07-01,79.1
1952-08-01,84.4
1952-09-01,87.4
1952-10-01,88.3
1952-11-01,90.2
1952-12-01,90.7
1953-01-01,91.0
1953-02-01,91.4
1953-03-01,92.3
1953-04-01,92.8
1953-05-01,93.3
1953-06-01,92.8
1953-07-01,93.9
1953-08-01,93.2
1953-09-01,91.3
1953-10-01,89.9
1953-11-01,87.7
1953-12-01,85.8
1954-01-01,85.2
1954-02-01,85.1
1954-03-01,84.5
1954-04-01,84.5
1954-05-01,85.3
1954-06-01,85.7
1954-07-01,85.4
1954-08-01,85.4
1954-09-01,86.0
1954-10-01,86.3
1954-11-01,87.4
1954-12-01,88.9
1955-01-01,90.9
1955-02-01,91.9
1955-03-01,93.5
1955-04-01,95.0
1955-05-01,96.1
1955-06-01,96.8
1955-07-01,97.6
1955-08-01,98.0
1955-09-01,99.0
1955-10-01,100.0
1955-11-01,99.9
1955-12-01,100.1
1956-01-01,99.8
1956-02-01,99.2
1956-03-01,98.8
1956-04-01,100.2
1956-05-01,99.6
1956-06-01,99.3
1956-07-01,95.1
1956-08-01,99.7
1956-09-01,101.2
1956-10-01,101.6
1956-11-01,101.5
1956-12-01,102.2
1957-01-01,101.9
1957-02-01,102.5
1957-03-01,102.4
1957-04-01,101.5
1957-05-01,101.8
1957-06-01,102.1
1957-07-01,102.2
1957-08-01,102.3
1957-09-01,100.9
1957-10-01,99.0
1957-11-01,97.1
1957-12-01,95.0
1958-01-01,92.6
1958-02-01,90.1
1958-03-01,88.5
1958-04-01,87.8
1958-05-01,89.5
1958-06-01,92.3
1958-07-01,94.0
1958-08-01,95.8
1958-09-01,96.2
1958-10-01,96.8
1958-11-01,99.8
1958-12-01,100.4
1959-01-01,101.2
1959-02-01,103.0
1959-03-01,104.8
1959-04-01,107.1
1959-05-01,109.4
1959-06-01,109.9
1959-07-01,107.5
1959-08-01,104.1
1959-09-01,104.0
1959-10-01,102.8
1959-11-01,103.4
1959-12-01,109.5
1960-01-01,111.7
1960-02-01,111.0
1960-03-01,110.5
1960-04-01,109.7
1960-05-01,109.9
1960-06-01,109.6
1960-07-01,109.1
1960-08-01,108.7
1960-09-01,107.8
1960-10-01,107.0
1960-11-01,105.4
1960-12-01,103.6
1961-01-01,103.6
1961-02-01,103.6
1961-03-01,104.0
1961-04-01,106.7
1961-05-01,108.7
1961-06-01,110.5
1961-07-01,111.5
1961-08-01,112.9
1961-09-01,111.6
1961-10-01,113.4
1961-11-01,114.9
1961-12-01,115.8
1962-01-01,115.0
1962-02-01,116.4
1962-03-01,117.5
1962-04-01,118.0
1962-05-01,118.2
1962-06-01,118.1
1962-07-01,119.0
1962-08-01,119.0
1962-09-01,119.7
1962-10-01,119.1
1962-11-01,119.8
1962-12-01,119.4
1963-01-01,119.8
1963-02-01,120.6
1963-03-01,121.9
1963-04-01,122.7
1963-05-01,124.4
1963-06-01,125.6
1963-07-01,125.6
1963-08-01,125.4
1963-09-01,125.7
1963-10-01,126.1
1963-11-01,126.1
1963-12-01,127.0
1964-01-01,127.9
1964-02-01,128.4
1964-03-01,129.3
1964-04-01,130.8
1964-05-01,131.8
1964-06-01,132.0
1964-07-01,133.3
1964-08-01,134.0
1964-09-01,134.0
1964-10-01,131.6
1964-11-01,135.4
1964-12-01,138.1
1965-01-01,138.6
1965-02-01,139.2
1965-03-01,140.7
1965-04-01,140.9
1965-05-01,141.6
1965-06-01,142.7
1965-07-01,144.2
1965-08-01,144.5
1965-09-01,143.4
1965-10-01,144.4
1965-11-01,145.5
