observation_date,REVOLSL_20121015
1981-12-01,60.9280
1982-01-01,61.1961
1982-02-01,61.4688
1982-03-01,61.6253
1982-04-01,62.2548
1982-05-01,62.8492
1982-06-01,63.4854
1982-07-01,64.3407
1982-08-01,64.8044
1982-09-01,65.1412
1982-10-01,65.4461
1982-11-01,65.6403
1982-12-01,66.3483
1983-01-01,66.7262
1983-02-01,66.7562
1983-03-01,67.5415
1983-04-01,68.4033
1983-05-01,68.8855
1983-06-01,70.2808
1983-07-01,71.5403
1983-08-01,72.5659
1983-09-01,73.5639
1983-10-01,75.1222
1983-11-01,76.7869
1983-12-01,79.0273
1984-01-01,79.1139
1984-02-01,80.7045
1984-03-01,83.0571
1984-04-01,84.3271
1984-05-01,87.0901
1984-06-01,89.4190
1984-07-01,90.3857
1984-08-01,92.4317
1984-09-01,94.4719
1984-10-01,96.2331
1984-11-01,98.1359
1984-12-01,100.3856
1985-01-01,102.8418
1985-02-01,105.3405
1985-03-01,107.9504
1985-04-01,110.0684
1985-05-01,111.1563
1985-06-01,112.3955
1985-07-01,114.1343
1985-08-01,115.9937
1985-09-01,118.3361
1985-10-01,120.2361
1985-11-01,122.5464
1985-12-01,124.4658
1986-01-01,127.0883
1986-02-01,128.7976
1986-03-01,130.1780
1986-04-01,132.0404
1986-05-01,133.5991
1986-06-01,134.4095
1986-07-01,135.6611
1986-08-01,136.8586
1986-09-01,137.2474
1986-10-01,138.9065
1986-11-01,139.9631
1986-12-01,141.0682
1987-01-01,141.1079
1987-02-01,142.4240
1987-03-01,143.1017
1987-04-01,145.4919
1987-05-01,147.3065
1987-06-01,149.8338
1987-07-01,152.3974
1987-08-01,153.8712
1987-09-01,156.4609
1987-10-01,158.0743
1987-11-01,158.0190
1987-12-01,160.8539
1988-01-01,164.6819
1988-02-01,165.9573
1988-03-01,167.5259
1988-04-01,169.0907
1988-05-01,170.7496
1988-06-01,172.9632
1988-07-01,174.0193
1988-08-01,175.8689
1988-09-01,177.4801
1988-10-01,179.8321
1988-11-01,183.0111
1988-12-01,184.5931
1989-01-01,185.7231
1989-02-01,187.6148
1989-03-01,190.9241
1989-04-01,193.1416
1989-05-01,195.1560
1989-06-01,197.6840
1989-07-01,199.5288
1989-08-01,201.8626
1989-09-01,203.1770
1989-10-01,204.9259
1989-11-01,207.6253
1989-12-01,211.2298
1990-01-01,213.6474
1990-02-01,216.5046
1990-03-01,217.5894
1990-04-01,219.7696
1990-05-01,223.2762
1990-06-01,225.6648
1990-07-01,229.5863
1990-08-01,232.4149
1990-09-01,234.7250
1990-10-01,236.1706
1990-11-01,239.2941
1990-12-01,238.6426
1991-01-01,238.7148
1991-02-01,242.2881
1991-03-01,246.8408
1991-04-01,248.7439
1991-05-01,250.9310
1991-06-01,252.2464
1991-07-01,253.7203
1991-08-01,255.8927
1991-09-01,258.8122
1991-10-01,261.3482
1991-11-01,262.7773
1991-12-01,263.7686
1992-01-01,265.3865
1992-02-01,266.4821
1992-03-01,266.7557
1992-04-01,267.8292
1992-05-01,268.7518
1992-06-01,270.7076
1992-07-01,270.8176
1992-08-01,272.0805
1992-09-01,273.1770
1992-10-01,275.2076
1992-11-01,275.4598
1992-12-01,278.4497
1993-01-01,280.9948
1993-02-01,283.5313
1993-03-01,284.8904
1993-04-01,286.9761
1993-05-01,288.4706
1993-06-01,289.9613
1993-07-01,294.2320
1993-08-01,296.2642
1993-09-01,299.4480
1993-10-01,301.6541
1993-11-01,306.5640
1993-12-01,309.9080
1994-01-01,312.5217
1994-02-01,315.4137
1994-03-01,319.7774
1994-04-01,325.0157
1994-05-01,329.0976
1994-06-01,334.8528
1994-07-01,339.9455
1994-08-01,347.6707
1994-09-01,350.0839
1994-10-01,352.7790
1994-11-01,362.5927
1994-12-01,365.5696
1995-01-01,372.0032
1995-02-01,378.1034
1995-03-01,385.5599
1995-04-01,389.7436
1995-05-01,398.1640
1995-06-01,406.0874
1995-07-01,409.1413
1995-08-01,417.5657
1995-09-01,429.0322
1995-10-01,433.4504
1995-11-01,436.7402
1995-12-01,443.9201
1996-01-01,449.9947
1996-02-01,455.5974
1996-03-01,461.5920
1996-04-01,465.7816
1996-05-01,470.6598
1996-06-01,474.2624
1996-07-01,479.2670
1996-08-01,483.2931
1996-09-01,486.2848
1996-10-01,490.4416
1996-11-01,497.5115
1996-12-01,507.5166
1997-01-01,510.4703
1997-02-01,511.7136
1997-03-01,511.9561
1997-04-01,511.8646
1997-05-01,514.4811
1997-06-01,515.5662
1997-07-01,520.8964
1997-08-01,524.4448
1997-09-01,528.7224
1997-10-01,532.0443
1997-11-01,534.8078
1997-12-01,540.0056
1998-01-01,537.9425
1998-02-01,538.8943
1998-03-01,541.4475
1998-04-01,560.9068
1998-05-01,559.8341
1998-06-01,561.5505
1998-07-01,560.5539
1998-08-01,564.4204
1998-09-01,568.6157
1998-10-01,572.2893
1998-11-01,571.2078
1998-12-01,581.4148
1999-01-01,585.1770
1999-02-01,585.4540
1999-03-01,585.1572
1999-04-01,585.7344
1999-05-01,588.3777
1999-06-01,594.6107
1999-07-01,600.9954
1999-08-01,603.5289
1999-09-01,606.8866
1999-10-01,608.1415
1999-11-01,610.1018
1999-12-01,610.6965
2000-01-01,614.8466
2000-02-01,617.3326
2000-03-01,622.5110
2000-04-01,625.7359
2000-05-01,631.8572
2000-06-01,639.1586
2000-07-01,646.9270
2000-08-01,656.0219
2000-09-01,661.9968
2000-10-01,667.9482
2000-11-01,673.9947
2000-12-01,682.6464
2001-01-01,686.7615
2001-02-01,697.9825
2001-03-01,702.5608
2001-04-01,707.4470
2001-05-01,709.5905
2001-06-01,712.0026
2001-07-01,707.8900
2001-08-01,706.6913
2001-09-01,707.2626
2001-10-01,705.4085
2001-11-01,712.6587
2001-12-01,714.8407
2002-01-01,714.7815
2002-02-01,714.8221
2002-03-01,719.9560
2002-04-01,725.2277
2002-05-01,728.3641
2002-06-01,732.8134
2002-07-01,736.2645
2002-08-01,740.4895
2002-09-01,743.3264
2002-10-01,747.9396
2002-11-01,749.9062
2002-12-01,750.9475
2003-01-01,754.7894
2003-02-01,758.6013
2003-03-01,759.6552
2003-04-01,760.7524
2003-05-01,763.7047
2003-06-01,763.8149
2003-07-01,764.3887
2003-08-01,766.3244
2003-09-01,766.0419
2003-10-01,765.5352
2003-11-01,765.0079
2003-12-01,768.2583
2004-01-01,770.6725
2004-02-01,772.3623
2004-03-01,778.0925
2004-04-01,775.5548
2004-05-01,778.0887
2004-06-01,779.7312
2004-07-01,786.0871
2004-08-01,787.0117
2004-09-01,793.6358
2004-10-01,796.6965
2004-11-01,797.1850
2004-12-01,799.5522
2005-01-01,804.6358
2005-02-01,804.1073
2005-03-01,804.6400
2005-04-01,810.5584
2005-05-01,809.2116
2005-06-01,814.1817
2005-07-01,814.9085
2005-08-01,817.8424
2005-09-01,819.6518
2005-10-01,821.0827
2005-11-01,825.8781
2005-12-01,829.5184
2006-01-01,878.3203
2006-02-01,882.9488
2006-03-01,885.6085
2006-04-01,890.1763
2006-05-01,898.4047
2006-06-01,897.8970
2006-07-01,901.2778
2006-08-01,907.6753
2006-09-01,911.0073
2006-10-01,914.5060
2006-11-01,921.2431
2006-12-01,929.4298
2007-01-01,931.4176
2007-02-01,936.1341
2007-03-01,942.2598
2007-04-01,945.0387
2007-05-01,955.7164
2007-06-01,959.7190
2007-07-01,966.6275
2007-08-01,976.4681
2007-09-01,983.8468
2007-10-01,991.1648
2007-11-01,1001.3772
2007-12-01,1008.1273
2008-01-01,1013.6741
2008-02-01,1019.9605
2008-03-01,1024.4677
2008-04-01,1026.5979
2008-05-01,1027.0695
2008-06-01,1027.7693
2008-07-01,1027.9975
2008-08-01,1025.6902
2008-09-01,1020.6592
2008-10-01,1024.9811
2008-11-01,1016.9951
2008-12-01,1010.2820
2009-01-01,1012.1621
2009-02-01,1002.7217
2009-03-01,992.3854
2009-04-01,986.7574
2009-05-01,976.2931
2009-06-01,972.5616
2009-07-01,968.4616
2009-08-01,958.6160
2009-09-01,954.1708
2009-10-01,946.8444
2009-11-01,931.0650
2009-12-01,921.8616
2010-01-01,914.5684
2010-02-01,907.4426
2010-03-01,906.6785
2010-04-01,900.7963
2010-05-01,894.7891
2010-06-01,887.1998
2010-07-01,880.1745
2010-08-01,873.9373
2010-09-01,867.7877
2010-10-01,862.4640
2010-11-01,858.0931
2010-12-01,850.1517
2011-01-01,845.4682
2011-02-01,843.2967
2011-03-01,848.4206
2011-04-01,842.7663
2011-05-01,848.8973
2011-06-01,850.2254
2011-07-01,847.0642
2011-08-01,847.2609
2011-09-01,847.6947
2011-10-01,848.6543
2011-11-01,852.3634
2011-12-01,851.4485
2012-01-01,848.5167
2012-02-01,848.9705
2012-03-01,852.7989
2012-04-01,849.0704
2012-05-01,858.8089
2012-06-01,855.5206
2012-07-01,850.7096
2012-08-01,854.9084
