observation_date,BOGZ1FL153064486Q_20200915
1974-01-01,17.6749044383
1974-04-01,15.6198263935
1974-07-01,11.6895540052
1974-10-01,11.4352072773
1975-01-01,13.6057067031
1975-04-01,15.0095665625
1975-07-01,13.0962787373
1975-10-01,13.6974551119
1976-01-01,15.3585961460
1976-04-01,15.3776233107
1976-07-01,15.2933611563
1976-10-01,15.4225514474
1977-01-01,14.0293830377
1977-04-01,14.0606872873
1977-07-01,13.1713803806
1977-10-01,12.3087524132
1978-01-01,11.3813661712
1978-04-01,11.7778960963
1978-07-01,12.1940871707
1978-10-01,11.4089576327
1979-01-01,11.7719558997
1979-04-01,11.6667280028
1979-07-01,11.9929139892
1979-10-01,12.1050978400
1980-01-01,10.9565330456
1980-04-01,12.0425614354
1980-07-01,13.0080825522
1980-10-01,13.8655431988
1981-01-01,13.6528535686
1981-04-01,13.1538193826
1981-07-01,11.0857436706
1981-10-01,11.5839787343
1982-01-01,9.9762438144
1982-04-01,9.4875440451
1982-07-01,9.9495695307
1982-10-01,11.5496274778
1983-01-01,12.3446747029
1983-04-01,13.4229762553
1983-07-01,12.8468666783
1983-10-01,12.1086819756
1984-01-01,11.3752907689
1984-04-01,10.4979871913
1984-07-01,10.8063246435
1984-10-01,10.6539969980
1985-01-01,11.1603216047
1985-04-01,11.4849429308
1985-07-01,10.6608191062
1985-10-01,12.1613034187
1986-01-01,13.2601524103
1986-04-01,13.4663767291
1986-07-01,12.1121959342
1986-10-01,13.0986991500
1987-01-01,14.9699045187
1987-04-01,14.7978130518
1987-07-01,15.1616570702
1987-10-01,12.3828682785
1988-01-01,13.0294896579
1988-04-01,13.4516124197
1988-07-01,13.3092692602
1988-10-01,13.7328902256
1989-01-01,14.0713387146
1989-04-01,14.5773216229
1989-07-01,15.3500767193
1989-10-01,15.5358453214
1990-01-01,14.5548628199
1990-04-01,14.9006542429
1990-07-01,12.5164737992
1990-10-01,13.6766914180
1991-01-01,15.3032648886
1991-04-01,15.1395534518
1991-07-01,15.9084675684
1991-10-01,17.7576796276
1992-01-01,17.5533956455
1992-04-01,17.4053704455
1992-07-01,17.7691259565
1992-10-01,19.4227667773
1993-01-01,19.8143074479
1993-04-01,19.9616029929
1993-07-01,20.5573312640
1993-10-01,21.0874114993
1994-01-01,20.3189489166
1994-04-01,20.0318403879
1994-07-01,20.4333072803
1994-10-01,20.2260232897
1995-01-01,21.2313912014
1995-04-01,22.2749081158
1995-07-01,23.4999915086
1995-10-01,24.4780196933
1996-01-01,25.2067062111
1996-04-01,25.8125900046
1996-07-01,25.9057703031
1996-10-01,26.8180782245
1997-01-01,26.8421931603
1997-04-01,29.5709577285
1997-07-01,30.9614382748
1997-10-01,30.7870219085
1998-01-01,33.1758360540
1998-04-01,33.1451548355
1998-07-01,29.9421192555
1998-10-01,33.5560019062
1999-01-01,33.5671600333
1999-04-01,35.3321583568
1999-07-01,33.9084186611
1999-10-01,37.7073552776
2000-01-01,38.8351592825
2000-04-01,37.5153683032
2000-07-01,36.9578630318
2000-10-01,33.5505454408
2001-01-01,30.4475536114
2001-04-01,31.9158377414
2001-07-01,27.6843166187
2001-10-01,30.0041357967
2002-01-01,30.0488825319
2002-04-01,27.4528495148
2002-07-01,23.0692146756
2002-10-01,23.8920234691
2003-01-01,22.6654125306
2003-04-01,25.4239814365
2003-07-01,26.4441834492
2003-10-01,28.5322067969
2004-01-01,28.3955154654
2004-04-01,28.1269117491
2004-07-01,27.4646097273
2004-10-01,28.7193771591
2005-01-01,28.4471820457
2005-04-01,28.6664573406
2005-07-01,29.5007317591
2005-10-01,29.5010482217
2006-01-01,30.9009162734
2006-04-01,30.1712856433
2006-07-01,30.5215712528
2006-10-01,31.8936360643
2007-01-01,32.2871123330
2007-04-01,32.9153033446
2007-07-01,32.5567080557
2007-10-01,30.9790681797
2008-01-01,28.8250615821
2008-04-01,28.0801753189
2008-07-01,25.1321495015
2008-10-01,20.5986509845
2009-01-01,18.5700321152
2009-04-01,21.8351471018
2009-07-01,24.5507397940
2009-10-01,25.1374229423
2010-01-01,25.9337387103
2010-04-01,23.5945504708
2010-07-01,25.4937208135
2010-10-01,27.4706237251
2011-01-01,28.6365904155
2011-04-01,28.1565214594
2011-07-01,24.1738268046
2011-10-01,25.3423976080
2012-01-01,27.4835809013
2012-04-01,26.4476352920
2012-07-01,27.1835305507
2012-10-01,26.9858845666
2013-01-01,28.9800764426
2013-04-01,29.3328884079
2013-07-01,30.2318431558
2013-10-01,31.4646088149
2014-01-01,32.0296769074
2014-04-01,32.8843849765
2014-07-01,32.1901762747
2014-10-01,32.5475659568
2015-01-01,32.7594825339
2015-04-01,32.8100361169
2015-07-01,30.7124955854
2015-10-01,31.5820187747
2016-01-01,31.5680091106
2016-04-01,31.8771518781
2016-07-01,32.2874738747
2016-10-01,32.7347451605
2017-01-01,33.7094174637
2017-04-01,34.1793672252
2017-07-01,34.7383553951
2017-10-01,35.6617405025
2018-01-01,35.2387580162
2018-04-01,35.3709828060
2018-07-01,36.2107652215
2018-10-01,32.5816619028
2019-01-01,34.9652949597
2019-04-01,35.1453240500
2019-07-01,34.8152625835
2019-10-01,36.0919132214
2020-01-01,30.0560368211
