observation_date,USACSCICP02STSAM_20220815
1982-05-01,72.62619923
1982-06-01,70.68950058
1982-07-01,70.36671748
1982-08-01,70.36671748
1982-09-01,74.56289788
1982-10-01,78.97426701
1982-11-01,77.57554021
1982-12-01,77.36035147
1983-01-01,75.74643594
1983-02-01,80.26539944
1983-03-01,86.93625034
1983-04-01,95.86658298
1983-05-01,100.38554650
1983-06-01,99.20200843
1983-07-01,99.84757464
1983-08-01,97.80328163
1983-09-01,96.72733794
1983-10-01,96.08177172
1983-11-01,98.01847037
1983-12-01,101.35389580
1984-01-01,107.70196360
1984-02-01,104.79691560
1984-03-01,108.67031290
1984-04-01,103.39818880
1984-05-01,105.55007620
1984-06-01,102.75262260
1984-07-01,103.93616070
1984-08-01,106.62601990
1984-09-01,108.56271860
1984-10-01,103.61337760
1984-11-01,102.96781140
1984-12-01,99.95516901
1985-01-01,103.29059450
1985-02-01,100.81592400
1985-03-01,100.81592400
1985-04-01,101.78427330
1985-05-01,98.77163095
1985-06-01,103.82856630
1985-07-01,101.13870710
1985-08-01,99.41719717
1985-09-01,99.09441406
1985-10-01,95.11342240
1985-11-01,97.80328163
1985-12-01,101.03111270
1986-01-01,102.86021700
1986-02-01,103.18300010
1986-03-01,102.32224510
1986-04-01,103.50578320
1986-05-01,101.99946200
1986-06-01,106.84120860
1986-07-01,105.11969870
1986-08-01,102.10705640
1986-09-01,98.87922532
1986-10-01,102.86021700
1986-11-01,98.34125347
1986-12-01,95.86658298
1987-01-01,97.26530978
1987-02-01,97.05012104
1987-03-01,97.69568726
1987-04-01,99.84757464
1987-05-01,98.01847037
1987-06-01,98.44884784
1987-07-01,100.81592400
1987-08-01,101.56908460
1987-09-01,100.70832960
1987-10-01,96.08177172
1987-11-01,89.41092083
1987-12-01,93.39191249
1988-01-01,97.69568726
1988-02-01,98.55644221
1988-03-01,101.78427330
1988-04-01,98.12606474
1988-05-01,101.99946200
1988-06-01,101.89186770
1988-07-01,100.49314090
1988-08-01,104.79691560
1988-09-01,104.68932130
1988-10-01,101.24630140
1988-11-01,100.06276340
1988-12-01,98.87922532
1989-01-01,105.33488750
1989-02-01,102.64502820
1989-03-01,101.46149020
1989-04-01,98.44884784
1989-05-01,97.58809289
1989-06-01,97.48049852
1989-07-01,98.98681969
1989-08-01,96.40455483
1989-09-01,103.07540570
1989-10-01,101.03111270
1989-11-01,97.80328163
1989-12-01,97.37290415
1990-01-01,100.06276340
1990-02-01,96.29696046
1990-03-01,98.23365911
1990-04-01,101.03111270
1990-05-01,97.48049852
1990-06-01,95.00582803
1990-07-01,94.89823366
1990-08-01,82.20209809
1990-09-01,78.32870080
1990-10-01,68.75280194
1990-11-01,71.01228369
1990-12-01,70.47431184
1991-01-01,71.87303864
1991-02-01,75.74643594
1991-03-01,94.36026181
1991-04-01,88.01219403
1991-05-01,84.24639111
1991-06-01,88.33497714
1991-07-01,89.19573209
1991-08-01,88.22738277
1991-09-01,89.30332646
1991-10-01,84.24639111
1991-11-01,74.34770914
1991-12-01,73.37935981
1992-01-01,72.62619923
1992-02-01,74.02492603
1992-03-01,81.77172061
1992-04-01,83.06285304
1992-05-01,85.21474043
1992-06-01,86.50587286
1992-07-01,82.41728683
1992-08-01,81.87931498
1992-09-01,81.34134314
1992-10-01,78.86667264
1992-11-01,91.77799695
1992-12-01,97.91087600
1993-01-01,96.08177172
1993-02-01,93.17672375
1993-03-01,92.42356317
1993-04-01,92.10078006
1993-05-01,86.39827849
1993-06-01,87.68941092
1993-07-01,82.84766431
1993-08-01,83.17044741
1993-09-01,83.81601363
1993-10-01,88.98054335
1993-11-01,87.36662781
1993-12-01,94.89823366
1994-01-01,101.46149020
1994-02-01,100.27795210
1994-03-01,98.44884784
1994-04-01,99.63238591
1994-05-01,99.84757464
1994-06-01,98.12606474
1994-07-01,95.75898861
1994-08-01,98.66403658
1994-09-01,98.44884784
1994-10-01,99.73998027
1994-11-01,98.55644221
1994-12-01,102.32224510
1995-01-01,105.01210440
1995-02-01,102.32224510
1995-03-01,97.15771541
1995-04-01,99.52479154
1995-05-01,96.61974357
1995-06-01,99.73998027
1995-07-01,101.56908460
1995-08-01,103.50578320
1995-09-01,95.65139424
1995-10-01,97.05012104
1995-11-01,94.89823366
1995-12-01,97.91087600
1996-01-01,96.08177172
1996-02-01,95.22101677
1996-03-01,100.81592400
1996-04-01,99.73998027
1996-05-01,96.18936609
1996-06-01,99.41719717
1996-07-01,101.89186770
1996-08-01,102.53743390
1996-09-01,101.89186770
1996-10-01,103.82856630
1996-11-01,106.73361430
1996-12-01,104.25894380
1997-01-01,104.79691560
1997-02-01,107.27158610
1997-03-01,107.59436920
1997-04-01,109.10069040
1997-05-01,111.03738900
1997-06-01,112.43611580
1997-07-01,115.23356940
1997-08-01,112.32852150
1997-09-01,114.05003140
1997-10-01,113.61965390
1997-11-01,115.34116380
1997-12-01,109.85385100
1998-01-01,114.69559760
1998-02-01,118.78418360
1998-03-01,114.58800320
1998-04-01,116.95507940
1998-05-01,114.58800320
1998-06-01,113.61965390
1998-07-01,113.18927640
1998-08-01,112.32852150
1998-09-01,108.56271860
1998-10-01,104.79691560
1998-11-01,110.49941720
1998-12-01,108.13234110
1999-01-01,111.79054960
1999-02-01,116.30951310
1999-03-01,113.72724830
1999-04-01,112.54371020
1999-05-01,114.91078630
1999-06-01,115.44875820
1999-07-01,114.05003140
1999-08-01,112.43611580
1999-09-01,115.34116380
1999-10-01,111.03738900
1999-11-01,115.34116380
1999-12-01,113.40446520
2000-01-01,120.50569350
2000-02-01,119.75253300
2000-03-01,115.23356940
2000-04-01,117.49305120
2000-05-01,119.10696670
2000-06-01,114.48040890
2000-07-01,116.52470190
2000-08-01,115.44875820
2000-09-01,114.91078630
2000-10-01,113.83484260
2000-11-01,115.77154130
2000-12-01,105.87285930
2001-01-01,101.89186770
2001-02-01,97.48049852
2001-03-01,98.44884784
2001-04-01,95.11342240
2001-05-01,98.98681969
2001-06-01,99.63238591
2001-07-01,99.41719717
2001-08-01,98.44884784
2001-09-01,88.01219403
2001-10-01,88.98054335
2001-11-01,90.27167578
2001-12-01,95.54379987
2002-01-01,100.06276340
2002-02-01,97.58809289
2002-03-01,102.96781140
2002-04-01,100.06276340
2002-05-01,104.25894380
2002-06-01,99.41719717
2002-07-01,94.79063929
2002-08-01,94.25266744
2002-09-01,92.63875191
2002-10-01,86.72106160
2002-11-01,90.59445889
2002-12-01,93.28431812
2003-01-01,88.65776024
2003-02-01,85.96790101
2003-03-01,83.49323052
2003-04-01,92.53115754
2003-05-01,99.09441406
2003-06-01,96.51214920
2003-07-01,97.80328163
2003-08-01,96.08177172
2003-09-01,94.36026181
2003-10-01,96.40455483
2003-11-01,100.81592400
2003-12-01,99.63238591
2004-01-01,111.68295530
2004-02-01,101.56908460
2004-03-01,103.07540570
2004-04-01,101.35389580
2004-05-01,97.05012104
2004-06-01,102.86021700
2004-07-01,104.04375500
2004-08-01,103.18300010
2004-09-01,101.35389580
2004-10-01,98.66403658
2004-11-01,99.84757464
2004-12-01,104.47413250
2005-01-01,102.75262260
2005-02-01,101.24630140
2005-03-01,99.63238591
2005-04-01,94.36026181
2005-05-01,93.49950686
2005-06-01,103.29059450
2005-07-01,103.82856630
2005-08-01,95.86658298
2005-09-01,82.74006994
2005-10-01,79.83502197
2005-11-01,87.79700529
2005-12-01,98.44884784
2006-01-01,98.12606474
2006-02-01,93.28431812
2006-03-01,95.65139424
2006-04-01,94.03747871
2006-05-01,85.10714606
2006-06-01,91.34761947
2006-07-01,91.13243074
2006-08-01,88.22738277
2006-09-01,91.88559132
2006-10-01,100.70832960
2006-11-01,99.09441406
2006-12-01,98.66403658
2007-01-01,104.25894380
2007-02-01,98.23365911
2007-03-01,95.11342240
2007-04-01,93.71469560
2007-05-01,95.00582803
2007-06-01,91.77799695
2007-07-01,97.26530978
2007-08-01,89.73370394
2007-09-01,89.73370394
2007-10-01,87.04384471
2007-11-01,81.87931498
2007-12-01,81.23374877
2008-01-01,84.35398547
2008-02-01,76.17681341
2008-03-01,74.77808661
2008-04-01,67.35407514
2008-05-01,64.34143280
2008-06-01,60.68322424
2008-07-01,65.84775397
2008-08-01,67.78445261
2008-09-01,75.63884157
2008-10-01,61.97435668
2008-11-01,59.49968618
2008-12-01,64.66421591
2009-01-01,65.84775397
2009-02-01,60.57562988
2009-03-01,61.65157357
2009-04-01,70.04393437
2009-05-01,73.91733166
2009-06-01,76.17681341
2009-07-01,71.01228369
2009-08-01,70.68950058
2009-09-01,79.08186138
2009-10-01,75.96162467
2009-11-01,72.51860486
2009-12-01,78.00591769
2010-01-01,80.05021071
2010-02-01,79.18945575
2010-03-01,79.18945575
2010-04-01,77.68313458
2010-05-01,79.18945575
2010-06-01,81.77172061
2010-07-01,72.94898234
2010-08-01,74.13252040
2010-09-01,73.37935981
2010-10-01,72.84138797
2010-11-01,77.03756837
2010-12-01,80.15780507
2011-01-01,79.83502197
2011-02-01,83.38563615
2011-03-01,72.62619923
2011-04-01,75.10086972
2011-05-01,79.94261634
2011-06-01,76.92997400
2011-07-01,68.53761320
2011-08-01,59.93006366
2011-09-01,63.91105532
2011-10-01,65.52497086
2011-11-01,68.96799068
2011-12-01,75.20846409
2012-01-01,80.69577692
2012-02-01,81.01856003
2012-03-01,81.98690935
2012-04-01,82.20209809
2012-05-01,85.32233480
2012-06-01,78.75907827
2012-07-01,77.79072895
2012-08-01,79.94261634
2012-09-01,84.24639111
2012-10-01,88.87294898
2012-11-01,88.98054335
2012-12-01,78.43629517
2013-01-01,79.40464449
2013-02-01,83.49323052
2013-03-01,84.56917421
2013-04-01,82.20209809
2013-05-01,90.91724200
2013-06-01,90.48686452
2013-07-01,91.56280821
2013-08-01,88.33497714
2013-09-01,83.38563615
2013-10-01,78.75907827
2013-11-01,80.80337129
2013-12-01,88.76535461
2014-01-01,87.36662781
2014-02-01,87.79700529
2014-03-01,86.07549538
2014-04-01,90.48686452
2014-05-01,88.11978840
2014-06-01,88.76535461
2014-07-01,87.47422218
2014-08-01,88.76535461
2014-09-01,91.02483637
2014-10-01,93.49950686
2014-11-01,95.54379987
2014-12-01,100.70832960
2015-01-01,105.55007620
2015-02-01,102.64502820
2015-03-01,100.06276340
2015-04-01,103.18300010
2015-05-01,97.58809289
2015-06-01,103.39818880
2015-07-01,100.17035780
2015-08-01,98.87922532
2015-09-01,93.82228997
2015-10-01,96.83493231
2015-11-01,98.23365911
2015-12-01,99.63238591
2016-01-01,98.98681969
2016-02-01,98.66403658
2016-03-01,97.91087600
2016-04-01,95.75898861
2016-05-01,101.89186770
2016-06-01,100.60073520
2016-07-01,96.83493231
2016-08-01,96.61974357
2016-09-01,98.12606474
2016-10-01,93.82228997
2016-11-01,100.92351830
2016-12-01,105.65767060
2017-01-01,105.98045370
2017-02-01,103.61337760
2017-03-01,104.25894380
2017-04-01,104.36653820
2017-05-01,104.47413250
2017-06-01,102.32224510
2017-07-01,100.49314090
2017-08-01,104.15134940
2017-09-01,102.32224510
2017-10-01,108.34752980
2017-11-01,105.98045370
2017-12-01,103.18300010
2018-01-01,102.96781140
2018-02-01,107.27158610
2018-03-01,109.10069040
2018-04-01,106.30323680
2018-05-01,105.44248180
2018-06-01,105.65767060
2018-07-01,105.33488750
2018-08-01,103.50578320
2018-09-01,107.70196360
2018-10-01,106.08804810
2018-11-01,104.90451000
2018-12-01,105.76526500
2019-01-01,98.12606474
2019-02-01,100.92351830
2019-03-01,105.87285930
2019-04-01,104.58172690
2019-05-01,107.59436920
2019-06-01,105.65767060
2019-07-01,105.87285930
2019-08-01,96.61974357
2019-09-01,100.27795210
2019-10-01,102.75262260
2019-11-01,104.15134940
2019-12-01,106.84120860
2020-01-01,107.37918050
2020-02-01,108.67031290
2020-03-01,95.86658298
2020-04-01,77.25275711
2020-05-01,77.79072895
2020-06-01,84.03120237
2020-07-01,78.00591769
2020-08-01,79.72742760
2020-09-01,86.50587286
2020-10-01,88.01219403
2020-11-01,82.74006994
2020-12-01,86.82865597
2021-01-01,84.99955169
2021-02-01,82.63247557
2021-03-01,91.34761947
2021-04-01,95.00582803
2021-05-01,89.19573209
2021-06-01,91.99318569
2021-07-01,87.36662781
2021-08-01,75.63884157
2021-09-01,78.32870080
2021-10-01,77.14516274
2021-11-01,72.51860486
2021-12-01,75.96162467
2022-01-01,72.30341612
2022-02-01,67.56926388
2022-03-01,63.91105532
2022-04-01,70.15152874
2022-05-01,62.83511163
2022-06-01,53.79718461
2022-07-01,55.41110015
