observation_date,PCEC96_20000215
1997-10-01,5495.0
1997-11-01,5519.7
1997-12-01,5536.5
1998-01-01,5559.8
1998-02-01,5595.5
1998-03-01,5621.6
1998-04-01,5632.3
1998-05-01,5685.8
1998-06-01,5708.6
1998-07-01,5710.8
1998-08-01,5734.5
1998-09-01,5746.9
1998-10-01,5774.1
1998-11-01,5787.0
1998-12-01,5826.1
1999-01-01,5838.6
1999-02-01,5886.3
1999-03-01,5940.3
1999-04-01,5928.6
1999-05-01,5962.6
1999-06-01,5994.2
1999-07-01,6006.1
1999-08-01,6040.5
1999-09-01,6053.3
1999-10-01,6076.1
1999-11-01,6109.3
1999-12-01,6148.0
