observation_date,GDPC1_20120215
2006-10-01,13038.4
2007-01-01,13056.1
2007-04-01,13173.6
2007-07-01,13269.8
2007-10-01,13326.0
2008-01-01,13266.8
2008-04-01,13310.5
2008-07-01,13186.9
2008-10-01,12883.5
2009-01-01,12663.2
2009-04-01,12641.3
2009-07-01,12694.5
2009-10-01,12813.5
2010-01-01,12937.7
2010-04-01,13058.5
2010-07-01,13139.6
2010-10-01,13216.1
2011-01-01,13227.9
2011-04-01,13271.8
2011-07-01,13331.6
2011-10-01,13422.4
