observation_date,TOTCI_20090215
1980-03-12,293.4
1980-03-19,294.1
1980-03-26,293.8
1980-04-02,295.7
1980-04-09,295.2
1980-04-16,293.8
1980-04-23,291.7
1980-04-30,290.8
1980-05-07,289.4
1980-05-14,289.5
1980-05-21,288.1
1980-05-28,288.6
1980-06-04,289.4
1980-06-11,288.5
1980-06-18,288.4
1980-06-25,288.2
1980-07-02,288.0
1980-07-09,288.6
1980-07-16,288.7
1980-07-23,289.3
1980-07-30,289.3
1980-08-06,290.8
1980-08-13,292.0
1980-08-20,292.4
1980-08-27,293.7
1980-09-03,294.3
1980-09-10,295.7
1980-09-17,296.1
1980-09-24,296.7
1980-10-01,299.8
1980-10-08,300.3
1980-10-15,301.4
1980-10-22,302.6
1980-10-29,303.7
1980-11-05,306.6
1980-11-12,308.6
1980-11-19,309.0
1980-11-26,311.7
1980-12-03,312.7
1980-12-10,314.7
1980-12-17,315.3
1980-12-24,313.7
1980-12-31,315.2
1981-01-07,314.9
1981-01-14,316.5
1981-01-21,315.8
1981-01-28,316.1
1981-02-04,316.3
1981-02-11,315.6
1981-02-18,316.3
1981-02-25,316.4
1981-03-04,317.1
1981-03-11,317.5
1981-03-18,318.1
1981-03-25,318.7
1981-04-01,320.8
1981-04-08,320.0
1981-04-15,319.5
1981-04-22,320.6
1981-04-29,322.9
1981-05-06,324.4
1981-05-13,324.8
1981-05-20,324.1
1981-05-27,325.5
1981-06-03,326.9
1981-06-10,327.3
1981-06-17,329.4
1981-06-24,330.1
1981-07-01,332.1
1981-07-08,332.1
1981-07-15,332.2
1981-07-22,333.1
1981-07-29,333.6
1981-08-05,337.3
1981-08-12,337.8
1981-08-19,337.5
1981-08-26,337.7
1981-09-02,338.3
1981-09-09,338.5
1981-09-16,338.7
1981-09-23,338.6
1981-09-30,344.5
1981-10-07,343.1
1981-10-14,343.1
1981-10-21,342.9
1981-10-28,342.8
1981-11-04,344.0
1981-11-11,345.2
1981-11-18,346.5
1981-11-25,347.7
1981-12-02,350.4
1981-12-09,351.4
1981-12-16,353.9
1981-12-23,352.2
1981-12-30,355.7
1982-01-06,358.0
1982-01-13,359.6
1982-01-20,359.4
1982-01-27,362.4
1982-02-03,364.2
1982-02-10,365.5
1982-02-17,366.7
1982-02-24,367.1
1982-03-03,366.3
1982-03-10,368.8
1982-03-17,369.9
1982-03-24,370.8
1982-03-31,373.1
1982-04-07,376.0
1982-04-14,375.5
1982-04-21,375.9
1982-04-28,375.4
1982-05-05,377.8
1982-05-12,378.6
1982-05-19,379.5
1982-05-26,381.3
1982-06-02,382.4
1982-06-09,384.6
1982-06-16,384.6
1982-06-23,384.2
1982-06-30,386.9
1982-07-07,387.8
1982-07-14,389.2
1982-07-21,387.2
1982-07-28,389.0
1982-08-04,388.5
1982-08-11,390.0
1982-08-18,389.0
1982-08-25,390.4
1982-09-01,392.5
1982-09-08,393.4
1982-09-15,395.8
1982-09-22,396.5
1982-09-29,397.2
1982-10-06,399.0
1982-10-13,397.8
1982-10-20,397.9
1982-10-27,397.3
1982-11-03,396.2
1982-11-10,397.5
1982-11-17,396.5
1982-11-24,396.8
1982-12-01,397.1
1982-12-08,396.9
1982-12-15,396.0
1982-12-22,396.6
1982-12-29,395.4
1983-01-05,398.4
1983-01-12,399.5
1983-01-19,400.2
1983-01-26,399.9
1983-02-02,400.7
1983-02-09,399.5
1983-02-16,399.5
1983-02-23,399.4
1983-03-02,400.8
1983-03-09,401.1
1983-03-16,401.0
1983-03-23,400.0
1983-03-30,401.3
1983-04-06,399.2
1983-04-13,398.1
1983-04-20,397.6
1983-04-27,397.4
1983-05-04,396.4
1983-05-11,396.6
1983-05-18,395.3
1983-05-25,395.6
1983-06-01,397.4
1983-06-08,398.2
1983-06-15,399.8
1983-06-22,399.7
1983-06-29,398.2
1983-07-06,400.4
1983-07-13,402.0
1983-07-20,403.7
1983-07-27,404.2
1983-08-03,405.6
1983-08-10,406.5
1983-08-17,406.3
1983-08-24,407.4
1983-08-31,407.7
1983-09-07,408.3
1983-09-14,407.0
1983-09-21,408.6
1983-09-28,408.3
1983-10-05,409.4
1983-10-12,412.1
1983-10-19,410.9
1983-10-26,413.0
1983-11-02,413.6
1983-11-09,416.4
1983-11-16,414.8
1983-11-23,414.4
1983-11-30,416.0
1983-12-07,417.6
1983-12-14,417.9
1983-12-21,418.7
1983-12-28,420.8
1984-01-04,422.4
1984-01-11,422.6
1984-01-18,421.3
1984-01-25,421.8
1984-02-01,423.1
1984-02-08,426.2
1984-02-15,430.4
1984-02-22,431.6
1984-02-29,434.2
1984-03-07,436.9
1984-03-14,436.1
1984-03-21,438.5
1984-03-28,438.7
1984-04-04,442.3
1984-04-11,441.9
1984-04-18,443.4
1984-04-25,445.0
1984-05-02,445.8
1984-05-09,450.9
1984-05-16,452.4
1984-05-23,452.4
1984-05-30,452.4
1984-06-06,455.2
1984-06-13,455.0
1984-06-20,457.8
1984-06-27,458.4
1984-07-04,459.3
1984-07-11,461.8
1984-07-18,461.6
1984-07-25,463.0
1984-08-01,462.7
1984-08-08,464.3
1984-08-15,464.9
1984-08-22,465.4
1984-08-29,465.2
1984-09-05,466.2
1984-09-12,468.6
1984-09-19,469.4
1984-09-26,468.5
1984-10-03,471.1
1984-10-10,473.2
1984-10-17,472.3
1984-10-24,473.3
1984-10-31,476.6
1984-11-07,477.8
1984-11-14,477.9
1984-11-21,478.4
1984-11-28,476.4
1984-12-05,478.3
1984-12-12,478.2
1984-12-19,480.1
1984-12-26,480.5
1985-01-02,479.5
1985-01-09,479.1
1985-01-16,480.1
1985-01-23,481.2
1985-01-30,481.2
1985-02-06,483.8
1985-02-13,483.9
1985-02-20,486.0
1985-02-27,486.6
1985-03-06,487.9
1985-03-13,488.1
1985-03-20,490.5
1985-03-27,491.4
1985-04-03,491.3
1985-04-10,492.6
1985-04-17,490.3
1985-04-24,490.2
1985-05-01,490.8
1985-05-08,491.0
1985-05-15,492.0
1985-05-22,493.0
1985-05-29,492.9
1985-06-05,494.3
1985-06-12,495.4
1985-06-19,493.9
1985-06-26,493.9
1985-07-03,492.8
1985-07-10,494.0
1985-07-17,494.4
1985-07-24,494.2
1985-07-31,497.0
1985-08-07,495.6
1985-08-14,495.6
1985-08-21,497.5
1985-08-28,497.4
1985-09-04,499.8
1985-09-11,500.1
1985-09-18,499.4
1985-09-25,499.5
1985-10-02,499.8
1985-10-09,498.5
1985-10-16,498.6
1985-10-23,500.2
1985-10-30,501.2
1985-11-06,503.0
1985-11-13,502.8
1985-11-20,503.8
1985-11-27,504.2
1985-12-04,504.9
1985-12-11,504.8
1985-12-18,504.3
1985-12-25,505.6
1986-01-01,513.2
1986-01-08,509.2
1986-01-15,510.8
1986-01-22,510.1
1986-01-29,508.6
1986-02-05,510.3
1986-02-12,511.6
1986-02-19,511.6
1986-02-26,512.5
1986-03-05,514.4
1986-03-12,514.5
1986-03-19,515.6
1986-03-26,516.7
1986-04-02,517.2
1986-04-09,516.3
1986-04-16,519.0
1986-04-23,515.5
1986-04-30,517.5
1986-05-07,517.2
1986-05-14,517.7
1986-05-21,514.6
1986-05-28,515.2
1986-06-04,518.9
1986-06-11,519.8
1986-06-18,519.0
1986-06-25,522.3
1986-07-02,520.0
1986-07-09,521.1
1986-07-16,521.1
1986-07-23,519.1
1986-07-30,519.5
1986-08-06,520.9
1986-08-13,519.8
1986-08-20,520.5
1986-08-27,523.3
1986-09-03,523.5
1986-09-10,522.4
1986-09-17,522.2
1986-09-24,522.4
1986-10-01,525.1
1986-10-08,522.8
1986-10-15,523.8
1986-10-22,524.5
1986-10-29,522.9
1986-11-05,526.3
1986-11-12,529.0
1986-11-19,528.0
1986-11-26,527.9
1986-12-03,531.7
1986-12-10,533.6
1986-12-17,535.4
1986-12-24,547.9
1986-12-31,564.4
1987-01-07,560.8
1987-01-14,555.6
1987-01-21,554.2
1987-01-28,556.4
1987-02-04,556.5
1987-02-11,556.5
1987-02-18,556.5
1987-02-25,556.3
1987-03-04,556.1
1987-03-11,556.1
1987-03-18,556.6
1987-03-25,557.3
1987-04-01,557.6
1987-04-08,556.4
1987-04-15,559.0
1987-04-22,558.2
1987-04-29,555.8
1987-05-06,555.3
1987-05-13,556.1
1987-05-20,561.4
1987-05-27,560.8
1987-06-03,559.6
1987-06-10,562.0
1987-06-17,562.1
1987-06-24,560.4
1987-07-01,563.0
1987-07-08,562.5
1987-07-15,564.0
1987-07-22,563.1
1987-07-29,562.0
1987-08-05,561.6
1987-08-12,564.4
1987-08-19,563.3
1987-08-26,563.9
1987-09-02,563.9
1987-09-09,566.8
1987-09-16,569.7
1987-09-23,570.2
1987-09-30,573.5
1987-10-07,571.5
1987-10-14,571.0
1987-10-21,571.8
1987-10-28,572.9
1987-11-04,573.1
1987-11-11,572.8
1987-11-18,573.4
1987-11-25,571.1
1987-12-02,571.5
1987-12-09,574.3
1987-12-16,573.9
1987-12-23,574.9
1987-12-30,577.5
1988-01-06,578.2
1988-01-13,576.8
1988-01-20,575.6
1988-01-27,577.8
1988-02-03,578.1
1988-02-10,576.4
1988-02-17,580.7
1988-02-24,580.5
1988-03-02,582.8
1988-03-09,581.8
1988-03-16,583.3
1988-03-23,581.7
1988-03-30,584.4
1988-04-06,588.4
1988-04-13,586.4
1988-04-20,585.6
1988-04-27,590.5
1988-05-04,592.7
1988-05-11,594.2
1988-05-18,591.8
1988-05-25,594.3
1988-06-01,595.3
1988-06-08,597.5
1988-06-15,597.0
1988-06-22,600.4
1988-06-29,600.6
1988-07-06,603.2
1988-07-13,602.0
1988-07-20,601.6
1988-07-27,601.7
1988-08-03,601.7
1988-08-10,605.3
1988-08-17,602.7
1988-08-24,603.6
1988-08-31,602.6
1988-09-07,602.3
1988-09-14,601.9
1988-09-21,602.8
1988-09-28,602.1
1988-10-05,604.8
1988-10-12,607.1
1988-10-19,605.8
1988-10-26,606.1
1988-11-02,607.8
1988-11-09,607.3
1988-11-16,606.3
1988-11-23,607.7
1988-11-30,610.1
1988-12-07,612.0
1988-12-14,611.6
1988-12-21,613.3
1988-12-28,612.0
1989-01-04,609.9
1989-01-11,611.8
1989-01-18,611.6
1989-01-25,614.0
1989-02-01,613.4
1989-02-08,625.3
1989-02-15,626.7
1989-02-22,625.0
1989-03-01,624.2
1989-03-08,623.8
1989-03-15,625.3
1989-03-22,625.3
1989-03-29,627.1
1989-04-05,625.7
1989-04-12,626.4
1989-04-19,628.8
1989-04-26,630.9
1989-05-03,631.7
1989-05-10,632.6
1989-05-17,633.0
1989-05-24,634.7
1989-05-31,636.1
1989-06-07,634.2
1989-06-14,633.5
1989-06-21,634.5
1989-06-28,632.0
1989-07-05,634.6
1989-07-12,634.3
1989-07-19,637.3
1989-07-26,645.2
1989-08-02,643.6
1989-08-09,643.5
1989-08-16,643.9
1989-08-23,645.1
1989-08-30,644.0
1989-09-06,646.1
1989-09-13,643.3
1989-09-20,642.5
1989-09-27,642.3
1989-10-04,643.8
1989-10-11,646.2
1989-10-18,645.5
1989-10-25,647.6
1989-11-01,647.9
1989-11-08,645.5
1989-11-15,647.2
1989-11-22,647.6
1989-11-29,644.5
1989-12-06,643.2
1989-12-13,643.6
1989-12-20,644.0
1989-12-27,639.0
1990-01-03,640.1
1990-01-10,642.1
1990-01-17,639.5
1990-01-24,640.0
1990-01-31,641.0
1990-02-07,641.5
1990-02-14,640.2
1990-02-21,642.3
1990-02-28,643.7
1990-03-07,644.7
1990-03-14,644.0
1990-03-21,645.6
1990-03-28,645.2
1990-04-04,645.2
1990-04-11,647.2
1990-04-18,648.4
1990-04-25,646.5
1990-05-02,645.2
1990-05-09,645.6
1990-05-16,645.0
1990-05-23,644.4
1990-05-30,643.0
1990-06-06,647.0
1990-06-13,646.9
1990-06-20,646.5
1990-06-27,646.8
1990-07-04,646.3
1990-07-11,646.5
1990-07-18,647.2
1990-07-25,645.0
1990-08-01,646.3
1990-08-08,646.3
1990-08-15,650.8
1990-08-22,650.4
1990-08-29,646.5
1990-09-05,647.0
1990-09-12,645.5
1990-09-19,644.6
1990-09-26,644.0
1990-10-03,643.4
1990-10-10,642.7
1990-10-17,642.7
1990-10-24,645.2
1990-10-31,644.2
1990-11-07,644.1
1990-11-14,643.5
1990-11-21,645.1
1990-11-28,644.4
1990-12-05,647.2
1990-12-12,645.7
1990-12-19,643.1
1990-12-26,645.5
1991-01-02,642.9
1991-01-09,641.5
1991-01-16,642.7
1991-01-23,643.2
1991-01-30,639.8
1991-02-06,641.3
1991-02-13,641.5
1991-02-20,644.1
1991-02-27,642.6
1991-03-06,643.7
1991-03-13,643.5
1991-03-20,641.9
1991-03-27,643.3
1991-04-03,641.5
1991-04-10,640.4
1991-04-17,639.3
1991-04-24,638.7
1991-05-01,637.1
1991-05-08,634.9
1991-05-15,635.4
1991-05-22,634.8
1991-05-29,634.1
1991-06-05,634.3
1991-06-12,632.2
1991-06-19,633.4
1991-06-26,632.9
1991-07-03,630.2
1991-07-10,630.5
1991-07-17,629.4
1991-07-24,629.1
1991-07-31,630.0
1991-08-07,627.0
1991-08-14,626.4
1991-08-21,625.9
1991-08-28,628.4
1991-09-04,627.4
1991-09-11,626.6
1991-09-18,625.5
1991-09-25,626.9
1991-10-02,628.6
1991-10-09,629.4
1991-10-16,629.9
1991-10-23,628.0
1991-10-30,625.1
1991-11-06,625.8
1991-11-13,625.3
1991-11-20,625.3
1991-11-27,624.7
1991-12-04,623.2
1991-12-11,623.6
1991-12-18,623.2
1991-12-25,621.8
1992-01-01,619.3
1992-01-08,618.8
1992-01-15,619.3
1992-01-22,617.7
1992-01-29,618.1
1992-02-05,617.8
1992-02-12,614.9
1992-02-19,615.5
1992-02-26,616.2
1992-03-04,617.4
1992-03-11,615.3
1992-03-18,614.2
1992-03-25,615.2
1992-04-01,614.3
1992-04-08,613.9
1992-04-15,613.3
1992-04-22,611.2
1992-04-29,608.1
1992-05-06,609.5
1992-05-13,609.5
1992-05-20,609.0
1992-05-27,608.8
1992-06-03,609.2
1992-06-10,608.5
1992-06-17,606.9
1992-06-24,605.6
1992-07-01,606.6
1992-07-08,604.6
1992-07-15,606.4
1992-07-22,603.7
1992-07-29,603.0
1992-08-05,603.7
1992-08-12,604.4
1992-08-19,602.9
1992-08-26,603.5
1992-09-02,603.8
1992-09-09,603.1
1992-09-16,603.1
1992-09-23,602.2
1992-09-30,601.4
1992-10-07,601.0
1992-10-14,600.2
1992-10-21,599.5
1992-10-28,600.1
1992-11-04,600.2
1992-11-11,601.1
1992-11-18,599.7
1992-11-25,601.1
1992-12-02,600.5
1992-12-09,598.6
1992-12-16,598.6
1992-12-23,596.3
1992-12-30,597.9
1993-01-06,597.9
1993-01-13,597.1
1993-01-20,599.3
1993-01-27,599.8
1993-02-03,599.9
1993-02-10,597.1
1993-02-17,598.3
1993-02-24,597.7
1993-03-03,598.6
1993-03-10,598.6
1993-03-17,598.9
1993-03-24,597.2
1993-03-31,595.9
1993-04-07,592.7
1993-04-14,590.8
1993-04-21,591.1
1993-04-28,593.0
1993-05-05,592.1
1993-05-12,594.0
1993-05-19,595.0
1993-05-26,596.2
1993-06-02,598.1
1993-06-09,596.6
1993-06-16,598.3
1993-06-23,596.0
1993-06-30,596.6
1993-07-07,596.4
1993-07-14,594.0
1993-07-21,593.8
1993-07-28,593.3
1993-08-04,596.2
1993-08-11,595.3
1993-08-18,593.4
1993-08-25,594.0
1993-09-01,592.6
1993-09-08,589.0
1993-09-15,591.8
1993-09-22,589.7
1993-09-29,590.5
1993-10-06,589.5
1993-10-13,589.3
1993-10-20,589.5
1993-10-27,590.8
1993-11-03,591.6
1993-11-10,591.7
1993-11-17,590.5
1993-11-24,589.6
1993-12-01,588.5
1993-12-08,587.6
1993-12-15,589.6
1993-12-22,588.6
1993-12-29,587.8
1994-01-05,593.0
1994-01-12,593.9
1994-01-19,594.0
1994-01-26,594.0
1994-02-02,594.3
1994-02-09,594.9
1994-02-16,595.9
1994-02-23,594.4
1994-03-02,595.6
1994-03-09,597.4
1994-03-16,602.9
1994-03-23,602.0
1994-03-30,604.9
1994-04-06,606.3
1994-04-13,603.7
1994-04-20,608.9
1994-04-27,607.7
1994-05-04,608.9
1994-05-11,609.7
1994-05-18,611.4
1994-05-25,613.0
1994-06-01,614.8
1994-06-08,612.6
1994-06-15,615.8
1994-06-22,616.8
1994-06-29,615.3
1994-07-06,617.7
1994-07-13,621.8
1994-07-20,623.9
1994-07-27,625.7
1994-08-03,624.4
1994-08-10,627.3
1994-08-17,628.3
1994-08-24,629.4
1994-08-31,628.9
1994-09-07,629.6
1994-09-14,628.8
1994-09-21,631.5
1994-09-28,631.8
1994-10-05,634.9
1994-10-12,634.5
1994-10-19,637.3
1994-10-26,638.4
1994-11-02,639.6
1994-11-09,641.2
1994-11-16,644.4
1994-11-23,645.7
1994-11-30,646.1
1994-12-07,646.2
1994-12-14,646.1
1994-12-21,650.3
1994-12-28,649.0
1995-01-04,648.2
1995-01-11,652.8
1995-01-18,655.3
1995-01-25,658.9
1995-02-01,664.4
1995-02-08,664.7
1995-02-15,667.3
1995-02-22,667.2
1995-03-01,672.8
1995-03-08,670.8
1995-03-15,674.4
1995-03-22,674.6
1995-03-29,675.0
1995-04-05,680.4
1995-04-12,683.7
1995-04-19,683.4
1995-04-26,687.7
1995-05-03,690.2
1995-05-10,692.8
1995-05-17,691.9
1995-05-24,692.7
1995-05-31,693.9
1995-06-07,694.6
1995-06-14,695.8
1995-06-21,698.0
1995-06-28,697.5
1995-07-05,702.5
1995-07-12,702.9
1995-07-19,703.2
1995-07-26,703.9
1995-08-02,707.8
1995-08-09,708.5
1995-08-16,707.8
1995-08-23,707.7
1995-08-30,706.9
1995-09-06,710.9
1995-09-13,710.3
1995-09-20,712.5
1995-09-27,710.6
1995-10-04,709.6
1995-10-11,710.6
1995-10-18,709.5
1995-10-25,712.1
1995-11-01,716.7
1995-11-08,716.0
1995-11-15,716.5
1995-11-22,718.1
1995-11-29,717.8
1995-12-06,718.6
1995-12-13,717.5
1995-12-20,717.0
1995-12-27,718.3
1996-01-03,723.9
1996-01-10,724.8
1996-01-17,726.3
1996-01-24,727.7
1996-01-31,728.9
1996-02-07,728.9
1996-02-14,729.4
1996-02-21,730.6
1996-02-28,729.6
1996-03-06,729.5
1996-03-13,730.3
1996-03-20,732.6
1996-03-27,734.4
1996-04-03,739.2
1996-04-10,738.5
1996-04-17,738.7
1996-04-24,739.2
1996-05-01,743.0
1996-05-08,743.7
1996-05-15,745.2
1996-05-22,745.6
1996-05-29,743.6
1996-06-05,745.7
1996-06-12,746.8
1996-06-19,747.5
1996-06-26,749.8
1996-07-03,752.3
1996-07-10,753.0
1996-07-17,755.0
1996-07-24,756.4
1996-07-31,755.5
1996-08-07,755.9
1996-08-14,754.3
1996-08-21,756.7
1996-08-28,756.2
1996-09-04,759.7
1996-09-11,759.5
1996-09-18,762.2
1996-09-25,765.1
1996-10-02,765.4
1996-10-09,764.5
1996-10-16,765.3
1996-10-23,765.6
1996-10-30,766.1
1996-11-06,767.4
1996-11-13,769.5
1996-11-20,768.6
1996-11-27,773.8
1996-12-04,773.2
1996-12-11,777.2
1996-12-18,776.6
1996-12-25,778.5
1997-01-01,778.0
1997-01-08,780.2
1997-01-15,781.3
1997-01-22,782.1
1997-01-29,783.0
1997-02-05,785.6
1997-02-12,788.1
1997-02-19,792.1
1997-02-26,792.1
1997-03-05,793.9
1997-03-12,796.1
1997-03-19,796.8
1997-03-26,799.5
1997-04-02,800.4
1997-04-09,802.2
1997-04-16,804.7
1997-04-23,805.0
1997-04-30,810.4
