observation_date,TOTCI_20150515
1976-12-08,185.3814
1976-12-15,185.1462
1976-12-22,185.3750
1976-12-29,185.2290
1977-01-05,185.0946
1977-01-12,185.3957
1977-01-19,185.7001
1977-01-26,186.1611
1977-02-02,186.6279
1977-02-09,186.9001
1977-02-16,187.0246
1977-02-23,187.7583
1977-03-02,188.4961
1977-03-09,188.9399
1977-03-16,188.8256
1977-03-23,189.5088
1977-03-30,189.4572
1977-04-06,189.6839
1977-04-13,189.8825
1977-04-20,190.3871
1977-04-27,190.9212
1977-05-04,190.8014
1977-05-11,191.3091
1977-05-18,191.4097
1977-05-25,192.3865
1977-06-01,192.7048
1977-06-08,193.0936
1977-06-15,193.0047
1977-06-22,193.9037
1977-06-29,194.2601
1977-07-06,194.1031
1977-07-13,194.5082
1977-07-20,194.9425
1977-07-27,196.2995
1977-08-03,196.4548
1977-08-10,197.0455
1977-08-17,196.9083
1977-08-24,197.9047
1977-08-31,198.5369
1977-09-07,198.8546
1977-09-14,198.4207
1977-09-21,199.2329
1977-09-28,199.3031
1977-10-05,199.6464
1977-10-12,200.4522
1977-10-19,200.9668
1977-10-26,202.3726
1977-11-02,202.8231
1977-11-09,202.8913
1977-11-16,202.2908
1977-11-23,203.2073
1977-11-30,203.4028
1977-12-07,204.5601
1977-12-14,203.7566
1977-12-21,204.9339
1977-12-28,205.0512
1978-01-04,205.6287
1978-01-11,206.5685
1978-01-18,206.6234
1978-01-25,208.0870
1978-02-01,209.1031
1978-02-08,209.1878
1978-02-15,209.6919
1978-02-22,210.5503
1978-03-01,212.0231
1978-03-08,212.8351
1978-03-15,213.2447
1978-03-22,213.4003
1978-03-29,214.6269
1978-04-05,215.5032
1978-04-12,216.6748
1978-04-19,216.8158
1978-04-26,217.8069
1978-05-03,218.3347
1978-05-10,219.2427
1978-05-17,219.4710
1978-05-24,220.6860
1978-05-31,223.0876
1978-06-07,223.1641
1978-06-14,222.8270
1978-06-21,223.2473
1978-06-28,224.3658
1978-07-05,224.5232
1978-07-12,225.5786
1978-07-19,226.0491
1978-07-26,227.2529
1978-08-02,227.6437
1978-08-09,227.4138
1978-08-16,227.9405
1978-08-23,228.7835
1978-08-30,229.2604
1978-09-06,230.1556
1978-09-13,229.6672
1978-09-20,230.5766
1978-09-27,230.9865
1978-10-04,231.8291
1978-10-11,232.5279
1978-10-18,232.3045
1978-10-25,233.5046
1978-11-01,234.1660
1978-11-08,235.0322
1978-11-15,235.3431
1978-11-22,236.3083
1978-11-29,236.5102
1978-12-06,237.6631
1978-12-13,236.7955
1978-12-20,237.1355
1978-12-27,236.8970
1979-01-03,238.1616
1979-01-10,238.6533
1979-01-17,239.2818
1979-01-24,240.7138
1979-01-31,241.0631
1979-02-07,242.3989
1979-02-14,243.1346
1979-02-21,244.4436
1979-02-28,245.5293
1979-03-07,246.2613
1979-03-14,246.6676
1979-03-21,248.1366
1979-03-28,249.4290
1979-04-04,250.4103
1979-04-11,252.4979
1979-04-18,254.0522
1979-04-25,255.0456
1979-05-02,256.0033
1979-05-09,257.1957
1979-05-16,258.5100
1979-05-23,259.8201
1979-05-30,259.8616
1979-06-06,261.0622
1979-06-13,262.6123
1979-06-20,263.8966
1979-06-27,265.0615
1979-07-04,265.6936
1979-07-11,267.0217
1979-07-18,267.6609
1979-07-25,268.7231
1979-08-01,269.5238
1979-08-08,269.4376
1979-08-15,269.9452
1979-08-22,271.4870
1979-08-29,271.3055
1979-09-05,272.6258
1979-09-12,273.6913
1979-09-19,274.8403
1979-09-26,275.6828
1979-10-03,274.6631
1979-10-10,276.1498
1979-10-17,275.3803
1979-10-24,276.6657
1979-10-31,277.0439
1979-11-07,276.8817
1979-11-14,277.0981
1979-11-21,277.7788
1979-11-28,276.8085
1979-12-05,278.5886
1979-12-12,278.2291
1979-12-19,279.8040
1979-12-26,280.8939
1980-01-02,281.2132
1980-01-09,281.5273
1980-01-16,281.5820
1980-01-23,282.3703
1980-01-30,281.8337
1980-02-06,283.7329
1980-02-13,285.3340
1980-02-20,286.4024
1980-02-27,286.4882
1980-03-05,287.2757
1980-03-12,289.0671
1980-03-19,289.7729
1980-03-26,289.7246
1980-04-02,290.9170
1980-04-09,291.6113
1980-04-16,291.3388
1980-04-23,290.0926
1980-04-30,289.2746
1980-05-07,287.8453
1980-05-14,288.1474
1980-05-21,287.6618
1980-05-28,287.8399
1980-06-04,287.9230
1980-06-11,287.0511
1980-06-18,286.9984
1980-06-25,286.8324
1980-07-02,286.6539
1980-07-09,287.2958
1980-07-16,287.7641
1980-07-23,288.7047
1980-07-30,288.6580
1980-08-06,289.5416
1980-08-13,290.8558
1980-08-20,291.4565
1980-08-27,292.6500
1980-09-03,293.2341
1980-09-10,293.9797
1980-09-17,294.4540
1980-09-24,294.7097
1980-10-01,297.0118
1980-10-08,297.5157
1980-10-15,299.2768
1980-10-22,300.6053
1980-10-29,301.6926
1980-11-05,304.0163
1980-11-12,306.0695
1980-11-19,307.0059
1980-11-26,309.7876
1980-12-03,310.2762
1980-12-10,312.4389
1980-12-17,313.1510
1980-12-24,311.6102
1980-12-31,311.7084
1981-01-07,311.0448
1981-01-14,312.7383
1981-01-21,312.4750
1981-01-28,313.2383
1981-02-04,313.1814
1981-02-11,312.6081
1981-02-18,312.9115
1981-02-25,313.5206
1981-03-04,313.7563
1981-03-11,313.5520
1981-03-18,313.7887
1981-03-25,314.7140
1981-04-01,316.1307
1981-04-08,316.2268
1981-04-15,316.9494
1981-04-22,318.8531
1981-04-29,321.6852
1981-05-06,322.9380
1981-05-13,323.4066
1981-05-20,323.6052
1981-05-27,325.1374
1981-06-03,325.9518
1981-06-10,325.9995
1981-06-17,328.0645
1981-06-24,328.9386
1981-07-01,331.0504
1981-07-08,330.5374
1981-07-15,330.8858
1981-07-22,332.2159
1981-07-29,332.7372
1981-08-05,335.9420
1981-08-12,336.3642
1981-08-19,336.6283
1981-08-26,336.5230
1981-09-02,337.1786
1981-09-09,336.9530
1981-09-16,337.3958
1981-09-23,337.3719
1981-09-30,341.0091
1981-10-07,339.9444
1981-10-14,341.1686
1981-10-21,341.4763
1981-10-28,341.6835
1981-11-04,342.4184
1981-11-11,343.3335
1981-11-18,345.3265
1981-11-25,346.8701
1981-12-02,349.3759
1981-12-09,349.3044
1981-12-16,350.8544
1981-12-23,349.4762
1981-12-30,351.5418
1982-01-06,352.5484
1982-01-13,353.7829
1982-01-20,353.6455
1982-01-27,356.9801
1982-02-03,358.5149
1982-02-10,360.1392
1982-02-17,361.0420
1982-02-24,361.8221
1982-03-03,360.8541
1982-03-10,362.5622
1982-03-17,363.4198
1982-03-24,364.7086
1982-03-31,366.5449
1982-04-07,369.6840
1982-04-14,370.5404
1982-04-21,371.7880
1982-04-28,371.4812
1982-05-05,373.6196
1982-05-12,374.1988
1982-05-19,375.8946
1982-05-26,377.7622
1982-06-02,378.4732
1982-06-09,379.9399
1982-06-16,380.1145
1982-06-23,379.9885
1982-06-30,382.8113
1982-07-07,383.3140
1982-07-14,384.6465
1982-07-21,383.2736
1982-07-28,384.9362
1982-08-04,384.0541
1982-08-11,385.3184
1982-08-18,384.9532
1982-08-25,386.1790
1982-09-01,388.3781
1982-09-08,388.8152
1982-09-15,391.2792
1982-09-22,392.0629
1982-09-29,392.1014
1982-10-06,392.9673
1982-10-13,392.3947
1982-10-20,392.7771
1982-10-27,392.3637
1982-11-03,390.8976
1982-11-10,391.8066
1982-11-17,391.6694
1982-11-24,392.4464
1982-12-01,392.5171
1982-12-08,392.4750
1982-12-15,392.1844
1982-12-22,393.0628
1982-12-29,390.4757
1983-01-05,391.6979
1983-01-12,392.7964
1983-01-19,393.4818
1983-01-26,393.6681
1983-02-02,394.1329
1983-02-09,393.1879
1983-02-16,392.8537
1983-02-23,393.1003
1983-03-02,394.3394
1983-03-09,394.0767
1983-03-16,393.8438
1983-03-23,393.0911
1983-03-30,394.2771
1983-04-06,392.2498
1983-04-13,392.2567
1983-04-20,392.7338
1983-04-27,392.8314
1983-05-04,391.5086
1983-05-11,391.2982
1983-05-18,390.7295
1983-05-25,391.3476
1983-06-01,392.7580
1983-06-08,392.6574
1983-06-15,394.4817
1983-06-22,394.6927
1983-06-29,393.4951
1983-07-06,395.1397
1983-07-13,396.3717
1983-07-20,398.7399
1983-07-27,399.1016
1983-08-03,400.3249
1983-08-10,400.8195
1983-08-17,401.1925
1983-08-24,402.2570
1983-08-31,402.6182
1983-09-07,402.8428
1983-09-14,401.4924
1983-09-21,403.1726
1983-09-28,402.4937
1983-10-05,402.9300
1983-10-12,405.8858
1983-10-19,404.9519
1983-10-26,407.1800
1983-11-02,407.4865
1983-11-09,409.7878
1983-11-16,409.0491
1983-11-23,409.3405
1983-11-30,410.9012
1983-12-07,412.4570
1983-12-14,413.3831
1983-12-21,414.4025
1983-12-28,414.9413
1984-01-04,415.2879
1984-01-11,415.9320
1984-01-18,414.5724
1984-01-25,415.6594
1984-02-01,416.5782
1984-02-08,419.5290
1984-02-15,423.4667
1984-02-22,424.9134
1984-02-29,427.4146
1984-03-07,429.7001
1984-03-14,429.1038
1984-03-21,431.4705
1984-03-28,431.6770
1984-04-04,435.2253
1984-04-11,435.5048
1984-04-18,437.8354
1984-04-25,439.8088
1984-05-02,440.4356
1984-05-09,444.9753
1984-05-16,446.9026
1984-05-23,447.4536
1984-05-30,447.2546
1984-06-06,448.8941
1984-06-13,448.9071
1984-06-20,451.9483
1984-06-27,452.7539
1984-07-04,453.5135
1984-07-11,455.1292
1984-07-18,455.7416
1984-07-25,457.0019
1984-08-01,456.7777
1984-08-08,457.8207
1984-08-15,458.8203
1984-08-22,459.2900
1984-08-29,459.2385
1984-09-05,459.8013
1984-09-12,461.9380
1984-09-19,462.7210
1984-09-26,461.8000
1984-10-03,463.3058
1984-10-10,465.6481
1984-10-17,465.1510
1984-10-24,466.3397
1984-10-31,469.5860
1984-11-07,469.7986
1984-11-14,470.8145
1984-11-21,472.1773
1984-11-28,470.6649
1984-12-05,472.3329
1984-12-12,472.9439
1984-12-19,475.2424
1984-12-26,474.1411
1985-01-02,471.1935
1985-01-09,471.5429
1985-01-16,472.5286
1985-01-23,474.1231
1985-01-30,474.0146
1985-02-06,473.8147
1985-02-13,474.0935
1985-02-20,476.4101
1985-02-27,477.1805
1985-03-06,478.7683
1985-03-13,479.5005
1985-03-20,480.9481
1985-03-27,481.0890
1985-04-03,480.5283
1985-04-10,480.1214
1985-04-17,478.0809
1985-04-24,478.8602
1985-05-01,479.0311
1985-05-08,479.8359
1985-05-15,480.1277
1985-05-22,481.8488
1985-05-29,481.6034
1985-06-05,481.5310
1985-06-12,482.1885
1985-06-19,481.9690
1985-06-26,481.8791
1985-07-03,484.5010
1985-07-10,485.4360
1985-07-17,486.9065
1985-07-24,487.5451
1985-07-31,489.6402
1985-08-07,488.4966
1985-08-14,488.6469
1985-08-21,490.4424
1985-08-28,490.7027
1985-09-04,493.0551
1985-09-11,494.4870
1985-09-18,494.5106
1985-09-25,495.4736
1985-10-02,493.5373
1985-10-09,492.9010
1985-10-16,492.3376
1985-10-23,493.1133
1985-10-30,494.1697
1985-11-06,495.4802
1985-11-13,495.8553
1985-11-20,497.4172
1985-11-27,498.5587
1985-12-04,498.7662
1985-12-11,499.1281
1985-12-18,499.4818
1985-12-25,496.5928
1986-01-01,500.4690
1986-01-08,499.4406
1986-01-15,501.6617
1986-01-22,501.3133
1986-01-29,499.3398
1986-02-05,499.5550
1986-02-12,500.1177
1986-02-19,500.2888
1986-02-26,501.8333
1986-03-05,503.4916
1986-03-12,504.3025
1986-03-19,504.9396
1986-03-26,506.4320
1986-04-02,507.7012
1986-04-09,506.6230
1986-04-16,509.2175
1986-04-23,506.6981
1986-04-30,508.5292
1986-05-07,508.5311
1986-05-14,509.3279
1986-05-21,505.9140
1986-05-28,507.5271
1986-06-04,509.3906
1986-06-11,510.1539
1986-06-18,509.9542
1986-06-25,513.7590
1986-07-02,512.2017
1986-07-09,512.7834
1986-07-16,513.9227
1986-07-23,512.5557
1986-07-30,513.0724
1986-08-06,513.8900
1986-08-13,512.7006
1986-08-20,514.7505
1986-08-27,517.5845
1986-09-03,517.4326
1986-09-10,517.2107
1986-09-17,517.2172
1986-09-24,516.9291
1986-10-01,519.6894
1986-10-08,516.2258
1986-10-15,517.1842
1986-10-22,518.1121
1986-10-29,517.5878
1986-11-05,520.5062
1986-11-12,523.2668
1986-11-19,522.7815
1986-11-26,525.3076
1986-12-03,528.2524
1986-12-10,530.2839
1986-12-17,533.4417
1986-12-24,543.0868
1986-12-31,554.5810
1987-01-07,550.9039
1987-01-14,547.8339
1987-01-21,546.9545
1987-01-28,549.6335
1987-02-04,548.1120
1987-02-11,546.5383
1987-02-18,546.4884
1987-02-25,546.9538
1987-03-04,547.0243
1987-03-11,547.4432
1987-03-18,548.8488
1987-03-25,548.8523
1987-04-01,548.8994
1987-04-08,548.9258
1987-04-15,550.5132
1987-04-22,550.8476
1987-04-29,548.4592
1987-05-06,548.2059
1987-05-13,549.0104
1987-05-20,554.0313
1987-05-27,553.7362
1987-06-03,553.1649
1987-06-10,554.6692
1987-06-17,555.2989
1987-06-24,554.4678
1987-07-01,554.0510
1987-07-08,553.6278
1987-07-15,554.7880
1987-07-22,553.3797
1987-07-29,552.2391
1987-08-05,552.5828
1987-08-12,554.4413
1987-08-19,553.7679
1987-08-26,554.5912
1987-09-02,555.0865
1987-09-09,557.7616
1987-09-16,561.7396
1987-09-23,562.3521
1987-09-30,565.1216
1987-10-07,562.6526
1987-10-14,562.7193
1987-10-21,562.9568
1987-10-28,563.9520
1987-11-04,563.1197
1987-11-11,562.1285
1987-11-18,562.3508
1987-11-25,562.2379
1987-12-02,563.0440
1987-12-09,565.0453
1987-12-16,565.4315
1987-12-23,565.5073
1987-12-30,564.7497
1988-01-06,566.5014
1988-01-13,566.7342
1988-01-20,566.0428
1988-01-27,568.2387
1988-02-03,568.0725
1988-02-10,565.4039
1988-02-17,568.6118
1988-02-24,568.7121
1988-03-02,571.1088
1988-03-09,570.4462
1988-03-16,571.7436
1988-03-23,569.6638
1988-03-30,572.7685
1988-04-06,577.8951
1988-04-13,575.0559
1988-04-20,575.1064
1988-04-27,579.6704
1988-05-04,582.3884
1988-05-11,584.4811
1988-05-18,582.2899
1988-05-25,584.6760
1988-06-01,585.0055
1988-06-08,587.0745
1988-06-15,586.2799
1988-06-22,590.2059
1988-06-29,591.9837
1988-07-06,595.5866
1988-07-13,593.8249
1988-07-20,593.7604
1988-07-27,593.3168
1988-08-03,593.3389
1988-08-10,596.3286
1988-08-17,594.3613
1988-08-24,593.8880
1988-08-31,594.1152
1988-09-07,595.0209
1988-09-14,595.0538
1988-09-21,596.0618
1988-09-28,594.8680
1988-10-05,598.2958
1988-10-12,600.5467
1988-10-19,597.9779
1988-10-26,598.3781
1988-11-02,600.0086
1988-11-09,600.4327
1988-11-16,599.9787
1988-11-23,601.3613
1988-11-30,602.7149
1988-12-07,605.2807
1988-12-14,604.0782
1988-12-21,605.8989
1988-12-28,603.8877
1989-01-04,602.6785
1989-01-11,605.5890
1989-01-18,606.6016
1989-01-25,607.8269
1989-02-01,607.1127
1989-02-08,618.0387
1989-02-15,618.3033
1989-02-22,617.0474
1989-03-01,616.3120
1989-03-08,616.0228
1989-03-15,616.7813
1989-03-22,616.1469
1989-03-29,617.0799
1989-04-05,616.3222
1989-04-12,616.5364
1989-04-19,618.9366
1989-04-26,621.6597
1989-05-03,622.6966
1989-05-10,623.0584
1989-05-17,623.7239
1989-05-24,625.3628
1989-05-31,625.9544
1989-06-07,623.9984
1989-06-14,624.1305
1989-06-21,624.9449
1989-06-28,623.4133
1989-07-05,626.1825
1989-07-12,626.6631
1989-07-19,629.6795
1989-07-26,637.4438
1989-08-02,634.9796
1989-08-09,634.4257
1989-08-16,635.1461
1989-08-23,635.3478
1989-08-30,635.6585
1989-09-06,638.8635
1989-09-13,637.0691
1989-09-20,636.7658
1989-09-27,636.0040
1989-10-04,637.7323
1989-10-11,639.4512
1989-10-18,638.6778
1989-10-25,640.2325
1989-11-01,640.0256
1989-11-08,638.7477
1989-11-15,640.4137
1989-11-22,641.1575
1989-11-29,638.5502
1989-12-06,638.0988
1989-12-13,638.8479
1989-12-20,639.4992
1989-12-27,635.5169
1990-01-03,634.4817
1990-01-10,637.2729
1990-01-17,634.7132
1990-01-24,635.4606
1990-01-31,635.9265
1990-02-07,636.7294
1990-02-14,634.8682
1990-02-21,637.0492
1990-02-28,637.4376
1990-03-07,638.2971
1990-03-14,637.7227
1990-03-21,638.8393
1990-03-28,638.2047
1990-04-04,639.3683
1990-04-11,641.4539
1990-04-18,642.3074
1990-04-25,640.5275
1990-05-02,640.0848
1990-05-09,641.0815
1990-05-16,640.5691
1990-05-23,639.5037
1990-05-30,638.0170
1990-06-06,641.7632
1990-06-13,642.0462
1990-06-20,641.5038
1990-06-27,641.5397
1990-07-04,640.7084
1990-07-11,640.6434
1990-07-18,641.1184
1990-07-25,638.9300
1990-08-01,638.9481
1990-08-08,638.6616
1990-08-15,642.5345
1990-08-22,641.8752
1990-08-29,638.8512
1990-09-05,640.9301
1990-09-12,640.0082
1990-09-19,639.8698
1990-09-26,638.8634
1990-10-03,637.6942
1990-10-10,636.8557
1990-10-17,636.5095
1990-10-24,638.6257
1990-10-31,638.3252
1990-11-07,638.2546
1990-11-14,638.3598
1990-11-21,639.7771
1990-11-28,639.4093
1990-12-05,643.1882
1990-12-12,642.9942
1990-12-19,640.2112
1990-12-26,642.5955
1991-01-02,638.1688
1991-01-09,636.1496
1991-01-16,637.0990
1991-01-23,636.9184
1991-01-30,633.8445
1991-02-06,635.5908
1991-02-13,635.5173
1991-02-20,637.0562
1991-02-27,635.5342
1991-03-06,635.9134
1991-03-13,635.8817
1991-03-20,634.6508
1991-03-27,635.7281
1991-04-03,633.8256
1991-04-10,631.9916
1991-04-17,631.2863
1991-04-24,630.7697
1991-05-01,629.9920
1991-05-08,627.4044
1991-05-15,627.9278
1991-05-22,627.8967
1991-05-29,627.8651
1991-06-05,627.1007
1991-06-12,626.7000
1991-06-19,626.0289
1991-06-26,626.7346
1991-07-03,624.7109
1991-07-10,624.6122
1991-07-17,623.0158
1991-07-24,622.6926
1991-07-31,621.9948
1991-08-07,618.7700
1991-08-14,617.2366
1991-08-21,617.1470
1991-08-28,619.8432
1991-09-04,619.6332
1991-09-11,619.7654
1991-09-18,620.4832
1991-09-25,621.0828
1991-10-02,621.7652
1991-10-09,621.8029
1991-10-16,623.4094
1991-10-23,620.9529
1991-10-30,617.9373
1991-11-06,617.5318
1991-11-13,618.5239
1991-11-20,618.7830
1991-11-27,618.7623
1991-12-04,618.1944
1991-12-11,619.4224
1991-12-18,619.5358
1991-12-25,618.7992
1992-01-01,615.0118
1992-01-08,614.2656
1992-01-15,614.8013
1992-01-22,612.9656
1992-01-29,612.9038
1992-02-05,611.8720
1992-02-12,609.2198
1992-02-19,609.6894
1992-02-26,609.2001
1992-03-04,609.7978
1992-03-11,608.4332
1992-03-18,605.9299
1992-03-25,606.9964
1992-04-01,606.7603
1992-04-08,607.1253
1992-04-15,605.7434
1992-04-22,603.3436
1992-04-29,601.6222
1992-05-06,602.2195
1992-05-13,602.9559
1992-05-20,602.3196
1992-05-27,602.0093
1992-06-03,601.6080
1992-06-10,601.4389
1992-06-17,600.5900
1992-06-24,600.3274
1992-07-01,601.6215
1992-07-08,599.4958
1992-07-15,601.6264
1992-07-22,599.0507
1992-07-29,597.0713
1992-08-05,597.6767
1992-08-12,597.4386
1992-08-19,596.5391
1992-08-26,596.8766
1992-09-02,598.1731
1992-09-09,598.1478
1992-09-16,598.6229
1992-09-23,598.5147
1992-09-30,598.3868
1992-10-07,597.8753
1992-10-14,597.3624
1992-10-21,596.2273
1992-10-28,596.2949
1992-11-04,596.1911
1992-11-11,596.9230
1992-11-18,595.9032
1992-11-25,598.0011
1992-12-02,597.6678
1992-12-09,597.0911
1992-12-16,597.2860
1992-12-23,595.6985
1992-12-30,595.9087
1993-01-06,595.2185
1993-01-13,594.3949
1993-01-20,595.5494
1993-01-27,596.3964
1993-02-03,596.1833
1993-02-10,593.2781
1993-02-17,593.8612
1993-02-24,592.4808
1993-03-03,592.6996
1993-03-10,592.5018
1993-03-17,592.6330
1993-03-24,590.5983
1993-03-31,588.8288
1993-04-07,586.6201
1993-04-14,584.7393
1993-04-21,585.2328
1993-04-28,586.2733
1993-05-05,585.6967
1993-05-12,587.2908
1993-05-19,587.3191
1993-05-26,589.2713
1993-06-02,590.8377
1993-06-09,589.5504
1993-06-16,590.9129
1993-06-23,589.7905
1993-06-30,590.4887
1993-07-07,590.0348
1993-07-14,587.0303
1993-07-21,587.4177
1993-07-28,586.6644
1993-08-04,589.2413
1993-08-11,588.5055
1993-08-18,587.4806
1993-08-25,587.8343
1993-09-01,586.2827
1993-09-08,583.5789
1993-09-15,586.9663
1993-09-22,585.3811
1993-09-29,586.3630
1993-10-06,583.2781
1993-10-13,583.5236
1993-10-20,583.5263
1993-10-27,584.8335
1993-11-03,585.0570
1993-11-10,585.1327
1993-11-17,583.8741
1993-11-24,583.2675
1993-12-01,582.8622
1993-12-08,582.3001
1993-12-15,584.5089
1993-12-22,583.5732
1993-12-29,582.8700
1994-01-05,586.3933
1994-01-12,587.3538
1994-01-19,587.6409
1994-01-26,587.4039
1994-02-02,587.2527
1994-02-09,587.9389
1994-02-16,588.5623
1994-02-23,586.9673
1994-03-02,587.8640
1994-03-09,590.2300
1994-03-16,595.8347
1994-03-23,595.1818
1994-03-30,598.3134
1994-04-06,600.4940
1994-04-13,597.4213
1994-04-20,602.0424
1994-04-27,600.7734
1994-05-04,601.9882
1994-05-11,603.0903
1994-05-18,603.7779
1994-05-25,606.0636
1994-06-01,607.2010
1994-06-08,606.3829
1994-06-15,609.0156
1994-06-22,610.2590
1994-06-29,608.9100
1994-07-06,611.3569
1994-07-13,615.2684
1994-07-20,617.4873
1994-07-27,619.0703
1994-08-03,617.7965
1994-08-10,620.7540
1994-08-17,622.1379
1994-08-24,623.3577
1994-08-31,623.2142
1994-09-07,623.0082
1994-09-14,623.0618
1994-09-21,626.1907
1994-09-28,625.4761
1994-10-05,629.4360
1994-10-12,629.1936
1994-10-19,632.0516
1994-10-26,632.8319
1994-11-02,633.7848
1994-11-09,635.0708
1994-11-16,638.7518
1994-11-23,639.5927
1994-11-30,640.8388
1994-12-07,641.0575
1994-12-14,641.4363
1994-12-21,646.0185
1994-12-28,644.8239
1995-01-04,646.2753
1995-01-11,650.6578
1995-01-18,652.7301
1995-01-25,656.2087
1995-02-01,662.3724
1995-02-08,663.2555
1995-02-15,665.4312
1995-02-22,665.8039
1995-03-01,671.7689
1995-03-08,670.6311
1995-03-15,674.0503
1995-03-22,673.9783
1995-03-29,674.7511
1995-04-05,673.2124
1995-04-12,676.2570
1995-04-19,675.8103
