observation_date,PCEC96_19811115
1969-06-01,655.8
1969-07-01,655.6
1969-08-01,661.1
1969-09-01,662.0
1969-10-01,665.1
1969-11-01,663.7
1969-12-01,663.0
1970-01-01,666.7
1970-02-01,669.4
1970-03-01,666.1
1970-04-01,666.8
1970-05-01,671.2
1970-06-01,673.5
1970-07-01,673.5
1970-08-01,676.3
1970-09-01,679.6
1970-10-01,675.1
1970-11-01,670.1
1970-12-01,676.6
1971-01-01,685.9
1971-02-01,687.4
1971-03-01,687.6
1971-04-01,692.0
1971-05-01,691.3
1971-06-01,696.6
1971-07-01,693.3
1971-08-01,696.9
1971-09-01,704.4
1971-10-01,705.3
1971-11-01,708.4
1971-12-01,712.2
1972-01-01,714.1
1972-02-01,715.0
1972-03-01,726.6
1972-04-01,728.4
1972-05-01,731.6
1972-06-01,733.4
1972-07-01,738.6
1972-08-01,742.2
1972-09-01,743.2
1972-10-01,754.6
1972-11-01,757.5
1972-12-01,759.2
1973-01-01,766.4
1973-02-01,770.2
1973-03-01,770.5
1973-04-01,766.8
1973-05-01,768.1
1973-06-01,765.6
1973-07-01,772.9
1973-08-01,763.4
1973-09-01,775.3
1973-10-01,768.8
1973-11-01,769.8
1973-12-01,763.5
1974-01-01,764.4
1974-02-01,760.0
1974-03-01,761.9
1974-04-01,764.2
1974-05-01,765.6
1974-06-01,764.8
1974-07-01,768.5
1974-08-01,774.9
1974-09-01,766.9
1974-10-01,763.7
1974-11-01,754.8
1974-12-01,753.3
1975-01-01,759.9
1975-02-01,767.3
1975-03-01,764.9
1975-04-01,765.8
1975-05-01,781.0
1975-06-01,782.0
1975-07-01,784.5
1975-08-01,785.7
1975-09-01,788.6
1975-10-01,787.7
1975-11-01,794.4
1975-12-01,800.6
1976-01-01,809.4
1976-02-01,809.1
1976-03-01,813.2
1976-04-01,819.0
1976-05-01,812.0
1976-06-01,822.1
1976-07-01,824.8
1976-08-01,826.2
1976-09-01,830.2
1976-10-01,831.4
1976-11-01,837.2
1976-12-01,849.6
1977-01-01,846.7
1977-02-01,853.8
1977-03-01,855.1
1977-04-01,853.7
1977-05-01,856.7
1977-06-01,857.4
1977-07-01,864.8
1977-08-01,865.5
1977-09-01,869.0
1977-10-01,877.1
1977-11-01,882.3
1977-12-01,884.5
1978-01-01,872.7
1978-02-01,884.7
1978-03-01,894.8
1978-04-01,898.5
1978-05-01,900.0
1978-06-01,903.2
1978-07-01,905.1
1978-08-01,914.8
1978-09-01,913.8
1978-10-01,917.9
1978-11-01,922.5
1978-12-01,929.8
1979-01-01,923.4
1979-02-01,925.4
1979-03-01,927.7
1979-04-01,923.2
1979-05-01,924.5
1979-06-01,920.7
1979-07-01,924.9
1979-08-01,934.2
1979-09-01,941.2
1979-10-01,937.6
1979-11-01,942.4
1979-12-01,944.9
1980-01-01,954.2
1980-02-01,940.0
1980-03-01,936.1
1980-04-01,922.4
1980-05-01,916.0
1980-06-01,919.5
1980-07-01,931.1
1980-08-01,932.7
1980-09-01,928.8
1980-10-01,941.8
1980-11-01,947.6
1980-12-01,951.1
1981-01-01,959.9
1981-02-01,959.8
1981-03-01,960.9
1981-04-01,955.1
1981-05-01,953.4
1981-06-01,956.9
1981-07-01,959.2
1981-08-01,972.7
