observation_date,TOTCI_19970215
1984-02-08,410.7
1984-02-15,414.5
1984-02-22,415.4
1984-02-29,418.1
1984-03-07,421.0
1984-03-14,420.2
1984-03-21,422.2
1984-03-28,422.4
1984-04-04,425.4
1984-04-11,425.3
1984-04-18,427.2
1984-04-25,429.1
1984-05-02,429.7
1984-05-09,434.5
1984-05-16,436.3
1984-05-23,436.6
1984-05-30,436.6
1984-06-06,439.1
1984-06-13,439.2
1984-06-20,441.2
1984-06-27,442.0
1984-07-04,442.9
1984-07-11,445.0
1984-07-18,445.6
1984-07-25,446.6
1984-08-01,447.1
1984-08-08,448.0
1984-08-15,448.8
1984-08-22,449.1
1984-08-29,449.7
1984-09-05,450.2
1984-09-12,452.8
1984-09-19,453.6
1984-09-26,454.1
1984-10-03,456.0
1984-10-10,458.1
1984-10-17,457.2
1984-10-24,458.2
1984-10-31,461.4
1984-11-07,461.3
1984-11-14,462.3
1984-11-21,462.9
1984-11-28,462.0
1984-12-05,463.1
1984-12-12,463.7
1984-12-19,465.3
1984-12-26,465.3
1985-01-02,463.2
1985-01-09,462.3
1985-01-16,463.7
1985-01-23,465.1
1985-01-30,465.6
1985-02-06,467.0
1985-02-13,467.0
1985-02-20,468.5
1985-02-27,469.7
1985-03-06,470.7
1985-03-13,471.2
1985-03-20,472.8
1985-03-27,473.9
1985-04-03,473.4
1985-04-10,474.7
1985-04-17,472.9
1985-04-24,473.5
1985-05-01,473.6
1985-05-08,474.0
1985-05-15,474.8
1985-05-22,476.3
1985-05-29,476.0
1985-06-05,477.6
1985-06-12,478.6
1985-06-19,476.6
1985-06-26,476.5
1985-07-03,475.7
1985-07-10,476.8
1985-07-17,477.5
1985-07-24,477.6
1985-07-31,480.4
1985-08-07,479.0
1985-08-14,478.7
1985-08-21,480.5
1985-08-28,481.1
1985-09-04,483.4
1985-09-11,483.8
1985-09-18,483.1
1985-09-25,483.2
1985-10-02,482.9
1985-10-09,481.7
1985-10-16,481.8
1985-10-23,483.6
1985-10-30,484.6
1985-11-06,485.2
1985-11-13,485.5
1985-11-20,486.9
1985-11-27,488.2
1985-12-04,488.5
1985-12-11,488.6
1985-12-18,488.1
1985-12-25,488.9
1986-01-01,494.9
1986-01-08,490.9
1986-01-15,492.6
1986-01-22,492.7
1986-01-29,491.6
1986-02-05,492.2
1986-02-12,493.2
1986-02-19,492.6
1986-02-26,494.1
1986-03-05,495.4
1986-03-12,495.9
1986-03-19,496.3
1986-03-26,497.5
1986-04-02,497.7
1986-04-09,497.1
1986-04-16,499.9
1986-04-23,497.4
1986-04-30,498.8
1986-05-07,498.7
1986-05-14,498.8
1986-05-21,496.8
1986-05-28,497.0
1986-06-04,500.9
1986-06-11,501.7
1986-06-18,500.5
1986-06-25,503.2
1986-07-02,501.1
1986-07-09,502.3
1986-07-16,502.3
1986-07-23,501.2
1986-07-30,501.3
1986-08-06,503.0
1986-08-13,501.4
1986-08-20,502.1
1986-08-27,505.1
1986-09-03,505.6
1986-09-10,504.8
1986-09-17,504.4
1986-09-24,504.7
1986-10-01,506.3
1986-10-08,504.2
1986-10-15,505.1
1986-10-22,506.3
1986-10-29,504.8
1986-11-05,506.9
1986-11-12,509.4
1986-11-19,509.3
1986-11-26,509.6
1986-12-03,513.1
1986-12-10,514.6
1986-12-17,516.8
1986-12-24,528.3
1986-12-31,543.3
1987-01-07,538.7
1987-01-14,534.6
1987-01-21,533.8
1987-01-28,535.8
1987-02-04,535.8
1987-02-11,536.1
1987-02-18,534.5
1987-02-25,534.9
1987-03-04,534.1
1987-03-11,534.9
1987-03-18,535.3
1987-03-25,536.0
1987-04-01,535.9
1987-04-08,534.7
1987-04-15,537.6
1987-04-22,537.2
1987-04-29,534.8
1987-05-06,534.9
1987-05-13,535.7
1987-05-20,540.7
1987-05-27,540.0
1987-06-03,538.3
1987-06-10,540.0
1987-06-17,540.2
1987-06-24,539.3
1987-07-01,542.9
1987-07-08,541.1
1987-07-15,541.6
1987-07-22,541.1
1987-07-29,539.3
1987-08-05,540.8
1987-08-12,542.2
1987-08-19,541.7
1987-08-26,542.2
1987-09-02,542.2
1987-09-09,544.6
1987-09-16,546.9
1987-09-23,548.1
1987-09-30,550.0
1987-10-07,549.2
1987-10-14,548.5
1987-10-21,549.8
1987-10-28,549.9
1987-11-04,549.9
1987-11-11,549.7
1987-11-18,550.4
1987-11-25,548.5
1987-12-02,549.7
1987-12-09,551.0
1987-12-16,551.6
1987-12-23,552.9
1987-12-30,554.6
1988-01-06,575.7
1988-01-13,573.3
1988-01-20,571.5
1988-01-27,572.4
1988-02-03,572.9
1988-02-10,571.8
1988-02-17,575.3
1988-02-24,574.4
1988-03-02,576.5
1988-03-09,575.5
1988-03-16,576.7
1988-03-23,575.2
1988-03-30,578.3
1988-04-06,582.3
1988-04-13,580.0
1988-04-20,578.3
1988-04-27,583.0
1988-05-04,586.1
1988-05-11,587.9
1988-05-18,585.6
1988-05-25,588.0
1988-06-01,587.7
1988-06-08,590.7
1988-06-15,589.4
1988-06-22,593.0
1988-06-29,594.3
1988-07-06,596.2
1988-07-13,594.8
1988-07-20,594.5
1988-07-27,594.9
1988-08-03,593.2
1988-08-10,597.1
1988-08-17,594.4
1988-08-24,595.5
1988-08-31,596.7
1988-09-07,596.8
1988-09-14,596.7
1988-09-21,596.5
1988-09-28,596.4
1988-10-05,598.9
1988-10-12,600.6
1988-10-19,599.3
1988-10-26,599.5
1988-11-02,602.1
1988-11-09,602.4
1988-11-16,601.6
1988-11-23,602.1
1988-11-30,603.9
1988-12-07,606.8
1988-12-14,605.3
1988-12-21,607.9
1988-12-28,610.0
1989-01-04,608.4
1989-01-11,609.1
1989-01-18,609.4
1989-01-25,610.9
1989-02-01,610.0
1989-02-08,622.3
1989-02-15,622.9
1989-02-22,620.4
1989-03-01,619.1
1989-03-08,618.8
1989-03-15,619.6
1989-03-22,619.3
1989-03-29,621.6
1989-04-05,620.0
1989-04-12,620.7
1989-04-19,623.0
1989-04-26,624.7
1989-05-03,626.2
1989-05-10,627.3
1989-05-17,627.6
1989-05-24,629.6
1989-05-31,630.1
1989-06-07,628.6
1989-06-14,627.6
1989-06-21,628.1
1989-06-28,626.6
1989-07-05,629.0
1989-07-12,628.5
1989-07-19,631.1
1989-07-26,639.0
1989-08-02,636.1
1989-08-09,636.1
1989-08-16,636.5
1989-08-23,637.5
1989-08-30,637.3
1989-09-06,640.7
1989-09-13,639.2
1989-09-20,637.9
1989-09-27,638.1
1989-10-04,639.8
1989-10-11,641.4
1989-10-18,640.7
1989-10-25,642.5
1989-11-01,643.4
1989-11-08,641.8
1989-11-15,643.8
1989-11-22,643.8
1989-11-29,639.9
1989-12-06,639.4
1989-12-13,639.1
1989-12-20,639.8
1989-12-27,637.5
1990-01-03,638.3
1990-01-10,639.4
1990-01-17,637.3
1990-01-24,637.3
1990-01-31,637.8
1990-02-07,638.6
1990-02-14,636.4
1990-02-21,637.7
1990-02-28,638.6
1990-03-07,639.7
1990-03-14,638.2
1990-03-21,639.3
1990-03-28,639.4
1990-04-04,639.1
1990-04-11,641.2
1990-04-18,642.6
1990-04-25,640.5
1990-05-02,639.7
1990-05-09,640.4
1990-05-16,639.8
1990-05-23,639.4
1990-05-30,637.3
1990-06-06,641.3
1990-06-13,641.1
1990-06-20,640.0
1990-06-27,641.0
1990-07-04,640.0
1990-07-11,640.2
1990-07-18,640.8
1990-07-25,638.4
1990-08-01,638.8
1990-08-08,638.3
1990-08-15,643.0
1990-08-22,642.3
1990-08-29,639.2
1990-09-05,640.8
1990-09-12,640.5
1990-09-19,639.6
1990-09-26,639.2
1990-10-03,638.7
1990-10-10,637.4
1990-10-17,637.6
1990-10-24,639.7
1990-10-31,638.9
1990-11-07,639.3
1990-11-14,639.0
1990-11-21,640.6
1990-11-28,639.3
1990-12-05,642.9
1990-12-12,641.1
1990-12-19,638.5
1990-12-26,642.8
1991-01-02,640.2
1991-01-09,638.0
1991-01-16,639.8
1991-01-23,640.2
1991-01-30,636.1
1991-02-06,638.0
1991-02-13,637.6
1991-02-20,639.5
1991-02-27,637.5
1991-03-06,638.5
1991-03-13,637.7
1991-03-20,635.4
1991-03-27,637.4
1991-04-03,635.2
1991-04-10,634.3
1991-04-17,633.7
1991-04-24,633.0
1991-05-01,631.8
1991-05-08,629.9
1991-05-15,630.5
1991-05-22,630.1
1991-05-29,629.0
1991-06-05,628.8
1991-06-12,626.8
1991-06-19,627.3
1991-06-26,627.2
1991-07-03,624.7
1991-07-10,624.9
1991-07-17,623.9
1991-07-24,623.2
1991-07-31,623.8
1991-08-07,620.2
1991-08-14,619.7
1991-08-21,618.9
1991-08-28,622.0
1991-09-04,621.9
1991-09-11,622.1
1991-09-18,621.6
1991-09-25,623.1
1991-10-02,625.0
1991-10-09,625.4
1991-10-16,626.2
1991-10-23,623.9
1991-10-30,620.7
1991-11-06,621.5
1991-11-13,621.2
1991-11-20,621.3
1991-11-27,620.7
1991-12-04,619.9
1991-12-11,620.6
1991-12-18,620.2
1991-12-25,619.7
1992-01-01,617.3
1992-01-08,615.9
1992-01-15,616.8
1992-01-22,615.3
1992-01-29,615.2
1992-02-05,615.1
1992-02-12,611.5
1992-02-19,611.8
1992-02-26,612.0
1992-03-04,613.0
1992-03-11,610.3
1992-03-18,608.5
1992-03-25,609.7
1992-04-01,608.5
1992-04-08,608.0
1992-04-15,608.0
1992-04-22,606.0
1992-04-29,603.2
1992-05-06,604.7
1992-05-13,605.1
1992-05-20,604.6
1992-05-27,604.4
1992-06-03,604.3
1992-06-10,603.6
1992-06-17,601.8
1992-06-24,600.3
1992-07-01,601.5
1992-07-08,599.4
1992-07-15,601.6
1992-07-22,598.3
1992-07-29,597.4
1992-08-05,597.9
1992-08-12,598.3
1992-08-19,596.8
1992-08-26,597.8
1992-09-02,598.9
1992-09-09,598.9
1992-09-16,599.8
1992-09-23,599.6
1992-09-30,598.9
1992-10-07,598.0
1992-10-14,597.8
1992-10-21,596.9
1992-10-28,596.9
1992-11-04,596.5
1992-11-11,597.3
1992-11-18,596.2
1992-11-25,597.6
1992-12-02,597.9
1992-12-09,596.4
1992-12-16,596.9
1992-12-23,594.7
1992-12-30,596.3
1993-01-06,595.0
1993-01-13,594.1
1993-01-20,596.7
1993-01-27,596.8
1993-02-03,597.1
1993-02-10,593.8
1993-02-17,594.9
1993-02-24,594.1
1993-03-03,594.7
1993-03-10,594.2
1993-03-17,594.1
1993-03-24,592.3
1993-03-31,590.6
1993-04-07,587.1
1993-04-14,585.8
1993-04-21,586.4
1993-04-28,587.8
1993-05-05,587.0
1993-05-12,589.1
1993-05-19,590.2
1993-05-26,591.4
1993-06-02,593.0
1993-06-09,591.4
1993-06-16,593.5
1993-06-23,590.9
1993-06-30,591.7
1993-07-07,591.0
1993-07-14,588.9
1993-07-21,588.4
1993-07-28,587.6
1993-08-04,590.8
1993-08-11,589.5
1993-08-18,587.8
1993-08-25,588.8
1993-09-01,588.0
1993-09-08,584.7
1993-09-15,588.5
1993-09-22,587.1
1993-09-29,587.9
1993-10-06,586.3
1993-10-13,586.8
1993-10-20,587.0
1993-10-27,587.6
1993-11-03,587.8
1993-11-10,587.6
1993-11-17,586.2
1993-11-24,585.5
1993-12-01,585.5
1993-12-08,585.0
1993-12-15,588.0
1993-12-22,586.9
1993-12-29,585.6
1994-01-05,589.5
1994-01-12,590.0
1994-01-19,590.3
1994-01-26,590.1
1994-02-02,590.5
1994-02-09,590.9
1994-02-16,592.1
1994-02-23,590.5
1994-03-02,591.6
1994-03-09,592.8
1994-03-16,598.1
1994-03-23,597.0
1994-03-30,598.8
1994-04-06,599.7
1994-04-13,597.7
1994-04-20,603.2
1994-04-27,601.5
1994-05-04,602.6
1994-05-11,603.3
1994-05-18,605.3
1994-05-25,607.0
1994-06-01,608.5
1994-06-08,606.2
1994-06-15,610.2
1994-06-22,610.8
1994-06-29,609.8
1994-07-06,611.3
1994-07-13,615.5
1994-07-20,617.5
1994-07-27,618.8
1994-08-03,618.4
1994-08-10,621.0
1994-08-17,622.3
1994-08-24,624.0
1994-08-31,623.9
1994-09-07,624.7
1994-09-14,624.8
1994-09-21,628.4
1994-09-28,628.6
1994-10-05,630.9
1994-10-12,631.2
1994-10-19,634.5
1994-10-26,634.9
1994-11-02,635.4
1994-11-09,636.4
1994-11-16,639.8
1994-11-23,641.3
1994-11-30,643.2
1994-12-07,643.6
1994-12-14,644.7
1994-12-21,648.9
1994-12-28,646.4
1995-01-04,647.7
1995-01-11,651.1
1995-01-18,653.8
1995-01-25,657.2
1995-02-01,662.9
1995-02-08,663.2
1995-02-15,666.4
1995-02-22,666.7
1995-03-01,672.2
1995-03-08,669.7
1995-03-15,672.8
1995-03-22,673.0
1995-03-29,671.9
1995-04-05,675.5
1995-04-12,679.5
1995-04-19,679.2
1995-04-26,683.0
1995-05-03,684.8
1995-05-10,686.9
1995-05-17,686.6
1995-05-24,687.3
1995-05-31,688.9
1995-06-07,688.8
1995-06-14,690.8
1995-06-21,692.1
1995-06-28,692.2
1995-07-05,697.3
1995-07-12,697.1
1995-07-19,695.5
1995-07-26,695.1
1995-08-02,699.9
1995-08-09,699.8
1995-08-16,699.1
1995-08-23,699.4
1995-08-30,698.8
1995-09-06,702.8
1995-09-13,702.5
1995-09-20,705.6
1995-09-27,703.4
1995-10-04,705.3
1995-10-11,707.6
1995-10-18,707.5
1995-10-25,709.3
1995-11-01,713.1
1995-11-08,711.5
1995-11-15,712.5
1995-11-22,714.3
1995-11-29,715.9
1995-12-06,716.9
1995-12-13,716.8
1995-12-20,716.8
1995-12-27,716.8
1996-01-03,720.7
1996-01-10,720.1
1996-01-17,721.7
1996-01-24,722.8
1996-01-31,723.0
1996-02-07,722.8
1996-02-14,723.9
1996-02-21,725.7
1996-02-28,724.4
1996-03-06,723.5
1996-03-13,723.2
1996-03-20,725.4
1996-03-27,724.9
1996-04-03,729.3
1996-04-10,730.8
1996-04-17,732.4
1996-04-24,731.4
1996-05-01,735.5
1996-05-08,733.0
1996-05-15,736.5
1996-05-22,736.9
1996-05-29,733.7
1996-06-05,735.1
1996-06-12,737.9
1996-06-19,738.0
1996-06-26,741.1
1996-07-03,743.2
1996-07-10,741.9
1996-07-17,746.0
1996-07-24,745.9
1996-07-31,745.9
1996-08-07,744.3
1996-08-14,743.3
1996-08-21,747.3
1996-08-28,749.8
1996-09-04,753.9
1996-09-11,756.7
1996-09-18,760.1
1996-09-25,765.0
1996-10-02,767.9
1996-10-09,768.1
1996-10-16,770.8
1996-10-23,771.4
1996-10-30,770.6
1996-11-06,771.0
1996-11-13,774.0
1996-11-20,773.6
1996-11-27,781.9
1996-12-04,780.2
1996-12-11,786.4
1996-12-18,786.9
1996-12-25,789.1
1997-01-01,787.8
1997-01-08,788.7
1997-01-15,789.8
1997-01-22,791.5
1997-01-29,791.2
1997-02-05,795.3
