observation_date,PCEC96_19800815
1974-01-01,763.9
1974-02-01,759.7
1974-03-01,761.1
1974-04-01,762.8
1974-05-01,761.0
1974-06-01,761.4
1974-07-01,766.3
1974-08-01,771.1
1974-09-01,762.2
1974-10-01,760.1
1974-11-01,750.0
1974-12-01,748.7
1975-01-01,751.7
1975-02-01,760.2
1975-03-01,759.7
1975-04-01,763.1
1975-05-01,774.8
1975-06-01,772.9
1975-07-01,777.9
1975-08-01,779.0
1975-09-01,782.2
1975-10-01,781.8
1975-11-01,791.7
1975-12-01,799.6
1976-01-01,806.3
1976-02-01,806.1
1976-03-01,809.7
1976-04-01,815.4
1976-05-01,808.9
1976-06-01,819.3
1976-07-01,821.7
1976-08-01,823.9
1976-09-01,826.5
1976-10-01,829.4
1976-11-01,834.7
1976-12-01,845.0
1977-01-01,842.4
1977-02-01,850.1
1977-03-01,855.0
1977-04-01,851.6
1977-05-01,852.8
1977-06-01,855.0
1977-07-01,861.5
1977-08-01,863.6
1977-09-01,865.8
1977-10-01,876.0
1977-11-01,881.7
1977-12-01,884.9
1978-01-01,870.7
1978-02-01,882.7
1978-03-01,894.7
1978-04-01,895.0
1978-05-01,894.5
1978-06-01,894.9
1978-07-01,898.7
1978-08-01,908.5
1978-09-01,908.6
1978-10-01,913.4
1978-11-01,921.3
1978-12-01,926.2
1979-01-01,917.3
1979-02-01,921.0
1979-03-01,927.0
1979-04-01,917.1
1979-05-01,917.8
1979-06-01,910.2
1979-07-01,917.9
1979-08-01,926.0
1979-09-01,933.9
1979-10-01,930.5
1979-11-01,935.9
1979-12-01,939.7
1980-01-01,946.0
1980-02-01,934.7
1980-03-01,928.8
1980-04-01,915.9
1980-05-01,909.0
