observation_date,PCEC96_19830315
1969-06-01,655.8
1969-07-01,655.6
1969-08-01,661.1
1969-09-01,662.0
1969-10-01,665.1
1969-11-01,663.7
1969-12-01,663.0
1970-01-01,666.7
1970-02-01,669.4
1970-03-01,666.1
1970-04-01,666.8
1970-05-01,671.2
1970-06-01,673.5
1970-07-01,673.5
1970-08-01,676.3
1970-09-01,679.6
1970-10-01,675.1
1970-11-01,670.1
1970-12-01,676.6
1971-01-01,685.9
1971-02-01,687.4
1971-03-01,687.6
1971-04-01,692.0
1971-05-01,691.3
1971-06-01,696.6
1971-07-01,693.3
1971-08-01,696.9
1971-09-01,704.4
1971-10-01,705.3
1971-11-01,708.4
1971-12-01,712.2
1972-01-01,714.1
1972-02-01,715.0
1972-03-01,726.6
1972-04-01,728.4
1972-05-01,731.6
1972-06-01,733.4
1972-07-01,738.6
1972-08-01,742.2
1972-09-01,743.2
1972-10-01,754.6
1972-11-01,757.5
1972-12-01,759.2
1973-01-01,766.4
1973-02-01,770.2
1973-03-01,770.0
1973-04-01,766.2
1973-05-01,767.6
1973-06-01,765.0
1973-07-01,772.9
1973-08-01,762.3
1973-09-01,774.5
1973-10-01,768.1
1973-11-01,769.1
1973-12-01,762.8
1974-01-01,763.6
1974-02-01,759.1
1974-03-01,761.0
1974-04-01,763.4
1974-05-01,764.8
1974-06-01,764.1
1974-07-01,767.9
1974-08-01,774.2
1974-09-01,766.1
1974-10-01,762.9
1974-11-01,754.0
1974-12-01,752.5
1975-01-01,759.1
1975-02-01,766.6
1975-03-01,764.3
1975-04-01,765.1
1975-05-01,780.4
1975-06-01,781.2
1975-07-01,783.6
1975-08-01,784.9
1975-09-01,787.8
1975-10-01,786.9
1975-11-01,793.5
1975-12-01,799.7
1976-01-01,808.6
1976-02-01,808.5
1976-03-01,813.2
1976-04-01,818.4
1976-05-01,812.0
1976-06-01,821.5
1976-07-01,824.3
1976-08-01,825.6
1976-09-01,829.7
1976-10-01,830.9
1976-11-01,837.2
1976-12-01,849.6
1977-01-01,847.4
1977-02-01,853.2
1977-03-01,854.4
1977-04-01,856.0
1977-05-01,858.9
1977-06-01,858.9
1977-07-01,866.0
1977-08-01,866.1
1977-09-01,869.7
1977-10-01,875.8
1977-11-01,881.7
1977-12-01,883.8
1978-01-01,872.1
1978-02-01,884.8
1978-03-01,894.6
1978-04-01,899.9
1978-05-01,900.3
1978-06-01,903.1
1978-07-01,902.9
1978-08-01,912.5
1978-09-01,910.5
1978-10-01,914.0
1978-11-01,918.2
1978-12-01,925.3
1979-01-01,917.6
1979-02-01,922.1
1979-03-01,924.0
1979-04-01,918.7
1979-05-01,921.2
1979-06-01,918.7
1979-07-01,922.9
1979-08-01,930.9
1979-09-01,939.0
1979-10-01,934.6
1979-11-01,939.8
1979-12-01,941.5
1980-01-01,946.9
1980-02-01,934.0
1980-03-01,930.1
1980-04-01,918.7
1980-05-01,911.2
1980-06-01,917.7
1980-07-01,927.8
1980-08-01,929.8
1980-09-01,926.4
1980-10-01,936.6
1980-11-01,941.7
1980-12-01,944.8
1981-01-01,950.4
1981-02-01,951.2
1981-03-01,951.8
1981-04-01,946.7
1981-05-01,941.6
1981-06-01,945.6
1981-07-01,947.5
1981-08-01,956.0
1981-09-01,950.8
1981-10-01,941.5
1981-11-01,943.0
1981-12-01,945.6
1982-01-01,943.1
1982-02-01,954.1
1982-03-01,950.1
1982-04-01,953.4
1982-05-01,960.5
1982-06-01,951.0
1982-07-01,954.1
1982-08-01,954.4
1982-09-01,960.4
1982-10-01,960.8
1982-11-01,970.1
1982-12-01,971.7
