observation_date,PCEC96_19930515
1968-11-01,1738.5
1968-12-01,1736.8
1969-01-01,1749.5
1969-02-01,1760.0
1969-03-01,1754.5
1969-04-01,1759.3
1969-05-01,1771.4
1969-06-01,1764.5
1969-07-01,1764.4
1969-08-01,1779.1
1969-09-01,1781.6
1969-10-01,1791.1
1969-11-01,1791.7
1969-12-01,1787.5
1970-01-01,1800.6
1970-02-01,1805.8
1970-03-01,1795.0
1970-04-01,1797.6
1970-05-01,1809.0
1970-06-01,1816.0
1970-07-01,1817.0
1970-08-01,1824.4
1970-09-01,1832.7
1970-10-01,1822.0
1970-11-01,1813.0
1970-12-01,1828.6
1971-01-01,1847.7
1971-02-01,1850.9
1971-03-01,1851.0
1971-04-01,1859.8
1971-05-01,1860.0
1971-06-01,1870.9
1971-07-01,1866.6
1971-08-01,1873.4
1971-09-01,1890.6
1971-10-01,1895.2
1971-11-01,1903.2
1971-12-01,1915.4
1972-01-01,1916.1
1972-02-01,1921.3
1972-03-01,1950.4
1972-04-01,1956.7
1972-05-01,1963.5
1972-06-01,1969.6
1972-07-01,1981.8
1972-08-01,1991.6
1972-09-01,1993.8
1972-10-01,2023.7
1972-11-01,2032.2
1972-12-01,2040.5
1973-01-01,2057.9
1973-02-01,2066.4
1973-03-01,2067.4
1973-04-01,2059.7
1973-05-01,2065.9
1973-06-01,2060.5
1973-07-01,2076.4
1973-08-01,2058.4
1973-09-01,2086.1
1973-10-01,2071.3
1973-11-01,2074.0
1973-12-01,2056.9
1974-01-01,2056.9
1974-02-01,2046.4
1974-03-01,2049.1
1974-04-01,2056.7
1974-05-01,2062.0
1974-06-01,2058.2
1974-07-01,2062.7
1974-08-01,2076.2
1974-09-01,2057.7
1974-10-01,2054.1
1974-11-01,2032.6
1974-12-01,2033.0
1975-01-01,2039.5
1975-02-01,2058.0
1975-03-01,2057.8
1975-04-01,2062.4
1975-05-01,2097.2
1975-06-01,2101.1
1975-07-01,2110.8
1975-08-01,2113.2
1975-09-01,2119.1
1975-10-01,2122.5
1975-11-01,2134.6
1975-12-01,2153.8
1976-01-01,2177.7
1976-02-01,2174.4
1976-03-01,2185.8
1976-04-01,2197.4
1976-05-01,2183.0
1976-06-01,2203.6
1976-07-01,2207.9
1976-08-01,2211.3
1976-09-01,2219.8
1976-10-01,2222.8
1976-11-01,2237.4
1976-12-01,2265.8
1977-01-01,2263.8
1977-02-01,2275.2
1977-03-01,2274.8
1977-04-01,2276.7
1977-05-01,2283.5
1977-06-01,2282.2
1977-07-01,2300.3
1977-08-01,2300.7
1977-09-01,2307.0
1977-10-01,2323.2
1977-11-01,2333.7
1977-12-01,2337.8
1978-01-01,2318.4
1978-02-01,2349.9
1978-03-01,2373.1
1978-04-01,2384.9
1978-05-01,2393.7
1978-06-01,2403.5
1978-07-01,2391.8
1978-08-01,2412.4
1978-09-01,2409.4
1978-10-01,2413.0
1978-11-01,2419.1
1978-12-01,2432.7
1979-01-01,2428.9
1979-02-01,2442.3
1979-03-01,2442.5
1979-04-01,2430.9
1979-05-01,2435.3
1979-06-01,2439.9
1979-07-01,2437.3
1979-08-01,2459.7
1979-09-01,2467.0
1979-10-01,2462.2
1979-11-01,2470.8
1979-12-01,2463.4
1980-01-01,2482.8
1980-02-01,2464.1
1980-03-01,2446.8
1980-04-01,2416.9
1980-05-01,2406.8
1980-06-01,2418.8
1980-07-01,2438.4
1980-08-01,2441.2
1980-09-01,2441.4
1980-10-01,2469.6
1980-11-01,2461.0
1980-12-01,2477.1
1981-01-01,2474.8
1981-02-01,2471.9
1981-03-01,2479.8
1981-04-01,2470.1
1981-05-01,2471.5
1981-06-01,2486.7
1981-07-01,2482.5
1981-08-01,2497.4
1981-09-01,2482.2
1981-10-01,2468.2
1981-11-01,2462.3
1981-12-01,2475.4
1982-01-01,2470.2
1982-02-01,2491.4
1982-03-01,2490.4
1982-04-01,2488.5
1982-05-01,2495.2
1982-06-01,2482.9
1982-07-01,2494.5
1982-08-01,2497.0
1982-09-01,2515.9
1982-10-01,2525.0
1982-11-01,2542.0
1982-12-01,2550.8
1983-01-01,2548.9
1983-02-01,2548.8
1983-03-01,2571.9
1983-04-01,2587.9
1983-05-01,2600.6
1983-06-01,2623.4
1983-07-01,2637.2
1983-08-01,2638.1
1983-09-01,2641.9
1983-10-01,2664.7
1983-11-01,2671.0
1983-12-01,2698.9
1984-01-01,2719.9
1984-02-01,2686.5
1984-03-01,2705.0
1984-04-01,2724.9
1984-05-01,2740.5
1984-06-01,2757.8
1984-07-01,2745.2
1984-08-01,2751.6
1984-09-01,2767.0
1984-10-01,2761.2
1984-11-01,2795.7
1984-12-01,2797.7
1985-01-01,2817.2
1985-02-01,2831.1
1985-03-01,2826.3
1985-04-01,2835.9
1985-05-01,2862.8
1985-06-01,2850.5
1985-07-01,2863.7
1985-08-01,2889.9
1985-09-01,2926.4
1985-10-01,2880.8
1985-11-01,2890.2
1985-12-01,2915.0
1986-01-01,2925.4
1986-02-01,2916.5
1986-03-01,2925.2
1986-04-01,2940.2
1986-05-01,2954.5
1986-06-01,2949.0
1986-07-01,2965.5
1986-08-01,2977.9
1986-09-01,3037.7
1986-10-01,2996.8
1986-11-01,2988.9
1986-12-01,3051.7
1987-01-01,2976.9
1987-02-01,3028.9
1987-03-01,3028.7
1987-04-01,3042.8
1987-05-01,3042.1
1987-06-01,3055.5
1987-07-01,3068.2
1987-08-01,3090.2
1987-09-01,3069.1
1987-10-01,3066.5
1987-11-01,3066.9
1987-12-01,3090.8
1988-01-01,3118.3
1988-02-01,3121.3
1988-03-01,3144.9
1988-04-01,3131.0
1988-05-01,3148.0
1988-06-01,3164.5
1988-07-01,3168.0
1988-08-01,3177.2
1988-09-01,3166.5
1988-10-01,3195.7
1988-11-01,3198.9
1988-12-01,3214.0
1989-01-01,3211.6
1989-02-01,3204.4
1989-03-01,3194.9
1989-04-01,3217.8
1989-05-01,3207.5
1989-06-01,3211.3
1989-07-01,3219.7
1989-08-01,3251.9
1989-09-01,3234.5
1989-10-01,3232.8
1989-11-01,3233.7
1989-12-01,3259.4
1990-01-01,3269.7
1990-02-01,3254.4
1990-03-01,3254.5
1990-04-01,3263.3
1990-05-01,3250.8
1990-06-01,3266.1
1990-07-01,3275.1
1990-08-01,3274.5
1990-09-01,3272.2
1990-10-01,3254.9
1990-11-01,3247.3
1990-12-01,3241.6
1991-01-01,3205.9
1991-02-01,3214.6
1991-03-01,3250.0
1991-04-01,3225.5
1991-05-01,3242.5
1991-06-01,3250.0
1991-07-01,3256.5
1991-08-01,3245.0
1991-09-01,3252.1
1991-10-01,3239.8
1991-11-01,3250.1
1991-12-01,3257.0
1992-01-01,3291.7
1992-02-01,3295.6
1992-03-01,3280.5
1992-04-01,3280.3
1992-05-01,3284.8
1992-06-01,3300.3
1992-07-01,3312.6
1992-08-01,3315.3
1992-09-01,3327.2
1992-10-01,3348.2
1992-11-01,3352.7
1992-12-01,3378.7
1993-01-01,3378.0
1993-02-01,3372.8
1993-03-01,3358.8
