observation_date,BOGZ1FL153064486Q_20210715
1974-01-01,17.6576935763
1974-04-01,15.6041766993
1974-07-01,11.6773597066
1974-10-01,11.4232791300
1975-01-01,13.5917913364
1975-04-01,14.9944941647
1975-07-01,13.0828304422
1975-10-01,13.6835114915
1976-01-01,15.3431601159
1976-04-01,15.3622181164
1976-07-01,15.2779895483
1976-10-01,15.4071165821
1977-01-01,14.0151245347
1977-04-01,14.0463814399
1977-07-01,13.1579052931
1977-10-01,12.2961063550
1978-01-01,11.3696078853
1978-04-01,11.7658172880
1978-07-01,12.1816896121
1978-10-01,11.3973052790
1979-01-01,11.7600313238
1979-04-01,11.6549613464
1979-07-01,11.9809498814
1979-10-01,12.0931526805
1980-01-01,10.9455963692
1980-04-01,12.0307362792
1980-07-01,12.9955583023
1980-10-01,13.8524416058
1981-01-01,13.6399389162
1981-04-01,13.1413227591
1981-07-01,11.0750082031
1981-10-01,11.5729322769
1982-01-01,9.9691055018
1982-04-01,9.4782088914
1982-07-01,9.9398396386
1982-10-01,11.5386699908
1983-01-01,12.3330829474
1983-04-01,13.4105233029
1983-07-01,12.8349086376
1983-10-01,12.0973569761
1984-01-01,11.3645222215
1984-04-01,10.4879816374
1984-07-01,10.7960772328
1984-10-01,10.6439528413
1985-01-01,11.1499119702
1985-04-01,11.4742538332
1985-07-01,10.6508041015
1985-10-01,12.1501292169
1986-01-01,13.2480085038
1986-04-01,13.4541043796
1986-07-01,12.1010340032
1986-10-01,13.0868388267
1987-01-01,14.9567808759
1987-04-01,14.7852485578
1987-07-01,15.1493962960
1987-10-01,12.3723251864
1988-01-01,13.0182785485
1988-04-01,13.4404926372
1988-07-01,13.2987133077
1988-10-01,13.7229282923
1989-01-01,14.0615012260
1989-04-01,14.5664616400
1989-07-01,15.3390126539
1989-10-01,15.5246634438
1990-01-01,14.5338063126
1990-04-01,14.8672547767
1990-07-01,12.4852228697
1990-10-01,13.6339202297
1991-01-01,15.2673107739
1991-04-01,15.0974968642
1991-07-01,15.8582358971
1991-10-01,17.7115100962
1992-01-01,17.3664798095
1992-04-01,17.2056617346
1992-07-01,17.5707472144
1992-10-01,19.2203912004
1993-01-01,19.5934794028
1993-04-01,19.7398828265
1993-07-01,20.3244735948
1993-10-01,20.8459501770
1994-01-01,20.0681275718
1994-04-01,19.7713924781
1994-07-01,20.1562020044
1994-10-01,19.9446742190
1995-01-01,20.9442212077
1995-04-01,21.9784514765
1995-07-01,23.1958576784
1995-10-01,24.1711881534
1996-01-01,24.8989935308
1996-04-01,25.4993080083
1996-07-01,25.5861538899
1996-10-01,26.3410854741
1997-01-01,26.3591181585
1997-04-01,29.0389747820
1997-07-01,30.3926007428
1997-10-01,30.2374116041
1998-01-01,32.6025667247
1998-04-01,32.5824390270
1998-07-01,29.4282352022
1998-10-01,33.0307093732
1999-01-01,33.0309506878
1999-04-01,34.7730892757
1999-07-01,33.3595915594
1999-10-01,37.1290911929
2000-01-01,38.2514300918
2000-04-01,36.9572585166
2000-07-01,36.4264833901
2000-10-01,33.0731410304
2001-01-01,30.0198454055
2001-04-01,31.4561267245
2001-07-01,27.2875297407
2001-10-01,29.5890817972
2002-01-01,29.6046053936
2002-04-01,27.0871329391
2002-07-01,22.7863860422
2002-10-01,23.7775314760
2003-01-01,22.5668116726
2003-04-01,25.3104238519
2003-07-01,26.3360821209
2003-10-01,28.4254959324
2004-01-01,28.3494311155
2004-04-01,28.1037360431
2004-07-01,27.4605203765
2004-10-01,28.7314018682
2005-01-01,28.5042699867
2005-04-01,28.7461604914
2005-07-01,29.6001987855
2005-10-01,29.6156879864
2006-01-01,31.0276320285
2006-04-01,30.2407680156
2006-07-01,30.5447272212
2006-10-01,31.9113384556
2007-01-01,32.2916164875
2007-04-01,32.8548106816
2007-07-01,32.4418920885
2007-10-01,30.8349152348
2008-01-01,28.6699243997
2008-04-01,27.8867194531
2008-07-01,24.9430624578
2008-10-01,20.4084702550
2009-01-01,18.3525543396
2009-04-01,21.6139145206
2009-07-01,24.3237456122
2009-10-01,24.8890548918
2010-01-01,25.6880308586
2010-04-01,23.3515481975
2010-07-01,25.2337137490
2010-10-01,26.8773779908
2011-01-01,28.0398670790
2011-04-01,27.5854374312
2011-07-01,23.6676565514
2011-10-01,24.8281720072
2012-01-01,26.9911017859
2012-04-01,25.9906013809
2012-07-01,26.7660238659
2012-10-01,26.5828158336
2013-01-01,28.6035991607
2013-04-01,28.9698025117
2013-07-01,29.8616844554
2013-10-01,31.0967999722
2014-01-01,31.6989474057
2014-04-01,32.5664316632
2014-07-01,31.8993722420
2014-10-01,32.3047421401
2015-01-01,32.5372864161
2015-04-01,32.5734626686
2015-07-01,30.4705156309
2015-10-01,31.3315196598
2016-01-01,31.2969628496
2016-04-01,31.5837854111
2016-07-01,31.9802005465
2016-10-01,32.3934576064
2017-01-01,33.3683805080
2017-04-01,33.8175613530
2017-07-01,34.3708266271
2017-10-01,35.2817366333
2018-01-01,34.8818212702
2018-04-01,35.0119763940
2018-07-01,35.8413352952
2018-10-01,32.0943592558
2019-01-01,34.9620477459
2019-04-01,35.1845686767
2019-07-01,34.7507398210
2019-10-01,36.0963017156
2020-01-01,30.2814495995
2020-04-01,34.0850190436
2020-07-01,35.8256441729
2020-10-01,38.7388031750
2021-01-01,40.2503540853
