observation_date,BOGZ1FL153064486Q_20200415
1974-01-01,17.6749044383
1974-04-01,15.6198263935
1974-07-01,11.6895540052
1974-10-01,11.4352072773
1975-01-01,13.6057067031
1975-04-01,15.0095665625
1975-07-01,13.0962787373
1975-10-01,13.6974551119
1976-01-01,15.3585961460
1976-04-01,15.3776233107
1976-07-01,15.2933611563
1976-10-01,15.4225514474
1977-01-01,14.0293830377
1977-04-01,14.0606872873
1977-07-01,13.1713803806
1977-10-01,12.3087524132
1978-01-01,11.3813661712
1978-04-01,11.7778960963
1978-07-01,12.1940871707
1978-10-01,11.4089576327
1979-01-01,11.7719558997
1979-04-01,11.6667280028
1979-07-01,11.9929139892
1979-10-01,12.1050978400
1980-01-01,10.9565330456
1980-04-01,12.0425614354
1980-07-01,13.0080825522
1980-10-01,13.8655431988
1981-01-01,13.6528535686
1981-04-01,13.1538193826
1981-07-01,11.0857436706
1981-10-01,11.5839787343
1982-01-01,9.9762438144
1982-04-01,9.4875440451
1982-07-01,9.9495695307
1982-10-01,11.5496274778
1983-01-01,12.3446747029
1983-04-01,13.4229762553
1983-07-01,12.8468666783
1983-10-01,12.1086819756
1984-01-01,11.3752907689
1984-04-01,10.4979871913
1984-07-01,10.8063246435
1984-10-01,10.6539969980
1985-01-01,11.1603216047
1985-04-01,11.4849429308
1985-07-01,10.6608191062
1985-10-01,12.1613034187
1986-01-01,13.2601524103
1986-04-01,13.4663767291
1986-07-01,12.1121959342
1986-10-01,13.0986991500
1987-01-01,14.9699045187
1987-04-01,14.7978130518
1987-07-01,15.1616570702
1987-10-01,12.3828682785
1988-01-01,13.0294896579
1988-04-01,13.4516124197
1988-07-01,13.3092692602
1988-10-01,13.7328902256
1989-01-01,14.0713387146
1989-04-01,14.5773216229
1989-07-01,15.3500767193
1989-10-01,15.5358453214
1990-01-01,14.5548628199
1990-04-01,14.9006542429
1990-07-01,12.5164737992
1990-10-01,13.6766914180
1991-01-01,15.3032648886
1991-04-01,15.1396751911
1991-07-01,15.9085933391
1991-10-01,17.7576796276
1992-01-01,17.5533956455
1992-04-01,17.4053704455
1992-07-01,17.7692545426
1992-10-01,19.4227667773
1993-01-01,19.8143074479
1993-04-01,19.9616029929
1993-07-01,20.5573312640
1993-10-01,21.0874114993
1994-01-01,20.3189489166
1994-04-01,20.0318403879
1994-07-01,20.4333072803
1994-10-01,20.2260232897
1995-01-01,21.2313912014
1995-04-01,22.2749081158
1995-07-01,23.4999915086
1995-10-01,24.4781656581
1996-01-01,25.2067062111
1996-04-01,25.8126725117
1996-07-01,25.9061020340
1996-10-01,26.8039430640
1997-01-01,26.8270361301
1997-04-01,29.5539226765
1997-07-01,30.9435236667
1997-10-01,30.7690046606
1998-01-01,33.1555045328
1998-04-01,33.1247768168
1998-07-01,29.9233257139
1998-10-01,33.5315809261
1999-01-01,33.5408872798
1999-04-01,35.3073064788
1999-07-01,33.8868637725
1999-10-01,37.6846550518
2000-01-01,38.8191869411
2000-04-01,37.5155233876
2000-07-01,36.9672372118
2000-10-01,33.5300003129
2001-01-01,30.4307965142
2001-04-01,31.8991935240
2001-07-01,27.6679183354
2001-10-01,29.9884766452
2002-01-01,30.0324426985
2002-04-01,27.4375695217
2002-07-01,23.0557734939
2002-10-01,23.8786660565
2003-01-01,22.6518753943
2003-04-01,25.4082960343
2003-07-01,26.4282292613
2003-10-01,28.5163111798
2004-01-01,28.3791451445
2004-04-01,28.1083874392
2004-07-01,27.4470909755
2004-10-01,28.7035530587
2005-01-01,28.4305458366
2005-04-01,28.6476760893
2005-07-01,29.4825183113
2005-10-01,29.4842784759
2006-01-01,30.9030300931
2006-04-01,30.1712703207
2006-07-01,30.5220768203
2006-10-01,31.8938555115
2007-01-01,32.2882229480
2007-04-01,32.9166842138
2007-07-01,32.5601024037
2007-10-01,30.9793711432
2008-01-01,28.8248696950
2008-04-01,28.0816395673
2008-07-01,25.1335307204
2008-10-01,20.5668792043
2009-01-01,18.5534140392
2009-04-01,21.8279840486
2009-07-01,24.5568735827
2009-10-01,25.1387543680
2010-01-01,25.9357455181
2010-04-01,23.5965763624
2010-07-01,25.4947285102
2010-10-01,27.1401866985
2011-01-01,28.2954646786
2011-04-01,27.8148973923
2011-07-01,23.8483217688
2011-10-01,25.0109948024
2012-01-01,27.1358937979
2012-04-01,26.0987791429
2012-07-01,26.8368714918
2012-10-01,26.6385998602
2013-01-01,28.6020852098
2013-04-01,28.9474762329
2013-07-01,29.8532426104
2013-10-01,31.0715950461
2014-01-01,31.6143461533
2014-04-01,32.4633028179
2014-07-01,31.7683425569
2014-10-01,32.1253913999
2015-01-01,32.3217219718
2015-04-01,32.3694367532
2015-07-01,30.2722133038
2015-10-01,31.1339797724
2016-01-01,31.0966891194
2016-04-01,31.3837812204
2016-07-01,31.7783551411
2016-10-01,32.1858835643
2017-01-01,33.1508697988
2017-04-01,33.6249698934
2017-07-01,34.1808604453
2017-10-01,35.1062596974
2018-01-01,34.6883486291
2018-04-01,34.7974018862
2018-07-01,35.6050322103
2018-10-01,31.9750623053
2019-01-01,34.2870424100
2019-04-01,34.5577415049
2019-07-01,34.1187520016
2019-10-01,35.7330021452
