observation_date,UEMP15OV_19811115
1978-01-01,1612
1978-02-01,1546
1978-03-01,1489
1978-04-01,1448
1978-05-01,1378
1978-06-01,1326
1978-07-01,1335
1978-08-01,1220
1978-09-01,1284
1978-10-01,1294
1978-11-01,1214
1978-12-01,1234
1979-01-01,1217
1979-02-01,1251
1979-03-01,1314
1979-04-01,1205
1979-05-01,1191
1979-06-01,1157
1979-07-01,1074
1979-08-01,1174
1979-09-01,1142
1979-10-01,1191
1979-11-01,1211
1979-12-01,1247
1980-01-01,1319
1980-02-01,1299
1980-03-01,1391
1980-04-01,1599
1980-05-01,1686
1980-06-01,1777
1980-07-01,1935
1980-08-01,2150
1980-09-01,2295
1980-10-01,2292
1980-11-01,2329
1980-12-01,2378
1981-01-01,2358
1981-02-01,2250
1981-03-01,2192
1981-04-01,2105
1981-05-01,2168
1981-06-01,2315
1981-07-01,2100
1981-08-01,2194
1981-09-01,2212
1981-10-01,2251
