observation_date,CSCICP03USM665S_20170215
1977-01-01,100.1276
1977-02-01,100.2203
1977-03-01,100.3269
1977-04-01,100.4042
1977-05-01,100.4142
1977-06-01,100.3693
1977-07-01,100.2748
1977-08-01,100.1268
1977-09-01,99.9595
1977-10-01,99.8125
1977-11-01,99.7184
1977-12-01,99.6680
1978-01-01,99.6351
1978-02-01,99.5550
1978-03-01,99.4172
1978-04-01,99.4160
1978-05-01,99.4401
1978-06-01,99.4044
1978-07-01,99.3780
1978-08-01,99.2794
1978-09-01,99.1846
1978-10-01,98.9555
1978-11-01,98.5694
1978-12-01,98.2196
1979-01-01,98.1943
1979-02-01,98.1790
1979-03-01,97.9882
1979-04-01,97.7923
1979-05-01,97.6615
1979-06-01,97.4785
1979-07-01,97.3170
1979-08-01,97.3538
1979-09-01,97.3943
1979-10-01,97.3188
1979-11-01,97.3008
1979-12-01,97.3407
1980-01-01,97.4254
1980-02-01,97.2173
1980-03-01,96.6765
1980-04-01,96.2568
1980-05-01,96.2219
1980-06-01,96.6180
1980-07-01,97.1909
1980-08-01,97.8139
1980-09-01,98.3390
1980-10-01,98.5622
1980-11-01,98.4522
1980-12-01,98.0803
1981-01-01,97.9305
1981-02-01,97.8348
1981-03-01,97.9354
1981-04-01,98.2512
1981-05-01,98.5292
1981-06-01,98.6239
1981-07-01,98.6786
1981-08-01,98.6534
1981-09-01,98.3885
1981-10-01,97.9946
1981-11-01,97.6348
1981-12-01,97.5891
1982-01-01,97.6954
1982-02-01,97.6077
1982-03-01,97.4780
1982-04-01,97.5148
1982-05-01,97.5829
1982-06-01,97.5781
1982-07-01,97.5953
1982-08-01,97.7211
1982-09-01,97.9809
1982-10-01,98.2139
1982-11-01,98.2717
1982-12-01,98.2684
1983-01-01,98.3694
1983-02-01,98.7718
1983-03-01,99.4261
1983-04-01,100.1287
1983-05-01,100.5974
1983-06-01,100.7459
1983-07-01,100.7099
1983-08-01,100.5688
1983-09-01,100.4527
1983-10-01,100.4595
1983-11-01,100.6530
1983-12-01,100.9863
1984-01-01,101.3193
1984-02-01,101.4510
1984-03-01,101.4806
1984-04-01,101.3586
1984-05-01,101.2804
1984-06-01,101.2320
1984-07-01,101.3029
1984-08-01,101.4292
1984-09-01,101.4518
1984-10-01,101.2844
1984-11-01,101.1032
1984-12-01,100.9721
1985-01-01,100.9539
1985-02-01,100.9112
1985-03-01,100.8898
1985-04-01,100.8908
1985-05-01,100.8918
1985-06-01,100.9519
1985-07-01,100.8809
1985-08-01,100.7328
1985-09-01,100.5823
1985-10-01,100.4846
1985-11-01,100.5904
1985-12-01,100.8082
1986-01-01,100.9928
1986-02-01,101.0808
1986-03-01,101.1058
1986-04-01,101.1460
1986-05-01,101.2050
1986-06-01,101.3009
1986-07-01,101.2428
1986-08-01,101.0645
1986-09-01,100.8943
1986-10-01,100.8034
1986-11-01,100.6233
1986-12-01,100.4722
1987-01-01,100.4402
1987-02-01,100.4702
1987-03-01,100.5426
1987-04-01,100.6217
1987-05-01,100.6544
1987-06-01,100.7260
1987-07-01,100.8279
1987-08-01,100.8326
1987-09-01,100.6509
1987-10-01,100.3099
1987-11-01,100.0402
1987-12-01,100.1109
1988-01-01,100.3694
1988-02-01,100.6059
1988-03-01,100.7661
1988-04-01,100.8091
1988-05-01,100.9002
1988-06-01,100.9672
1988-07-01,101.0340
1988-08-01,101.1412
1988-09-01,101.1261
1988-10-01,100.9871
1988-11-01,100.8865
1988-12-01,100.9128
1989-01-01,101.0522
1989-02-01,101.0322
1989-03-01,100.8891
1989-04-01,100.6933
1989-05-01,100.5633
1989-06-01,100.5315
1989-07-01,100.5800
1989-08-01,100.6610
1989-09-01,100.8125
1989-10-01,100.7954
1989-11-01,100.6716
1989-12-01,100.5977
1990-01-01,100.5951
1990-02-01,100.5771
1990-03-01,100.6458
1990-04-01,100.6981
1990-05-01,100.5687
1990-06-01,100.2841
1990-07-01,99.8034
1990-08-01,99.0320
1990-09-01,98.2910
1990-10-01,97.6987
1990-11-01,97.4884
1990-12-01,97.5523
1991-01-01,97.8995
1991-02-01,98.5330
1991-03-01,99.2554
1991-04-01,99.4594
1991-05-01,99.4424
1991-06-01,99.5076
1991-07-01,99.5688
1991-08-01,99.5332
1991-09-01,99.3337
1991-10-01,98.8589
1991-11-01,98.2705
1991-12-01,97.9243
1992-01-01,97.8757
1992-02-01,98.1200
1992-03-01,98.5582
1992-04-01,98.9063
1992-05-01,99.1045
1992-06-01,99.1103
1992-07-01,98.9361
1992-08-01,98.7840
1992-09-01,98.7736
1992-10-01,99.0342
1992-11-01,99.6572
1992-12-01,100.1642
1993-01-01,100.2969
1993-02-01,100.1811
1993-03-01,99.9943
1993-04-01,99.7632
1993-05-01,99.4678
1993-06-01,99.2382
1993-07-01,99.0248
1993-08-01,98.9701
1993-09-01,99.0918
1993-10-01,99.3730
1993-11-01,99.7110
1993-12-01,100.2015
1994-01-01,100.6238
1994-02-01,100.7746
1994-03-01,100.7638
1994-04-01,100.7341
1994-05-01,100.6714
1994-06-01,100.5648
1994-07-01,100.4920
1994-08-01,100.5382
1994-09-01,100.6091
1994-10-01,100.7034
1994-11-01,100.8181
1994-12-01,100.9951
1995-01-01,101.0774
1995-02-01,100.9441
1995-03-01,100.7224
1995-04-01,100.6262
1995-05-01,100.6135
1995-06-01,100.7409
1995-07-01,100.8586
1995-08-01,100.8245
1995-09-01,100.5869
1995-10-01,100.4297
1995-11-01,100.3517
1995-12-01,100.3758
1996-01-01,100.3921
1996-02-01,100.4635
1996-03-01,100.6087
1996-04-01,100.6374
1996-05-01,100.6167
1996-06-01,100.7250
1996-07-01,100.8841
1996-08-01,101.0039
1996-09-01,101.0945
1996-10-01,101.2164
1996-11-01,101.3200
1996-12-01,101.3352
1997-01-01,101.3858
1997-02-01,101.5034
1997-03-01,101.6358
1997-04-01,101.8001
1997-05-01,101.9858
1997-06-01,102.1549
1997-07-01,102.2687
1997-08-01,102.2714
1997-09-01,102.2822
1997-10-01,102.2754
1997-11-01,102.2570
1997-12-01,102.2255
1998-01-01,102.3777
1998-02-01,102.5404
1998-03-01,102.5480
1998-04-01,102.5266
1998-05-01,102.4278
1998-06-01,102.3092
1998-07-01,102.1734
1998-08-01,101.9816
1998-09-01,101.7418
1998-10-01,101.6061
1998-11-01,101.6993
1998-12-01,101.8417
1999-01-01,102.0806
1999-02-01,102.2882
1999-03-01,102.3233
1999-04-01,102.3185
1999-05-01,102.3620
1999-06-01,102.3731
1999-07-01,102.3177
1999-08-01,102.2563
1999-09-01,102.2461
1999-10-01,102.2256
1999-11-01,102.3431
1999-12-01,102.5062
2000-01-01,102.7350
2000-02-01,102.7875
2000-03-01,102.7072
2000-04-01,102.6888
2000-05-01,102.6637
2000-06-01,102.5657
2000-07-01,102.5325
2000-08-01,102.4979
2000-09-01,102.4484
2000-10-01,102.3403
2000-11-01,102.0899
2000-12-01,101.5642
2001-01-01,101.0433
2001-02-01,100.6626
2001-03-01,100.4983
2001-04-01,100.4654
2001-05-01,100.5878
2001-06-01,100.6664
2001-07-01,100.5808
2001-08-01,100.2805
2001-09-01,99.8479
2001-10-01,99.6919
2001-11-01,99.8390
2001-12-01,100.1950
2002-01-01,100.5393
2002-02-01,100.7456
2002-03-01,100.9321
2002-04-01,100.9846
2002-05-01,100.9587
2002-06-01,100.7090
2002-07-01,100.3747
2002-08-01,100.0992
2002-09-01,99.8582
2002-10-01,99.6763
2002-11-01,99.6913
2002-12-01,99.6888
2003-01-01,99.5108
2003-02-01,99.3530
2003-03-01,99.4359
2003-04-01,99.8687
2003-05-01,100.2954
2003-06-01,100.4511
2003-07-01,100.4533
2003-08-01,100.3642
2003-09-01,100.3289
2003-10-01,100.4767
2003-11-01,100.7682
2003-12-01,101.0705
2004-01-01,101.3492
2004-02-01,101.2359
2004-03-01,101.0685
2004-04-01,100.8978
2004-05-01,100.8196
2004-06-01,100.9572
2004-07-01,101.0683
2004-08-01,101.0437
2004-09-01,100.9251
2004-10-01,100.8361
2004-11-01,100.9002
2004-12-01,101.0356
2005-01-01,101.0209
2005-02-01,100.8656
2005-03-01,100.6367
2005-04-01,100.4487
2005-05-01,100.5165
2005-06-01,100.7661
2005-07-01,100.6728
2005-08-01,100.0828
2005-09-01,99.3658
2005-10-01,99.1331
2005-11-01,99.5187
2005-12-01,100.0942
2006-01-01,100.3538
2006-02-01,100.3053
2006-03-01,100.1742
2006-04-01,99.9233
2006-05-01,99.6420
2006-06-01,99.6213
2006-07-01,99.6574
2006-08-01,99.7554
2006-09-01,100.0698
2006-10-01,100.4886
2006-11-01,100.7190
2006-12-01,100.8341
2007-01-01,100.8660
2007-02-01,100.6435
2007-03-01,100.3725
2007-04-01,100.1990
2007-05-01,100.1388
2007-06-01,100.0983
2007-07-01,100.0752
2007-08-01,99.8467
2007-09-01,99.5923
2007-10-01,99.2986
2007-11-01,99.0136
2007-12-01,98.8460
2008-01-01,98.6848
2008-02-01,98.2969
2008-03-01,97.8293
2008-04-01,97.3021
2008-05-01,96.9237
2008-06-01,96.8047
2008-07-01,97.0073
2008-08-01,97.2641
2008-09-01,97.3400
2008-10-01,96.9878
2008-11-01,96.7317
2008-12-01,96.7243
2009-01-01,96.7315
2009-02-01,96.7055
2009-03-01,96.9070
2009-04-01,97.3541
2009-05-01,97.7389
2009-06-01,97.8981
2009-07-01,97.8530
2009-08-01,97.8966
2009-09-01,98.0741
2009-10-01,98.1036
2009-11-01,98.1176
2009-12-01,98.2914
2010-01-01,98.4524
2010-02-01,98.5073
2010-03-01,98.5042
2010-04-01,98.4839
2010-05-01,98.4826
2010-06-01,98.3879
2010-07-01,98.1046
2010-08-01,97.9317
2010-09-01,97.8811
2010-10-01,97.9792
2010-11-01,98.2353
2010-12-01,98.4850
2011-01-01,98.5928
2011-02-01,98.5440
2011-03-01,98.3015
2011-04-01,98.2434
2011-05-01,98.2277
2011-06-01,97.9219
2011-07-01,97.3476
2011-08-01,96.8574
2011-09-01,96.7906
2011-10-01,97.0212
2011-11-01,97.4609
2011-12-01,98.0048
2012-01-01,98.4685
2012-02-01,98.7270
2012-03-01,98.8516
2012-04-01,98.8865
2012-05-01,98.8304
2012-06-01,98.6250
2012-07-01,98.5527
2012-08-01,98.7233
2012-09-01,99.0410
2012-10-01,99.2688
2012-11-01,99.1820
2012-12-01,98.8466
2013-01-01,98.7176
2013-02-01,98.8211
2013-03-01,98.9887
2013-04-01,99.2017
2013-05-01,99.5416
2013-06-01,99.7174
2013-07-01,99.6795
2013-08-01,99.3973
2013-09-01,99.0144
2013-10-01,98.7777
2013-11-01,98.8787
2013-12-01,99.1838
2014-01-01,99.3576
2014-02-01,99.4280
2014-03-01,99.4604
2014-04-01,99.5338
2014-05-01,99.5201
2014-06-01,99.4936
2014-07-01,99.4853
2014-08-01,99.5807
2014-09-01,99.7861
2014-10-01,100.0749
2014-11-01,100.4292
2014-12-01,100.8220
2015-01-01,101.0867
2015-02-01,101.0890
2015-03-01,100.9923
2015-04-01,100.9375
2015-05-01,100.8570
2015-06-01,100.8711
2015-07-01,100.7562
2015-08-01,100.5665
2015-09-01,100.3955
2015-10-01,100.4247
2015-11-01,100.5414
2015-12-01,100.6386
2016-01-01,100.6517
2016-02-01,100.6143
2016-03-01,100.5745
2016-04-01,100.5968
2016-05-01,100.7198
2016-06-01,100.6980
2016-07-01,100.5503
2016-08-01,100.4403
2016-09-01,100.4122
2016-10-01,100.4767
2016-11-01,100.8048
2016-12-01,101.1913
2017-01-01,101.5046
