observation_date,NONREVSL_20150515
1951-12-01,24.6280
1952-01-01,24.8019
1952-02-01,25.1519
1952-03-01,25.1956
1952-04-01,25.5481
1952-05-01,26.1465
1952-06-01,26.7624
1952-07-01,27.2102
1952-08-01,27.4688
1952-09-01,27.8698
1952-10-01,28.4966
1952-11-01,29.0491
1952-12-01,29.6856
1953-01-01,30.4795
1953-02-01,30.8866
1953-03-01,31.6393
1953-04-01,32.1174
1953-05-01,32.4318
1953-06-01,32.5016
1953-07-01,32.7923
1953-08-01,33.0606
1953-09-01,33.2557
1953-10-01,33.4823
1953-11-01,33.5583
1953-12-01,33.6969
1954-01-01,34.0649
1954-02-01,33.7014
1954-03-01,33.5077
1954-04-01,33.7065
1954-05-01,33.7048
1954-06-01,33.8154
1954-07-01,34.0572
1954-08-01,34.0096
1954-09-01,34.1373
1954-10-01,34.3634
1954-11-01,34.6086
1954-12-01,35.0283
1955-01-01,35.3725
1955-02-01,35.9254
1955-03-01,36.5303
1955-04-01,37.2352
1955-05-01,37.7368
1955-06-01,38.5367
1955-07-01,39.0294
1955-08-01,39.7328
1955-09-01,40.3942
1955-10-01,40.8337
1955-11-01,41.3668
1955-12-01,41.8690
1956-01-01,42.1201
1956-02-01,42.5611
1956-03-01,43.2053
1956-04-01,43.3840
1956-05-01,43.7996
1956-06-01,44.0536
1956-07-01,44.1734
1956-08-01,44.4989
1956-09-01,44.7790
1956-10-01,44.9342
1956-11-01,45.4008
1956-12-01,45.4482
1957-01-01,45.7005
1957-02-01,46.0422
1957-03-01,46.2453
1957-04-01,46.5174
1957-05-01,46.8380
1957-06-01,47.0003
1957-07-01,47.3685
1957-08-01,47.6462
1957-09-01,47.7415
1957-10-01,47.8790
1957-11-01,47.9597
1957-12-01,48.0783
1958-01-01,48.2925
1958-02-01,48.0975
1958-03-01,47.7734
1958-04-01,47.6625
1958-05-01,47.6183
1958-06-01,47.5074
1958-07-01,47.5523
1958-08-01,47.5930
1958-09-01,47.7129
1958-10-01,47.8232
1958-11-01,47.9875
1958-12-01,48.3944
1959-01-01,48.9612
1959-02-01,49.5137
1959-03-01,50.0077
1959-04-01,50.4634
1959-05-01,51.0072
1959-06-01,51.6754
1959-07-01,52.3569
1959-08-01,53.0385
1959-09-01,53.6838
1959-10-01,54.3660
1959-11-01,54.7948
1959-12-01,56.0107
1960-01-01,56.0156
1960-02-01,56.3646
1960-03-01,56.8629
1960-04-01,57.7114
1960-05-01,57.9510
1960-06-01,58.3871
1960-07-01,58.7467
1960-08-01,58.9472
1960-09-01,59.3647
1960-10-01,59.6290
1960-11-01,59.8740
1960-12-01,60.0253
1961-01-01,60.6719
1961-02-01,60.3101
1961-03-01,60.4555
1961-04-01,60.0759
1961-05-01,60.1797
1961-06-01,60.3348
1961-07-01,60.3960
1961-08-01,60.6195
1961-09-01,60.8831
1961-10-01,61.1582
1961-11-01,61.7483
1961-12-01,62.2485
1962-01-01,62.2828
1962-02-01,62.6404
1962-03-01,63.1286
1962-04-01,63.8669
1962-05-01,64.6010
1962-06-01,65.1374
1962-07-01,65.5122
1962-08-01,66.0551
1962-09-01,66.4383
1962-10-01,67.0289
1962-11-01,67.6421
1962-12-01,68.1267
1963-01-01,68.6565
1963-02-01,69.3768
1963-03-01,70.0734
1963-04-01,70.8016
1963-05-01,71.3351
1963-06-01,71.8756
1963-07-01,72.7165
1963-08-01,73.5762
1963-09-01,74.1698
1963-10-01,75.1130
1963-11-01,75.6069
1963-12-01,76.5815
1964-01-01,77.4614
1964-02-01,78.3362
1964-03-01,79.2404
1964-04-01,79.9082
1964-05-01,80.8345
1964-06-01,81.4282
1964-07-01,82.2945
1964-08-01,82.9731
1964-09-01,83.9220
1964-10-01,84.5302
1964-11-01,84.9440
1964-12-01,85.9596
1965-01-01,87.1826
1965-02-01,88.1520
1965-03-01,88.9161
1965-04-01,90.0474
1965-05-01,90.8859
1965-06-01,91.8301
1965-07-01,92.6946
1965-08-01,93.2871
1965-09-01,94.1265
1965-10-01,94.8045
1965-11-01,95.4053
1965-12-01,95.9547
1966-01-01,97.0307
1966-02-01,97.7584
1966-03-01,98.4464
1966-04-01,98.8051
1966-05-01,99.3054
1966-06-01,99.7887
1966-07-01,100.0614
1966-08-01,100.5867
1966-09-01,100.6725
1966-10-01,100.9531
1966-11-01,101.4374
1966-12-01,101.7882
1967-01-01,102.1986
1967-02-01,102.3626
1967-03-01,102.7322
1967-04-01,102.8859
1967-05-01,103.1514
1967-06-01,103.7410
1967-07-01,104.0943
1967-08-01,104.6775
1967-09-01,105.1723
1967-10-01,105.4407
1967-11-01,106.2966
1967-12-01,106.8426
1968-01-01,105.4556
1968-02-01,106.5696
1968-03-01,107.2763
1968-04-01,108.1199
1968-05-01,108.8386
1968-06-01,109.4534
1968-07-01,110.4380
1968-08-01,111.0758
1968-09-01,111.9145
1968-10-01,113.2731
1968-11-01,114.1988
1968-12-01,115.3576
1969-01-01,116.0885
1969-02-01,117.2327
1969-03-01,118.1238
1969-04-01,119.0851
1969-05-01,119.9711
1969-06-01,120.6527
1969-07-01,121.1403
1969-08-01,121.6115
1969-09-01,122.1602
1969-10-01,122.6928
1969-11-01,123.1053
1969-12-01,123.5514
1970-01-01,124.1098
1970-02-01,124.3886
1970-03-01,124.3719
1970-04-01,124.3412
1970-05-01,124.3961
1970-06-01,124.9053
1970-07-01,125.4340
1970-08-01,125.6422
1970-09-01,126.1642
1970-10-01,126.2772
1970-11-01,125.8925
1970-12-01,126.5901
1971-01-01,126.9951
1971-02-01,127.7001
1971-03-01,128.4387
1971-04-01,129.5326
1971-05-01,130.1989
1971-06-01,131.0291
1971-07-01,132.0072
1971-08-01,133.2073
1971-09-01,134.5358
1971-10-01,135.6132
1971-11-01,137.3290
1971-12-01,138.6848
1972-01-01,139.5685
1972-02-01,140.8307
1972-03-01,142.5358
1972-04-01,143.8940
1972-05-01,145.6212
1972-06-01,147.3673
1972-07-01,148.3219
1972-08-01,149.8062
1972-09-01,151.2456
1972-10-01,152.8350
1972-11-01,154.6998
1972-12-01,156.8099
1973-01-01,159.9138
1973-02-01,162.0961
1973-03-01,164.2533
1973-04-01,165.9378
1973-05-01,168.0843
1973-06-01,170.0822
1973-07-01,171.7875
1973-08-01,173.5258
1973-09-01,174.4120
1973-10-01,176.2884
1973-11-01,177.9465
1973-12-01,178.7441
1974-01-01,179.9857
1974-02-01,181.1889
1974-03-01,181.9810
1974-04-01,183.0211
1974-05-01,183.9174
1974-06-01,184.5982
1974-07-01,185.6419
1974-08-01,186.2901
1974-09-01,186.3662
1974-10-01,186.0041
1974-11-01,185.6791
1974-12-01,185.6766
1975-01-01,185.7888
1975-02-01,186.2862
1975-03-01,185.9321
1975-04-01,185.4002
1975-05-01,185.2833
1975-06-01,182.4524
1975-07-01,183.6937
1975-08-01,184.0440
1975-09-01,184.9384
1975-10-01,185.6232
1975-11-01,186.7897
1975-12-01,189.5067
1976-01-01,191.0882
1976-02-01,192.3589
1976-03-01,194.0245
1976-04-01,195.9040
1976-05-01,196.6059
1976-06-01,198.1543
1976-07-01,199.6873
1976-08-01,200.6093
1976-09-01,202.3559
1976-10-01,204.1199
1976-11-01,206.0994
1976-12-01,209.2325
1977-01-01,195.0495
1977-02-01,197.9943
1977-03-01,201.3503
1977-04-01,203.7764
1977-05-01,206.3328
1977-06-01,208.9786
1977-07-01,211.5142
1977-08-01,213.8687
1977-09-01,215.8880
1977-10-01,218.9419
1977-11-01,221.7937
1977-12-01,223.1479
1978-01-01,225.8407
1978-02-01,228.8438
1978-03-01,232.7836
1978-04-01,235.7939
1978-05-01,239.9054
1978-06-01,244.5538
1978-07-01,247.2705
1978-08-01,250.3313
1978-09-01,252.6691
1978-10-01,254.3674
1978-11-01,257.6895
1978-12-01,260.4094
1979-01-01,264.3151
1979-02-01,267.7167
1979-03-01,270.8310
1979-04-01,273.5549
1979-05-01,276.6570
1979-06-01,278.7675
1979-07-01,281.8594
1979-08-01,284.5140
1979-09-01,287.3735
1979-10-01,290.0706
1979-11-01,292.4744
1979-12-01,294.9927
1980-01-01,296.7259
1980-02-01,298.9271
1980-03-01,298.9030
1980-04-01,297.3272
1980-05-01,294.6617
1980-06-01,292.9128
1980-07-01,293.0198
1980-08-01,293.1319
1980-09-01,293.7719
1980-10-01,295.2404
1980-11-01,295.5586
1980-12-01,296.9500
1981-01-01,297.5381
1981-02-01,298.9336
1981-03-01,300.8449
1981-04-01,302.0075
1981-05-01,303.4656
1981-06-01,304.0015
1981-07-01,305.6330
1981-08-01,305.8553
1981-09-01,309.4010
1981-10-01,309.8294
1981-11-01,311.0026
1981-12-01,310.3734
1982-01-01,313.9713
1982-02-01,314.9083
1982-03-01,315.2602
1982-04-01,316.3795
1982-05-01,317.5896
1982-06-01,318.5002
1982-07-01,318.1064
1982-08-01,318.0583
1982-09-01,319.2141
1982-10-01,319.5211
1982-11-01,321.1263
1982-12-01,323.5004
1983-01-01,325.1015
1983-02-01,325.6048
1983-03-01,328.0415
1983-04-01,330.0234
1983-05-01,331.0682
1983-06-01,334.5518
1983-07-01,337.9349
1983-08-01,341.4276
1983-09-01,344.2571
1983-10-01,348.6508
1983-11-01,353.1904
1983-12-01,358.0416
1984-01-01,362.8772
1984-02-01,371.2025
1984-03-01,373.4931
1984-04-01,377.8142
1984-05-01,385.3542
1984-06-01,391.5756
1984-07-01,396.7631
1984-08-01,401.6860
1984-09-01,404.0245
1984-10-01,408.4255
1984-11-01,412.0182
1984-12-01,416.8934
1985-01-01,421.1375
1985-02-01,427.1080
1985-03-01,433.8068
1985-04-01,439.2803
1985-05-01,444.6858
1985-06-01,448.8111
1985-07-01,453.5187
1985-08-01,457.3056
1985-09-01,463.8122
1985-10-01,468.0714
1985-11-01,471.9313
1985-12-01,475.2454
1986-01-01,478.6147
1986-02-01,481.8807
1986-03-01,483.1986
1986-04-01,487.6174
1986-05-01,492.2209
1986-06-01,495.6464
1986-07-01,499.4899
1986-08-01,502.0458
1986-09-01,508.7758
1986-10-01,514.8808
1986-11-01,513.8042
1986-12-01,513.6821
1987-01-01,512.1596
1987-02-01,510.1084
1987-03-01,508.0959
1987-04-01,510.9096
1987-05-01,511.1635
1987-06-01,513.0637
1987-07-01,515.2624
1987-08-01,518.3539
1987-09-01,519.7503
1987-10-01,523.1101
1987-11-01,526.6911
1987-12-01,525.4649
1988-01-01,527.5891
1988-02-01,530.4300
1988-03-01,533.1753
1988-04-01,536.7773
1988-05-01,539.2963
1988-06-01,540.2260
1988-07-01,542.0938
1988-08-01,545.6667
1988-09-01,545.4676
1988-10-01,546.2732
1988-11-01,546.6490
1988-12-01,547.3246
1989-01-01,563.3000
1989-02-01,565.2782
1989-03-01,569.0943
1989-04-01,571.5709
1989-05-01,574.1197
1989-06-01,575.5432
1989-07-01,576.7313
1989-08-01,577.0139
1989-09-01,578.6451
1989-10-01,580.6198
1989-11-01,582.6720
1989-12-01,583.3823
1990-01-01,584.0674
1990-02-01,582.2686
1990-03-01,581.1587
1990-04-01,578.9774
1990-05-01,576.4748
1990-06-01,577.2279
1990-07-01,577.3012
1990-08-01,576.3437
1990-09-01,575.7112
1990-10-01,576.4845
1990-11-01,574.3686
1990-12-01,569.5880
1991-01-01,567.8857
1991-02-01,564.7423
1991-03-01,561.5111
1991-04-01,559.0751
1991-05-01,556.9011
1991-06-01,553.7482
1991-07-01,550.3073
1991-08-01,546.1292
1991-09-01,542.0771
1991-10-01,537.2687
1991-11-01,535.4977
1991-12-01,534.2604
1992-01-01,533.5962
1992-02-01,533.1583
1992-03-01,532.6864
1992-04-01,529.8289
1992-05-01,528.9161
1992-06-01,526.5687
1992-07-01,527.2506
1992-08-01,527.7433
1992-09-01,527.0220
1992-10-01,524.3484
1992-11-01,527.2382
1992-12-01,527.6690
1993-01-01,528.3306
1993-02-01,530.5277
1993-03-01,528.7659
1993-04-01,532.7808
1993-05-01,531.2884
1993-06-01,533.8506
1993-07-01,535.2867
1993-08-01,537.9714
1993-09-01,541.1550
1993-10-01,545.9625
1993-11-01,549.9594
1993-12-01,555.7426
1994-01-01,559.5002
1994-02-01,564.9391
1994-03-01,571.5558
1994-04-01,575.9738
1994-05-01,583.7661
1994-06-01,589.3632
1994-07-01,591.1893
1994-08-01,597.1325
1994-09-01,607.2917
1994-10-01,615.6897
1994-11-01,618.8334
1994-12-01,631.7322
1995-01-01,638.3919
1995-02-01,640.4557
1995-03-01,648.0722
1995-04-01,653.9516
1995-05-01,659.3069
1995-06-01,663.2905
1995-07-01,668.5957
1995-08-01,672.0363
1995-09-01,677.5805
1995-10-01,680.0781
1995-11-01,695.4200
1995-12-01,696.8243
1996-01-01,703.2756
1996-02-01,707.4964
1996-03-01,710.0923
1996-04-01,715.1215
1996-05-01,720.4539
1996-06-01,726.6877
1996-07-01,732.6304
1996-08-01,737.2099
1996-09-01,738.9870
1996-10-01,740.8945
1996-11-01,744.9104
1996-12-01,745.9205
1997-01-01,747.8950
1997-02-01,750.1373
1997-03-01,752.1903
1997-04-01,762.2228
1997-05-01,764.1973
1997-06-01,767.2923
1997-07-01,767.8857
1997-08-01,769.7745
1997-09-01,772.9126
1997-10-01,777.3451
1997-11-01,777.6494
1997-12-01,784.7518
1998-01-01,782.1016
1998-02-01,785.4484
1998-03-01,791.4559
1998-04-01,799.5495
1998-05-01,803.2467
1998-06-01,812.3919
1998-07-01,820.1669
1998-08-01,822.2460
1998-09-01,828.6740
1998-10-01,833.1073
1998-11-01,837.2349
1998-12-01,839.5817
1999-01-01,846.0599
1999-02-01,855.8606
1999-03-01,865.7216
1999-04-01,871.9362
1999-05-01,879.7689
1999-06-01,884.7046
1999-07-01,891.3822
1999-08-01,899.6977
1999-09-01,904.1727
1999-10-01,909.1403
1999-11-01,915.2326
1999-12-01,920.4095
2000-01-01,923.6736
2000-02-01,931.8527
2000-03-01,938.9397
2000-04-01,944.7918
2000-05-01,951.6508
2000-06-01,970.3895
2000-07-01,982.8244
2000-08-01,995.5935
2000-09-01,1007.0040
2000-10-01,1016.6512
2000-11-01,1026.9498
2000-12-01,1034.3234
2001-01-01,1043.0902
2001-02-01,1050.7195
2001-03-01,1057.9811
2001-04-01,1065.6513
2001-05-01,1071.5870
2001-06-01,1080.3656
2001-07-01,1089.4606
2001-08-01,1099.6677
2001-09-01,1106.9898
2001-10-01,1124.4317
2001-11-01,1145.1841
2001-12-01,1153.0121
2002-01-01,1152.6372
2002-02-01,1167.0833
2002-03-01,1174.7343
2002-04-01,1178.7303
2002-05-01,1186.2499
2002-06-01,1194.3676
2002-07-01,1202.9469
2002-08-01,1207.0106
2002-09-01,1207.3250
2002-10-01,1209.2117
2002-11-01,1215.2729
2002-12-01,1221.1648
2003-01-01,1227.7719
2003-02-01,1234.8044
2003-03-01,1241.5529
2003-04-01,1253.3474
2003-05-01,1263.7978
2003-06-01,1269.4535
2003-07-01,1275.6757
2003-08-01,1282.7999
2003-09-01,1291.0489
2003-10-01,1299.9599
2003-11-01,1301.3922
2003-12-01,1309.1024
2004-01-01,1317.5705
2004-02-01,1322.9781
2004-03-01,1331.6278
2004-04-01,1337.1614
2004-05-01,1342.7505
2004-06-01,1348.2582
2004-07-01,1351.0058
2004-08-01,1356.4235
2004-09-01,1366.5125
2004-10-01,1380.0229
2004-11-01,1386.5614
2004-12-01,1392.6940
2005-01-01,1392.1419
2005-02-01,1407.4514
2005-03-01,1415.5592
2005-04-01,1421.9770
2005-05-01,1423.4600
2005-06-01,1433.6518
2005-07-01,1442.3225
2005-08-01,1449.2025
2005-09-01,1451.9815
2005-10-01,1455.7605
2005-11-01,1457.7832
2005-12-01,1461.4098
2006-01-01,1491.6713
2006-02-01,1494.2071
2006-03-01,1501.5554
2006-04-01,1508.3775
2006-05-01,1512.9947
2006-06-01,1503.5363
2006-07-01,1509.2716
2006-08-01,1517.2658
2006-09-01,1525.2710
2006-10-01,1522.5038
2006-11-01,1529.2841
2006-12-01,1537.2881
2007-01-01,1539.2044
2007-02-01,1546.1406
2007-03-01,1553.4173
2007-04-01,1558.8024
2007-05-01,1566.8418
2007-06-01,1573.9249
2007-07-01,1583.7093
2007-08-01,1593.2928
2007-09-01,1600.4356
2007-10-01,1606.0452
2007-11-01,1611.5753
2007-12-01,1613.1184
2008-01-01,1621.5754
2008-02-01,1629.5538
2008-03-01,1636.0647
2008-04-01,1642.4477
2008-05-01,1646.9651
2008-06-01,1650.8889
2008-07-01,1654.4673
2008-08-01,1652.2690
2008-09-01,1652.6531
2008-10-01,1649.1502
2008-11-01,1648.9691
2008-12-01,1645.6913
2009-01-01,1650.4920
2009-02-01,1649.3003
2009-03-01,1644.4756
2009-04-01,1640.8343
2009-05-01,1647.3302
2009-06-01,1633.1914
2009-07-01,1633.2157
2009-08-01,1632.2738
2009-09-01,1629.3348
2009-10-01,1633.2465
2009-11-01,1631.9876
2009-12-01,1635.8607
2010-01-01,1630.9419
2010-02-01,1627.0631
2010-03-01,1637.1057
2010-04-01,1636.2647
2010-05-01,1638.4214
2010-06-01,1642.1284
2010-07-01,1643.8632
2010-08-01,1650.7147
2010-09-01,1659.9851
2010-10-01,1675.4743
2010-11-01,1680.9359
2010-12-01,1807.3859
2011-01-01,1819.6329
2011-02-01,1830.5095
2011-03-01,1837.4840
2011-04-01,1847.6661
2011-05-01,1853.3097
2011-06-01,1859.1367
2011-07-01,1883.2366
2011-08-01,1875.9918
2011-09-01,1884.6144
2011-10-01,1888.2118
2011-11-01,1902.5228
2011-12-01,1914.1971
2012-01-01,1927.3629
2012-02-01,1935.5446
2012-03-01,1950.8457
2012-04-01,1966.0909
2012-05-01,1980.0014
2012-06-01,1996.6103
2012-07-01,2005.7716
2012-08-01,2020.0876
2012-09-01,2031.7587
2012-10-01,2046.4415
2012-11-01,2061.3276
2012-12-01,2076.9685
2013-01-01,2089.5759
2013-02-01,2107.2996
2013-03-01,2118.1753
2013-04-01,2129.3104
2013-05-01,2142.4717
2013-06-01,2155.2942
2013-07-01,2169.2269
2013-08-01,2184.0628
2013-09-01,2200.6541
2013-10-01,2215.9270
2013-11-01,2227.3214
2013-12-01,2240.6351
2014-01-01,2254.3419
2014-02-01,2269.8321
2014-03-01,2286.3836
2014-04-01,2303.1170
2014-05-01,2320.0821
2014-06-01,2335.9821
2014-07-01,2352.8309
2014-08-01,2367.9319
2014-09-01,2384.0212
2014-10-01,2399.5063
2014-11-01,2415.0311
2014-12-01,2428.1359
2015-01-01,2440.5028
2015-02-01,2457.7306
2015-03-01,2473.8911
