observation_date,NONREVSL_20000215
1964-12-01,86.0
1965-01-01,87.2
1965-02-01,88.2
1965-03-01,88.9
1965-04-01,90.0
1965-05-01,90.9
1965-06-01,91.8
1965-07-01,92.7
1965-08-01,93.3
1965-09-01,94.1
1965-10-01,94.8
1965-11-01,95.4
1965-12-01,96.0
1966-01-01,97.0
1966-02-01,97.8
1966-03-01,98.4
1966-04-01,98.8
1966-05-01,99.3
1966-06-01,99.8
1966-07-01,100.1
1966-08-01,100.6
1966-09-01,100.7
1966-10-01,101.0
1966-11-01,101.4
1966-12-01,101.8
1967-01-01,102.2
1967-02-01,102.4
1967-03-01,102.7
1967-04-01,102.9
1967-05-01,103.2
1967-06-01,103.7
1967-07-01,104.1
1967-08-01,104.7
1967-09-01,105.2
1967-10-01,105.4
1967-11-01,106.3
1967-12-01,106.8
1968-01-01,105.5
1968-02-01,106.6
1968-03-01,107.3
1968-04-01,108.1
1968-05-01,108.8
1968-06-01,109.5
1968-07-01,110.4
1968-08-01,111.1
1968-09-01,111.9
1968-10-01,113.3
1968-11-01,114.2
1968-12-01,115.4
1969-01-01,116.1
1969-02-01,117.2
1969-03-01,118.1
1969-04-01,119.1
1969-05-01,120.0
1969-06-01,120.7
1969-07-01,121.1
1969-08-01,121.6
1969-09-01,122.2
1969-10-01,122.7
1969-11-01,123.1
1969-12-01,123.6
1970-01-01,124.1
1970-02-01,124.4
1970-03-01,124.4
1970-04-01,124.3
1970-05-01,124.4
1970-06-01,124.9
1970-07-01,125.4
1970-08-01,125.6
1970-09-01,126.2
1970-10-01,126.3
1970-11-01,125.9
1970-12-01,126.6
1971-01-01,127.0
1971-02-01,127.7
1971-03-01,128.4
1971-04-01,129.5
1971-05-01,130.2
1971-06-01,131.0
1971-07-01,132.0
1971-08-01,133.2
1971-09-01,134.5
1971-10-01,135.6
1971-11-01,137.3
1971-12-01,138.7
1972-01-01,139.6
1972-02-01,140.8
1972-03-01,142.5
1972-04-01,143.9
1972-05-01,145.6
1972-06-01,147.4
1972-07-01,148.3
1972-08-01,149.8
1972-09-01,151.2
1972-10-01,152.8
1972-11-01,154.7
1972-12-01,156.8
1973-01-01,159.9
1973-02-01,162.1
1973-03-01,164.3
1973-04-01,165.9
1973-05-01,168.1
1973-06-01,170.1
1973-07-01,171.8
1973-08-01,173.5
1973-09-01,174.4
1973-10-01,176.3
1973-11-01,177.9
1973-12-01,178.7
1974-01-01,180.0
1974-02-01,181.2
1974-03-01,182.0
1974-04-01,183.0
1974-05-01,183.9
1974-06-01,184.6
1974-07-01,185.6
1974-08-01,186.3
1974-09-01,186.4
1974-10-01,186.0
1974-11-01,185.7
1974-12-01,185.7
1975-01-01,185.8
1975-02-01,186.3
1975-03-01,185.9
1975-04-01,185.4
1975-05-01,185.3
1975-06-01,182.5
1975-07-01,183.7
1975-08-01,184.0
1975-09-01,184.9
1975-10-01,185.6
1975-11-01,186.8
1975-12-01,189.5
1976-01-01,191.1
1976-02-01,192.4
1976-03-01,194.0
1976-04-01,195.9
1976-05-01,196.6
1976-06-01,198.2
1976-07-01,199.7
1976-08-01,200.6
1976-09-01,202.4
1976-10-01,204.1
1976-11-01,206.1
1976-12-01,209.2
1977-01-01,194.9
1977-02-01,197.7
1977-03-01,200.9
1977-04-01,203.4
1977-05-01,205.9
1977-06-01,208.5
1977-07-01,211.1
1977-08-01,213.4
1977-09-01,215.4
1977-10-01,218.4
1977-11-01,221.3
1977-12-01,222.6
1978-01-01,225.3
1978-02-01,228.3
1978-03-01,232.2
1978-04-01,235.2
1978-05-01,239.2
1978-06-01,243.9
1978-07-01,246.6
1978-08-01,249.6
1978-09-01,251.9
1978-10-01,253.6
1978-11-01,256.8
1978-12-01,259.5
1979-01-01,263.4
1979-02-01,266.7
1979-03-01,269.8
1979-04-01,272.5
1979-05-01,275.5
1979-06-01,277.6
1979-07-01,280.7
1979-08-01,283.3
1979-09-01,286.1
1979-10-01,288.7
1979-11-01,291.1
1979-12-01,293.5
1980-01-01,295.1
1980-02-01,297.3
1980-03-01,297.2
1980-04-01,295.5
1980-05-01,292.7
1980-06-01,290.8
1980-07-01,290.8
1980-08-01,290.9
1980-09-01,291.5
1980-10-01,292.9
1980-11-01,293.1
1980-12-01,294.3
1981-01-01,294.6
1981-02-01,295.8
1981-03-01,297.4
1981-04-01,298.5
1981-05-01,299.9
1981-06-01,300.4
1981-07-01,301.8
1981-08-01,301.8
1981-09-01,305.1
1981-10-01,305.4
1981-11-01,306.4
1981-12-01,305.6
1982-01-01,309.1
1982-02-01,309.9
1982-03-01,310.2
1982-04-01,311.2
1982-05-01,312.3
1982-06-01,313.1
1982-07-01,312.5
1982-08-01,312.3
1982-09-01,313.2
1982-10-01,313.4
1982-11-01,314.9
1982-12-01,317.1
1983-01-01,318.9
1983-02-01,319.5
1983-03-01,322.2
1983-04-01,324.3
1983-05-01,325.5
1983-06-01,329.2
1983-07-01,332.7
1983-08-01,336.3
1983-09-01,339.3
1983-10-01,343.8
1983-11-01,348.5
1983-12-01,353.5
1984-01-01,358.4
1984-02-01,366.7
1984-03-01,369.1
1984-04-01,373.2
1984-05-01,380.5
1984-06-01,386.5
1984-07-01,391.6
1984-08-01,396.4
1984-09-01,398.6
1984-10-01,403.0
1984-11-01,406.5
1984-12-01,411.4
1985-01-01,415.5
1985-02-01,421.4
1985-03-01,428.1
1985-04-01,433.4
1985-05-01,438.7
1985-06-01,442.7
1985-07-01,447.3
1985-08-01,451.0
1985-09-01,457.5
1985-10-01,461.6
1985-11-01,465.3
1985-12-01,468.5
1986-01-01,471.7
1986-02-01,474.9
1986-03-01,476.2
1986-04-01,480.3
1986-05-01,484.7
1986-06-01,487.8
1986-07-01,491.6
1986-08-01,494.2
1986-09-01,500.9
1986-10-01,506.9
1986-11-01,505.7
1986-12-01,505.6
1987-01-01,503.9
1987-02-01,501.8
1987-03-01,499.7
1987-04-01,502.3
1987-05-01,502.4
1987-06-01,504.1
1987-07-01,506.1
1987-08-01,509.0
1987-09-01,510.3
1987-10-01,513.5
1987-11-01,516.9
1987-12-01,515.5
1988-01-01,517.3
1988-02-01,519.9
1988-03-01,522.4
1988-04-01,525.8
1988-05-01,528.0
1988-06-01,528.7
1988-07-01,530.2
1988-08-01,533.6
1988-09-01,533.1
1988-10-01,533.6
1988-11-01,533.8
1988-12-01,534.2
1989-01-01,550.0
1989-02-01,551.7
1989-03-01,555.3
1989-04-01,557.6
1989-05-01,560.0
1989-06-01,561.2
1989-07-01,562.2
1989-08-01,562.4
1989-09-01,563.8
1989-10-01,565.4
1989-11-01,567.1
1989-12-01,567.6
1990-01-01,567.8
1990-02-01,565.7
1990-03-01,564.3
1990-04-01,561.9
1990-05-01,559.2
1990-06-01,559.9
1990-07-01,559.7
1990-08-01,558.7
1990-09-01,557.9
1990-10-01,558.3
1990-11-01,555.6
1990-12-01,550.7
1991-01-01,548.4
1991-02-01,544.9
1991-03-01,541.2
1991-04-01,538.6
1991-05-01,536.3
1991-06-01,533.0
1991-07-01,529.5
1991-08-01,525.4
1991-09-01,521.4
1991-10-01,516.5
1991-11-01,514.5
1991-12-01,513.7
1992-01-01,512.2
1992-02-01,511.5
1992-03-01,510.6
1992-04-01,507.5
1992-05-01,506.3
1992-06-01,503.8
1992-07-01,504.1
1992-08-01,504.4
1992-09-01,503.4
1992-10-01,500.6
1992-11-01,503.2
1992-12-01,504.1
1993-01-01,504.0
1993-02-01,506.0
1993-03-01,503.9
1993-04-01,507.7
1993-05-01,506.0
1993-06-01,508.4
1993-07-01,509.6
1993-08-01,512.2
1993-09-01,515.2
1993-10-01,519.8
1993-11-01,523.4
1993-12-01,529.2
1994-01-01,532.1
1994-02-01,537.2
1994-03-01,543.4
1994-04-01,547.5
1994-05-01,554.9
1994-06-01,560.2
1994-07-01,561.8
1994-08-01,567.6
1994-09-01,577.5
1994-10-01,585.2
1994-11-01,587.8
1994-12-01,595.1
1995-01-01,600.8
1995-02-01,602.3
1995-03-01,609.5
1995-04-01,615.1
1995-05-01,620.1
1995-06-01,623.8
1995-07-01,628.5
1995-08-01,631.6
1995-09-01,636.6
1995-10-01,637.8
1995-11-01,652.0
1995-12-01,652.8
1996-01-01,656.0
1996-02-01,660.8
1996-03-01,664.1
1996-04-01,666.7
1996-05-01,670.3
1996-06-01,675.7
1996-07-01,680.7
1996-08-01,684.5
1996-09-01,684.8
1996-10-01,683.8
1996-11-01,685.6
1996-12-01,682.9
1997-01-01,686.1
1997-02-01,688.0
1997-03-01,689.2
1997-04-01,694.0
1997-05-01,695.2
1997-06-01,695.0
1997-07-01,694.3
1997-08-01,696.1
1997-09-01,696.6
1997-10-01,699.3
1997-11-01,698.0
1997-12-01,702.8
1998-01-01,703.0
1998-02-01,705.4
1998-03-01,709.0
1998-04-01,709.9
1998-05-01,713.2
1998-06-01,718.5
1998-07-01,724.5
1998-08-01,726.8
1998-09-01,731.4
1998-10-01,735.6
1998-11-01,741.4
1998-12-01,739.8
1999-01-01,750.8
1999-02-01,758.7
1999-03-01,765.7
1999-04-01,762.8
1999-05-01,771.5
1999-06-01,769.3
1999-07-01,773.1
1999-08-01,778.7
1999-09-01,782.1
1999-10-01,787.5
1999-11-01,798.9
1999-12-01,805.9
