observation_date,DGORDER_20000615
1970-04-01,26657
1970-05-01,27503
1970-06-01,28026
1970-07-01,27703
1970-08-01,27527
1970-09-01,27639
1970-10-01,25464
1970-11-01,25878
1970-12-01,28770
1971-01-01,29658
1971-02-01,30214
1971-03-01,29625
1971-04-01,28883
1971-05-01,28536
1971-06-01,29282
1971-07-01,28928
1971-08-01,30554
1971-09-01,30616
1971-10-01,29972
1971-11-01,30890
1971-12-01,31666
1972-01-01,32331
1972-02-01,33100
1972-03-01,33165
1972-04-01,33511
1972-05-01,34140
1972-06-01,34313
1972-07-01,33616
1972-08-01,35367
1972-09-01,37474
1972-10-01,36729
1972-11-01,37526
1972-12-01,39203
1973-01-01,40211
1973-02-01,41296
1973-03-01,42562
1973-04-01,42047
1973-05-01,42450
1973-06-01,42508
1973-07-01,42763
1973-08-01,42773
1973-09-01,42374
1973-10-01,44069
1973-11-01,45351
1973-12-01,43215
1974-01-01,45523
1974-02-01,45588
1974-03-01,45117
1974-04-01,45911
1974-05-01,48425
1974-06-01,48359
1974-07-01,49793
1974-08-01,51833
1974-09-01,48850
1974-10-01,45989
1974-11-01,45331
1974-12-01,41584
1975-01-01,41296
1975-02-01,40732
1975-03-01,38420
1975-04-01,40638
1975-05-01,39944
1975-06-01,40021
1975-07-01,43775
1975-08-01,44010
1975-09-01,43913
1975-10-01,43254
1975-11-01,43688
1975-12-01,44156
1976-01-01,45898
1976-02-01,48112
1976-03-01,50103
1976-04-01,49968
1976-05-01,50057
1976-06-01,50930
1976-07-01,52528
1976-08-01,52144
1976-09-01,52460
1976-10-01,52564
1976-11-01,54182
1976-12-01,57253
1977-01-01,55851
1977-02-01,56361
1977-03-01,59500
1977-04-01,59035
1977-05-01,59429
1977-06-01,61526
1977-07-01,61049
1977-08-01,61810
1977-09-01,63370
1977-10-01,64699
1977-11-01,64202
1977-12-01,66770
1978-01-01,62687
1978-02-01,65180
1978-03-01,68471
1978-04-01,70887
1978-05-01,71664
1978-06-01,72728
1978-07-01,71451
1978-08-01,73933
1978-09-01,75749
1978-10-01,78545
1978-11-01,78609
1978-12-01,77796
1979-01-01,78202
1979-02-01,80775
1979-03-01,84232
1979-04-01,78302
1979-05-01,80075
1979-06-01,80591
1979-07-01,78987
1979-08-01,77082
1979-09-01,79890
1979-10-01,79242
1979-11-01,77678
1979-12-01,78532
1980-01-01,82849
1980-02-01,83281
1980-03-01,80362
1980-04-01,75138
1980-05-01,68987
1980-06-01,71430
1980-07-01,77374
1980-08-01,76145
1980-09-01,83058
1980-10-01,85583
1980-11-01,82783
1980-12-01,86217
1981-01-01,82567
1981-02-01,82837
1981-03-01,84911
1981-04-01,87159
1981-05-01,87101
1981-06-01,87195
1981-07-01,87175
1981-08-01,85065
1981-09-01,84065
1981-10-01,80370
1981-11-01,79015
1981-12-01,75976
1982-01-01,79673
1982-02-01,79628
1982-03-01,82293
1982-04-01,80357
1982-05-01,77558
1982-06-01,77341
1982-07-01,78440
1982-08-01,74819
1982-09-01,77033
1982-10-01,76040
1982-11-01,73626
1982-12-01,79268
1983-01-01,82957
1983-02-01,77755
1983-03-01,80748
1983-04-01,83371
1983-05-01,83178
1983-06-01,89014
1983-07-01,88201
1983-08-01,88600
1983-09-01,92646
1983-10-01,97281
1983-11-01,97245
1983-12-01,97801
1984-01-01,99943
1984-02-01,101241
1984-03-01,105837
1984-04-01,97902
1984-05-01,100516
1984-06-01,97436
1984-07-01,101410
1984-08-01,100514
1984-09-01,97082
1984-10-01,97698
1984-11-01,102342
1984-12-01,99292
1985-01-01,103791
1985-02-01,100305
1985-03-01,99260
1985-04-01,98512
1985-05-01,101579
1985-06-01,104817
1985-07-01,102048
1985-08-01,104587
1985-09-01,104675
1985-10-01,103342
1985-11-01,99384
1985-12-01,104618
1986-01-01,107103
1986-02-01,104962
1986-03-01,103880
1986-04-01,101966
1986-05-01,100918
1986-06-01,101735
1986-07-01,103459
1986-08-01,100184
1986-09-01,105270
1986-10-01,102973
1986-11-01,103102
1986-12-01,106884
1987-01-01,101861
1987-02-01,105905
1987-03-01,108797
1987-04-01,109952
1987-05-01,110754
1987-06-01,112209
1987-07-01,114571
1987-08-01,109361
1987-09-01,111419
1987-10-01,113902
1987-11-01,114144
1987-12-01,115276
1988-01-01,117192
1988-02-01,118443
1988-03-01,117583
1988-04-01,117717
1988-05-01,119356
1988-06-01,122466
1988-07-01,121869
1988-08-01,123103
1988-09-01,123037
1988-10-01,124429
1988-11-01,123338
1988-12-01,135387
1989-01-01,131507
1989-02-01,127569
1989-03-01,127366
1989-04-01,128469
1989-05-01,122108
1989-06-01,125246
1989-07-01,122931
1989-08-01,121544
1989-09-01,124643
1989-10-01,120279
1989-11-01,128189
1989-12-01,131040
1990-01-01,120989
1990-02-01,124176
1990-03-01,131857
1990-04-01,124718
1990-05-01,128858
1990-06-01,126316
1990-07-01,129004
1990-08-01,125439
1990-09-01,126504
1990-10-01,128747
1990-11-01,116830
1990-12-01,121639
1991-01-01,118074
1991-02-01,118705
1991-03-01,111574
1991-04-01,116338
1991-05-01,119325
1991-06-01,115480
1991-07-01,131509
1991-08-01,124358
1991-09-01,121121
1991-10-01,122414
1991-11-01,124562
1991-12-01,116408
1992-01-01,121445
1992-02-01,121777
1992-03-01,124641
1992-04-01,127382
1992-05-01,125563
1992-06-01,128507
1992-07-01,125446
1992-08-01,123904
1992-09-01,125943
1992-10-01,128786
1992-11-01,126342
1992-12-01,135542
1993-01-01,130246
1993-02-01,134903
1993-03-01,130708
1993-04-01,131788
1993-05-01,128738
1993-06-01,132849
1993-07-01,129870
1993-08-01,131033
1993-09-01,132300
1993-10-01,135080
1993-11-01,138739
1993-12-01,139644
1994-01-01,145464
1994-02-01,142831
1994-03-01,145853
1994-04-01,144501
1994-05-01,146797
1994-06-01,149935
1994-07-01,146398
1994-08-01,151100
1994-09-01,152178
1994-10-01,151269
1994-11-01,157132
1994-12-01,160797
1995-01-01,162131
1995-02-01,161869
1995-03-01,163038
1995-04-01,154998
1995-05-01,159671
1995-06-01,157187
1995-07-01,154831
1995-08-01,162432
1995-09-01,166313
1995-10-01,163267
1995-11-01,164674
1995-12-01,169839
1996-01-01,168878
1996-02-01,164611
1996-03-01,167984
1996-04-01,163658
1996-05-01,171396
1996-06-01,169721
1996-07-01,171122
1996-08-01,166859
1996-09-01,173282
1996-10-01,173994
1996-11-01,173773
1996-12-01,169492
1997-01-01,176705
1997-02-01,179495
1997-03-01,174950
1997-04-01,177171
1997-05-01,175823
1997-06-01,180714
1997-07-01,180460
1997-08-01,185624
1997-09-01,185557
1997-10-01,185410
1997-11-01,193621
1997-12-01,184635
1998-01-01,187048
1998-02-01,186033
1998-03-01,185963
1998-04-01,188921
1998-05-01,182777
1998-06-01,182986
1998-07-01,186617
1998-08-01,190304
1998-09-01,192783
1998-10-01,188523
1998-11-01,189193
1998-12-01,195574
1999-01-01,201708
1999-02-01,193786
1999-03-01,199366
1999-04-01,194674
1999-05-01,196609
1999-06-01,197084
1999-07-01,205532
1999-08-01,207446
1999-09-01,204349
1999-10-01,202442
1999-11-01,204799
1999-12-01,218167
2000-01-01,213982
2000-02-01,210255
2000-03-01,219165
2000-04-01,205018
